,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,green_power_offsite_kwh,egrid_output_emissions_rate_kgco2e_mbtu,percent_of_electricity_that_is_green_power,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_total,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
451,98.0,324000.0,1940,1,100,37.7,2.4,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,313.0,306.0,-73.98577,40.594291
452,73.0,314400.0,1931,1,100,78.9,4.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,2.0,0,0,306.0,155.0,-73.979287,40.669629
453,59.0,97200.0,1993,1,100,51.8,8.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,316.0,363.0,-73.919594,40.673073
454,73.0,95530.0,1926,1,100,39.6,7.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,157.1,2.0,0,0,316.0,900.0,-73.924057,40.666518
455,68.0,46060.0,1995,1,100,57.2,9.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,2.0,0,0,312.0,496.0,-73.979626,40.64382
506,92.0,144000.0,1973,1,100,47.7,4.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,305.0,1126.0,-73.893754,40.663673
507,92.0,135600.0,1950,1,100,44.6,3.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,455.0,3.0,0,0,306.0,135.0,-73.983947,40.672015
509,79.0,94800.0,1907,1,100,57.2,3.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,337.7,3.0,0,0,312.0,454.0,-73.965595,40.621565
510,71.0,93600.0,1931,1,100,77.4,3.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1077.9,3.0,0,0,313.0,35602.0,-73.971313,40.578207724799995
511,79.0,124800.0,1931,1,100,55.0,5.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,162.9,3.0,0,0,318.0,964.0,-73.908529,40.642545
512,80.0,42000.0,1928,1,100,66.1,4.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,89.1,3.0,0,0,312.0,464.0,-73.978822,40.623273
513,80.0,103200.0,1901,1,100,67.8,3.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,23.2,3.0,0,0,312.0,224.0,-73.993482,40.641157
514,32.0,118800.0,1909,2,100,91.4,10.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,207.6,3.0,0,0,312.0,220.0,-73.999215,40.637322
516,81.0,56400.0,1920,1,100,63.4,4.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,557.5,3.0,0,0,307.0,101.0,-74.000652,40.657914
517,52.0,94800.0,1930,1,100,92.5,2.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,27.7,3.0,0,0,316.0,918.0,-73.904901,40.659966
518,92.0,128400.0,1920,1,100,52.3,3.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1259.4,3.0,0,0,301.0,485.0,-73.940002,40.708723
519,80.0,129600.0,1925,1,100,58.3,4.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,105.4,3.0,0,0,308.0,347.0,-73.927973,40.672762
520,74.0,99600.0,1953,2,100,68.3,4.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,30.4,3.0,0,0,305.0,1104.0,-73.890288,40.66051
521,64.0,181200.0,1964,1,100,75.7,4.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,3756.0,3.0,0,0,305.0,1118.0,-73.874208,40.670724
522,85.0,130800.0,1925,1,100,65.4,3.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,0.0,3.0,0,0,312.0,108.0,-74.000731,40.640545
523,68.0,154800.0,1939,1,100,50.6,4.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,442.3,3.0,0,0,317.0,946.0,-73.925948,40.648423
524,87.0,66000.0,1936,1,100,56.7,5.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,934.1,3.0,0,0,311.0,258.0,-73.986713,40.612273
525,98.0,228000.0,1912,1,100,35.1,2.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,85.4,3.0,0,0,316.0,301.0,-73.915843,40.677805
526,94.0,214109.0,1975,1,100,36.5,5.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,2854.6,3.0,0,0,304.0,433.0,-73.915142,40.695362
527,96.0,182400.0,1931,1,100,44.1,3.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,611.9,3.0,0,0,313.0,354.0,-73.973122,40.5825
528,80.0,109200.0,1950,1,100,54.1,3.9,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,206.8,3.0,0,0,303.0,281.0,-73.940744,40.694086
529,85.0,111600.0,1966,1,100,60.1,3.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1020.8,3.0,0,0,302.0,21.0,-73.982314,40.701343
530,85.0,189600.0,1968,1,100,52.6,2.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,409.9,3.0,0,0,309.0,325.0,-73.959031,40.665035
531,86.0,109200.0,1931,1,100,59.0,4.4,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,306.0,155.0,-73.977783,40.67146
532,88.0,108000.0,1966,1,100,55.4,3.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,3118.6,3.0,0,0,305.0,1134.0,-73.897835,40.668167
533,67.0,108000.0,1966,1,100,47.6,3.9,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,305.0,1192.0,-73.880337,40.676129
534,78.0,460800.0,1904,1,100,64.5,4.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1870.5,3.0,0,0,314.0,794.0,-73.95855,40.649787
535,93.0,104400.0,1906,1,100,57.6,4.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,2.0,0,0,303.0,257.0,-73.945042,40.698869
536,62.0,157200.0,1992,1,100,76.4,7.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,309.0,802.0,-73.951583,40.656183
593,79.0,100800.0,1948,1,100,56.4,2.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,303.0,227.0,-73.955338,40.682663
594,98.0,39600.0,1926,1,100,43.7,3.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,157.8,3.0,0,0,302.0,41.0,-73.983579,40.687257
595,73.0,122400.0,1959,1,100,59.9,2.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,864.3,3.0,0,0,303.0,281.0,-73.941342,40.691037
596,82.0,38400.0,1900,1,100,52.8,3.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,5.3,3.0,0,0,301.0,573.0,-73.949649,40.7152691568
597,81.0,121200.0,1964,1,100,62.8,3.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1674.8,3.0,0,0,303.0,379.0,-73.922264,40.680463
598,87.0,186000.0,1940,1,100,52.2,3.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1223.0,3.0,0,0,301.0,505.0,-73.943641,40.709941
599,92.0,110400.0,1954,1,100,50.0,4.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,316.0,912.0,-73.908214,40.667382
600,80.0,134400.0,1906,1,100,59.4,4.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,0.0,3.0,0,0,309.0,802.0,-73.953742,40.656046
601,83.0,82800.0,1920,1,100,51.0,4.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,123.3,3.0,0,0,311.0,404.0,-73.986139,40.601433
602,68.0,78000.0,1898,1,100,58.8,6.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,726.4,3.0,0,0,305.0,96081.99679999948,-73.884063,40.681268
603,51.0,86400.0,1904,1,100,55.2,8.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,301.0,497.0,-73.946108,40.71466
604,87.0,108000.0,1902,1,100,58.9,3.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,624.6,3.0,0,0,314.0,1522.0,-73.965523,40.641937
605,90.0,165600.0,1920,1,100,55.8,2.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,461.5,3.0,0,0,306.0,63.0,-74.001377,40.68007
606,82.0,64800.0,1928,1,100,53.1,4.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,315.0,556.0,-73.959779,40.601617
607,57.0,81600.0,1908,1,100,77.8,3.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,525.8,3.0,0,0,316.0,369.0,-73.908734,40.677415
608,61.0,122400.0,1909,1,100,63.1,3.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,3476.9,3.0,0,0,303.0,1237.0,-73.959571,40.695417
609,58.0,102000.0,1908,1,100,53.8,4.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,865.8,3.0,0,0,305.0,1150.0,-73.884803,40.672579
621,81.0,106800.0,1930,1,100,61.4,4.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1753.0,3.0,0,0,316.0,924.0,-73.911705,40.665878
622,78.0,93600.0,1910,1,100,71.8,5.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,2610.0,3.0,0,0,316.0,303.0,-73.915778,40.675024
623,39.0,93600.0,1930,1,100,108.8,4.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,777.5,3.0,0,0,316.0,896.0,-73.913933,40.660204
624,86.0,128400.0,1924,1,100,57.9,3.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1309.1,3.0,0,0,310.0,166.0,-74.012722,40.618676
625,89.0,168000.0,1940,1,100,45.8,3.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,52.4,3.0,0,0,318.0,988.0,-73.896212,40.643278
626,41.0,129665.0,1931,1,100,74.0,7.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1455.5,3.0,0,0,317.0,794.0,-73.952821,40.648608
627,81.0,175200.0,1920,1,100,46.8,6.4,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,324.9,3.0,0,0,308.0,311.0,-73.938843,40.675612
628,89.0,297600.0,1940,1,100,48.1,3.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1465.4,3.0,0,0,318.0,990.0,-73.898254,40.641474
629,91.0,218400.0,1903,1,100,49.8,3.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,301.0,519.0,-73.954754,40.715073
630,100.0,231000.0,1940,1,100,18.3,2.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,697.9,3.0,0,0,314.0,772.0,-73.952652,40.631798
631,78.0,180000.0,1911,1,100,57.6,5.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,555.7,3.0,0,0,305.0,1144.0,-73.89643,40.674135
632,51.0,110400.0,1995,1,100,52.6,8.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,202.7,3.0,0,0,307.0,84.0,-74.004743,40.652701
633,28.0,62180.0,1973,1,100,107.2,11.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,534.9,3.0,0,0,310.0,160.0,-74.028086,40.619931
634,34.0,48400.0,1911,1,100,95.2,12.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1593.4,2.0,0,0,303.0,375.0,-73.920906,40.688831
635,12.0,25400.0,1920,1,100,111.9,18.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,503.0,2.0,0,0,303.0,243.0,-73.954302,40.68538
699,90.0,96000.0,1966,1,100,51.5,4.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,44.9,3.0,0,0,306.0,53.0,-74.011558,40.677343
700,85.0,139200.0,1956,1,100,54.4,3.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,24.0,3.0,0,0,308.0,205.0,-73.965541,40.678297
701,82.0,31200.0,1925,1,100,57.6,4.9,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,306.0,153.0,-73.983195,40.668916
702,74.0,96000.0,1925,1,100,66.2,3.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,303.0,241.0,-73.953034,40.693018
703,100.0,133200.0,1957,1,100,19.9,2.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,306.0,77.0,-73.994754,40.680415
704,90.0,130800.0,1965,1,100,47.6,3.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,2963.8,2.0,0,0,303.0,289.0,-73.935765,40.693161
705,68.0,136440.0,1933,1,100,62.6,5.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,462.1,3.0,0,0,311.0,302.0,-73.991693,40.597863
706,79.0,147600.0,1940,1,100,56.1,5.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,504.9,3.0,0,0,318.0,1008.0,-73.897262,40.635015
707,84.0,144000.0,1901,1,100,59.6,4.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,218.1,3.0,0,0,307.0,82.0,-74.006862,40.651977
708,62.0,134400.0,1970,1,100,57.1,3.9,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,653.7,3.0,0,0,304.0,425.0,-73.93241,40.701621
709,53.0,111600.0,1971,1,100,73.7,3.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,780.8,3.0,0,0,305.0,1158.0,-73.892822,40.669719
710,56.0,67200.0,1905,1,100,58.6,3.9,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,304.0,437.0,-73.90864,40.693293
711,76.0,52800.0,1920,1,100,53.0,3.9,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,264.0,3.0,0,0,307.0,171.0,-73.97618,40.657472
712,87.0,66000.0,1925,1,100,50.3,4.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,311.0,180.0,-74.007199,40.607234
716,93.0,118800.0,1931,1,100,49.2,3.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,317.0,892.0,-73.926246,40.665565
717,47.0,93600.0,1910,1,100,59.0,6.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,305.0,1128.0,-73.894441,40.662326
718,60.0,56400.0,1948,1,100,65.9,4.4,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,315.0,620.0,-73.943819,40.579451
719,56.0,80400.0,1931,1,100,58.1,4.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,317.0,836.0,-73.937339,40.63694
720,67.0,122400.0,1929,1,100,62.8,5.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,717.4,3.0,0,0,311.0,282.0,-74.001408,40.603188
721,66.0,111600.0,1931,1,100,65.9,5.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,311.0,184.0,-74.006638,40.614159
722,88.0,129600.0,1930,1,100,48.1,4.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,311.0,256.0,-73.987149,40.61527
723,85.0,82800.0,1931,1,100,61.2,3.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,313.0,370.0,-73.96198,40.586845
724,45.0,26510.0,1961,1,100,78.9,7.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,110.7,3.0,0,0,317.0,886.0,-73.920368,40.65911
725,50.0,153600.0,1935,1,100,83.3,8.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,340.3,3.0,0,0,310.0,206.0,-74.01512,40.62668
726,81.0,157200.0,1930,1,100,62.0,3.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,58.8,3.0,0,0,316.0,924.0,-73.910904,40.666545
727,85.0,97200.0,1959,1,100,45.1,3.4,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,476.3,3.0,0,0,304.0,399.0,-73.918152,40.691077
728,47.0,144300.0,1931,1,100,94.1,9.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,796.1,3.0,0,0,310.0,70.0,-74.023849,40.637282
729,89.0,339600.0,1965,1,100,57.0,2.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,169.5,4.0,0,0,312.0,468.0,-73.981795,40.620446
730,78.0,141600.0,1976,1,100,41.8,3.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,4152.0,3.0,0,0,317.0,882.0,-73.926959,40.663559
731,82.0,180000.0,1975,1,100,46.3,5.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,0.0,3.0,0,0,308.0,343.0,-73.936924,40.672713
732,74.0,111675.0,1968,1,100,54.6,7.9,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,684.6,2.0,0,0,302.0,191.0,-73.969218,40.695208
790,96.0,115466.0,1906,1,100,41.8,3.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,279.8,3.0,0,0,306.0,69.0,-73.990993,40.684524
791,87.0,175200.0,1957,1,100,52.8,3.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,303.0,257.0,-73.946641,40.697152
792,92.0,104400.0,1964,1,100,40.4,3.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,890.6,3.0,0,0,302.0,39.0,-73.982639,40.685264
793,90.0,98400.0,1950,1,100,52.2,3.9,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,309.5,2.0,0,0,303.0,277.0,-73.940747,40.686592
794,65.0,90000.0,2001,1,100,62.1,5.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,201.8,3.0,0,0,316.0,369.0,-73.910644,40.680318
795,60.0,100800.0,1926,1,100,60.8,2.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,719.6,3.0,0,0,309.0,806.0,-73.93994,40.661886
796,85.0,116400.0,1965,1,100,50.4,4.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,2.0,0,0,304.0,389.0,-73.93834,40.700609
797,99.0,170400.0,1931,1,100,26.4,2.4,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,3.8,3.0,0,0,301.0,485.0,-73.939407,40.705204
798,79.0,93600.0,1925,1,100,54.9,4.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,939.6,3.0,0,0,309.0,319.0,-73.949013,40.666181
801,38.0,132000.0,1924,1,100,75.8,7.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,672.1,3.0,0,0,314.0,526.0,-73.966558,40.63398
802,88.0,122400.0,1928,1,100,72.3,3.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,933.3,3.0,0,0,313.0,61004.0,-73.956329,40.579737
803,37.0,121200.0,1931,1,100,74.4,11.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,450.2,3.0,0,0,311.0,170.0,-74.013376,40.610963
804,79.0,146400.0,1931,1,100,60.9,4.4,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,317.0,880.0,-73.929076,40.65843
805,55.0,104400.0,1929,1,100,61.0,4.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1802.8,3.0,0,0,317.0,814.0,-73.941089,40.654704
806,62.0,84000.0,1937,1,100,68.6,6.4,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,313.0,364.0,-73.962071,40.579607
807,78.0,91200.0,1950,1,100,64.9,3.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1131.5,3.0,0,0,315.0,558.0,-73.955528,40.604349
808,94.0,170400.0,1960,1,100,48.7,3.2,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,303.0,269.0,-73.945446,40.681572
809,42.0,87600.0,1953,1,100,67.4,3.9,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,568.2,3.0,0,0,317.0,866.0,-73.928018,40.657131
810,85.0,92480.0,1900,1,100,61.8,5.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,63.8,3.0,0,0,306.0,12902.0,-73.976497,40.678983
811,89.0,189600.0,1968,1,100,51.1,4.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,306.0,69.0,-73.993351,40.685419
812,96.0,106800.0,1966,2,100,44.1,3.1,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,307.0,84.0,-74.005889,40.654293
813,84.0,298800.0,1931,1,100,54.2,4.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1091.4,3.0,0,0,313.0,354.0,-73.967308,40.581681
814,100.0,24000.0,1906,1,100,33.9,1.54862,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,2.0,0,0,305.0,1150.0,-73.886636,40.671955
815,96.0,86330.0,1931,1,100,29.9,5.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,114.5,3.0,0,0,308.0,305.0,-73.962105,40.678488
816,55.0,115200.0,1998,1,100,61.6,8.9,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,340.3,3.0,0,0,305.0,96081.99679999948,-73.873109,40.689697
817,23.0,110400.0,2000,1,100,84.2,9.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,404.4,3.0,0,0,310.0,120.0,-74.009223,40.632379
865,81.0,17340.0,1938,1,100,76.2,4.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,308.0,205.0,-73.965708,40.676068
866,68.0,99600.0,1960,1,100,55.4,4.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,556.7,3.0,0,0,302.0,187.0,-73.971165,40.694633
867,100.0,123600.0,1959,1,100,33.4,1.54862,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,0.0,3.0,0,0,318.0,986.0,-73.892264,40.644203
868,73.0,115200.0,1958,1,100,69.9,3.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,1787.8,3.0,0,0,308.0,341.0,-73.942639,40.674794
869,93.0,240000.0,1957,1,100,44.5,3.0,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,49.1,3.0,0,0,313.0,366.0,-73.963477,40.582585
870,62.0,13200.0,1969,1,100,37.0,12.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,1.0,0,0,316.0,363.0,-73.918302,40.671675
871,99.0,27660.0,1925,1,100,31.8,7.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,81.7,2.0,0,0,318.0,728.0,-73.922006,40.629877
872,93.0,31110.0,1925,1,100,29.2,8.5,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,111.2,1.0,0,0,301.0,529.0,-73.955611,40.705898
890,87.0,141600.0,1965,1,100,45.2,2.8,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,0.0,3.0,0,0,304.0,401.0,-73.910693,40.686746
891,52.0,187200.0,2002,1,100,65.5,7.7,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,2197.0,3.0,0,0,316.0,900.0,-73.918107,40.665965
892,93.0,13200.0,1972,1,100,39.5,4.3,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,2.0,0,0,305.0,1200.0,-73.869147952,40.675831
893,74.0,93600.0,1923,1,100,71.7,4.4,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,820.0097860923083,3.0,0,0,310.0,212.0,-74.004485,40.627784
894,81.0,111600.0,1929,1,100,65.5,2.6,0.0,79.5,0.0,1.4011852640000002,0.0,0.0,0.0,99.802,100.0,482.5,3.0,0,0,318.0,680.0,-73.925989,40.621436
