,score,property_id,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,indirect_ghg_emissions_metric_tons_co2e,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
1197,100,2609681.34,294123.0,1954.0,1,100,1107928.5,170.2,305.0,79.5,0.0,0.0,1.39738,0.84998,0.0,60.0,0.204,80.0,90.0,9474.8,7.0,0,0,204.0,5902.0,-73.923522,40.825315
1229,68,2609681.34,107477.0,1940.0,1,100,375802.4,386.1,104.3,79.5,0.0,0.0,1.38634,0.87461,0.0,94.0,0.87461,0.0,90.0,4594.425778134381,9.0,0,0,205.0,217.0,-73.913511,40.849226
1241,99,2609681.34,87642.0,1940.0,1,100,308819.5,217.9,85.7,79.5,0.0,0.0,1.77997,1.06114,0.0,93.0,1.06114,0.0,80.0,6146.7,12.0,0,0,206.0,393.0,-73.883167,40.849259
1242,49,2609681.34,66078.0,1940.0,1,100,293728.0,288.1,82.2,79.5,0.0,0.0,1.6647,1.18042,0.0,78.0,1.18042,0.0,80.0,8292.2,9.0,0,0,203.0,185.0,-73.90436,40.828534
1243,8,2609681.34,76268.0,1910.0,1,100,440435.4,318.9,119.4,79.5,0.0,0.0,0.7631076,0.5759018,0.0,35.0,0.45891,0.0,80.0,7270.9,10.0,0,0,206.0,359.0,-73.885315,40.842378
1244,56,2609681.34,59446.0,1930.0,1,100,280914.6,211.4,77.9,79.5,0.0,0.0,1.48034,0.89157,0.0,53.0,0.89157,0.0,80.0,6973.3,9.0,0,0,204.0,195.0,-73.922916,40.830975
1245,55,2609681.34,59446.0,1930.0,1,100,226999.8,231.3,62.3,79.5,0.0,0.0,1.31212,0.89157,0.0,53.0,0.89157,0.0,80.0,6042.0,7.0,0,0,204.0,195.0,-73.923032,40.830774
1280,58,2609681.34,111270.0,1935.0,1,100,872669.6045350895,0.0,271.26010247590347,79.5,0.0,0.0,0.80884,0.701,0.0,78.0,0.701,0.0,100.0,4594.425778134381,0.0,0,0,207.0,413.0,-73.886143,40.871881
1281,59,2609681.34,69104.0,1928.0,1,100,401185.2,256.2,112.7,79.5,0.0,0.0,1.23003,0.95508,0.0,66.0,0.95508,100.0,100.0,4594.425778134381,19.0,0,0,207.0,40701.0,-73.888752,40.872853
1289,58,2609681.34,58560.0,1928.0,1,100,872669.6045350895,0.0,271.26010247590347,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,4594.425778134381,0.0,0,0,204.0,201.0,-73.926043,40.842293
1293,58,2609681.34,54115.0,1929.0,1,100,872669.6045350895,0.0,271.26010247590347,79.5,0.0,0.0,1.4,1.09027,0.0,59.0,1.09027,100.0,100.0,4594.425778134381,0.0,0,0,212.0,408.0,-73.864429,40.88786849
1301,63,2609681.34,90650.0,1940.0,1,100,343532.7,317.1,97.7,79.5,0.0,0.0,1.24655,0.9487,0.0,86.0,0.9487,90.0,100.0,6127.6,8.0,0,0,207.0,257.0,-73.913243,40.860663
1302,59,2609681.34,70400.0,1931.0,1,100,278951.9,235.4,78.1,79.5,0.0,0.0,1.05114,0.9233,0.0,65.0,0.9233,90.0,100.0,4711.6,8.0,0,0,207.0,257.0,-73.913674,40.860342
1303,97,2609681.34,70400.0,1932.0,1,100,234531.0,116.9,67.5,79.5,0.0,0.0,1.02273,0.9233,0.0,65.0,0.9233,90.0,100.0,4008.5,9.0,0,0,207.0,257.0,-73.913829,40.860224
1304,69,2609681.34,158530.0,1963.0,1,100,885284.0,456.8,246.2,79.5,0.0,0.0,1.5076,0.99666,0.99666,0.0,0.0,90.0,100.0,10387.4,6.0,0,0,204.0,22703.0,-73.911464,40.844479
1305,77,2609681.34,202600.0,1952.0,2,100,872939.8,638.3,244.8,79.5,0.0,0.0,1.39684,1.11056,0.0,190.0,1.11056,90.0,100.0,18842.7,18.0,0,0,205.0,247.0,-73.916191,40.856704
1306,99,2609681.34,196432.0,1928.0,3,100,740731.7,310.8,204.4,79.5,0.0,0.0,1.09453,0.86035,0.0,169.0,0.86035,90.0,100.0,14647.6,15.0,0,0,204.0,189.0,-73.92822874,40.831025
1307,58,2609681.34,69144.0,1951.0,1,100,422222.8,238.4,118.3,79.5,0.0,0.0,1.47518,1.38841,0.0,96.0,1.38841,90.0,100.0,4462.6,16.0,0,0,204.0,18302.0,-73.920361,40.827792
1308,80,2609681.34,87954.0,1963.0,1,100,373443.2,213.4,107.6,79.5,0.0,0.0,1.1597,0.85272,0.0,75.0,0.85272,90.0,100.0,5290.5,5.0,0,0,207.0,263.0,-73.907437,40.863664
1325,23,2609681.34,51285.0,1925.0,1,100,301044.4,371.4,84.1,79.5,0.0,0.0,1.87189,1.03344,0.0,53.0,1.03344,90.0,100.0,6852.9,8.0,0,0,207.0,39901.0,-73.89546,40.862836
1327,58,2609681.34,73800.0,1930.0,1,100,388043.5,339.4,109.1,79.5,0.0,0.0,1.19241,0.90786,0.0,67.0,0.90786,90.0,100.0,4594.425778134381,19.0,0,0,207.0,423.0,-73.879477,40.875223
1331,58,2609681.34,58074.0,1930.0,1,100,348532.0,258.3,96.6,79.5,0.0,0.0,1.08482,0.96429,0.0,56.0,0.96429,90.0,100.0,4305.1,11.0,0,0,204.0,17901.0,-73.916246,40.835998
1377,98,2609681.34,94338.0,2009.0,1,100,199224.6,270.6,54.0,79.5,0.0,0.0,1.51583,0.95402,0.0,90.0,0.95402,90.0,100.0,6435.6,6.0,0,0,203.0,185.0,-73.909054,40.828264
1381,58,2609681.34,141577.0,1956.0,2,100,1200314.4,854.2,330.8,79.5,0.0,0.0,1.48463,0.98886,0.0,140.0,0.98886,0.0,100.0,9165.9,6.0,0,0,207.0,413.0,-73.886286,40.875123
1388,100,2609681.34,189592.0,1941.0,1,100,488685.1,316.6,140.2,79.5,0.0,0.0,1.0549,0.75953,0.0,144.0,0.75953,0.0,100.0,6850.7,25.0,1,0,208.0,323.0,-73.90692,40.88786849
1422,100,2609681.34,85005.0,2007.0,1,100,50400.0,225.3,13.7,79.5,0.0,0.0,1.54109,0.96465,0.96465,0.0,0.0,80.0,100.0,6885.8,7.0,0,0,204.0,195.0,-73.922213,40.83213
1423,97,2609681.34,98718.0,1924.0,1,100,150655.9,316.4,39.6,79.5,0.0,0.0,1.70182,0.81039,0.0,80.0,0.81039,70.0,90.0,7084.1,6.0,0,0,205.0,21501.0,-73.918117,40.848568
1424,100,2609681.34,64630.0,1925.0,1,100,86859.9,43.2,22.9,79.5,0.0,0.0,1.51632,0.74269,0.0,48.0,0.74269,0.0,80.0,3922.0,5.0,0,0,205.0,21502.0,-73.916242,40.84754
1425,100,2609681.34,68017.0,1926.0,1,100,93628.9,176.8,24.2,79.5,0.0,0.0,1.47022,0.88213,0.0,60.0,0.88213,90.0,90.0,5768.9,7.0,0,0,205.0,20501.0,-73.921002,40.847628
1426,88,2609681.34,56370.0,1923.0,1,100,112179.3,229.3,30.4,79.5,0.0,0.0,1.88043,0.67412,0.0,38.0,0.67412,70.0,90.0,4685.7,4.0,0,0,205.0,21501.0,-73.918445,40.849441
1427,87,2609681.34,103415.0,1923.0,2,100,188254.5,437.7,49.4,79.5,0.0,0.0,1.51816,0.93797,0.0,97.0,0.93797,65.88,88.23,9708.7,7.0,0,0,205.0,21501.0,-73.919136,40.848568
1428,99,2609681.34,46424.0,1924.0,1,100,68523.1,134.8,17.9,79.5,0.0,0.0,1.70171,0.86162,0.0,40.0,0.86162,70.0,80.0,2177.6,5.0,0,0,205.0,21501.0,-73.921252,40.84728
1438,34,2609681.34,47565.0,1963.0,1,100,311398.7,366.6,86.3,79.5,0.0,0.0,2.27058,1.59781,0.0,76.0,1.59781,90.0,100.0,3914.6,7.0,0,0,209.0,222.0,-73.854702,40.836088
1439,63,2609681.34,92666.0,1930.0,1,100,341042.5,367.9,94.8,79.5,0.0,0.0,1.60792,0.94965,0.0,88.0,0.94965,90.0,100.0,7494.4,9.0,0,0,209.0,92.0,-73.854496,40.833162
1440,70,2609681.34,126054.0,1928.0,1,100,529132.6,432.6,147.9,79.5,0.0,0.0,1.60249,0.96784,0.0,122.0,0.96784,90.0,100.0,10859.5,14.0,0,0,209.0,92.0,-73.854481,40.8332
1441,63,2609681.34,107340.0,1928.0,1,100,465808.5,412.7,130.6,79.5,0.0,0.0,1.69555,1.16452,0.0,125.0,1.16452,90.0,100.0,4594.425778134381,15.0,0,0,211.0,256.0,-73.847756,40.845856
1449,9,2609681.34,56500.0,1926.0,1,100,413110.4,255.9,114.7,79.5,0.0,0.0,1.18584,0.99115,0.0,56.0,0.99115,90.0,100.0,5002.7,10.0,0,0,207.0,431.0,-73.878395,40.881313
1450,64,2609681.34,92000.0,1962.0,1,100,426977.0,306.9,115.8,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,2306.4,3.0,0,0,208.0,335.0,-73.904431,40.887159
1451,31,2609681.34,65200.0,1926.0,1,100,330195.5,312.7,91.3,79.5,0.0,0.0,1.6411,0.87423,0.0,57.0,0.87423,90.0,100.0,6853.4,11.0,0,0,205.0,23302.0,-73.907271,40.848054
1452,46,2609681.34,79600.0,1927.0,1,100,327818.8,354.5,91.3,79.5,0.0,0.0,1.60804,0.99246,0.0,79.0,0.99246,90.0,100.0,9915.1,9.0,0,0,207.0,40304.0,-73.895843,40.86762
1453,21,2609681.34,74830.0,1961.0,1,100,506281.2,265.2,141.8,79.5,0.0,0.0,1.13591,0.81518,0.0,61.0,0.81518,90.0,100.0,11437.0,8.0,0,0,208.0,273.0,-73.904448,40.872947
1455,39,2609697.0,106500.0,1928.0,1,100,396265.5,468.7,111.2,79.5,0.0,0.0,1.24883,0.83568,0.0,89.0,0.83568,90.0,100.0,9713.5,11.0,0,0,207.0,419.0,-73.881482,40.87606
1583,44,2636858.0,133990.0,1951.0,1,100,615747.4,580.7,171.0,79.5,0.0,0.0,1.49265,0.91798,0.91798,0.0,0.0,0.0,90.0,8314.6,6.0,0,0,208.0,30701.0,-73.912142,40.887354
1614,100,2637927.0,127000.0,1950.0,1,100,344764.4,57.7,96.0,79.5,0.0,0.0,2.35433,0.75591,0.0,96.0,0.75591,100.0,100.0,6487.7,11.0,0,0,211.0,228.0,-73.863894,40.853081
1621,86,2638713.0,227416.0,2000.0,1,100,905814.4,648.9,249.4,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,3.0,0,0,206.0,397.0,-73.882884,40.857872
1647,70,2638888.0,318060.0,1967.0,1,100,1491860.4,914.9,422.8,79.5,0.0,0.0,1.39596,0.83318,0.83318,0.0,0.0,100.0,100.0,17571.0,4.0,0,0,212.0,380.0,-73.861578,40.876864
1658,66,2639329.0,70200.0,1927.0,1,100,347372.6,213.1,96.3,79.5,0.0,0.0,1.46724,0.8547,0.0,60.0,0.8547,90.0,100.0,3808.3,9.0,0,0,210.0,300.0,-73.82901706000001,40.854897
1681,43,2640726.0,115428.0,1928.0,1,100,498724.8,498.7,139.3,79.5,0.0,0.0,1.25619,1.19555,0.0,138.0,1.19555,0.0,100.0,8659.8,12.0,0,0,208.0,279.0,-73.897823,40.88308
1714,92,2643873.0,63600.0,1956.0,1,100,309727.8,133.2,86.5,79.5,0.0,0.0,1.72956,1.1478,0.0,73.0,1.1478,100.0,100.0,5794.4,7.0,0,0,205.0,231.0,-73.903781,40.846709
1715,83,2643920.0,124800.0,1964.0,1,100,407230.7,379.3,115.2,79.5,0.0,0.0,1.40224,0.82532,0.0,103.0,0.82532,100.0,100.0,9701.8,5.0,0,0,204.0,195.0,-73.920936,40.833726
1716,25,2643943.0,120515.0,1936.0,1,100,583665.1,573.1,162.2,79.5,0.0,0.0,1.38572,0.92934,0.0,112.0,0.92934,100.0,100.0,10560.7,14.0,0,0,204.0,18102.0,-73.918042,40.832764
1717,28,2643944.0,72000.0,1936.0,1,100,266947.3,353.2,74.4,79.5,0.0,0.0,1.20833,0.93056,0.0,67.0,0.93056,100.0,100.0,6943.4,9.0,0,0,204.0,18102.0,-73.917098,40.833496
1719,10,2643965.0,57000.0,1950.0,1,100,302619.5,328.6,83.9,79.5,0.0,0.0,1.35088,1.03509,0.0,59.0,1.03509,100.0,100.0,4719.4,9.0,0,0,205.0,241.0,-73.907076,40.852803
1720,70,2643973.0,57000.0,1935.0,1,100,228110.2,194.9,63.1,79.5,0.0,0.0,1.49123,0.96491,0.0,55.0,0.96491,100.0,100.0,3233.5,8.0,0,0,205.0,23301.0,-73.907911,40.850031
1721,38,2643994.0,56400.0,1936.0,1,100,212565.6,266.2,61.4,79.5,0.0,0.0,1.43617,1.01064,0.0,57.0,1.01064,100.0,100.0,7036.9,8.0,0,0,205.0,39902.0,-73.896063,40.859065
1722,62,2644000.0,66600.0,1954.0,1,100,230465.6,260.5,64.2,79.5,0.0,0.0,1.44144,0.88589,0.0,59.0,0.88589,100.0,100.0,5762.2,7.0,0,0,207.0,40502.0,-73.888146,40.867511
1723,64,2644009.0,64800.0,1935.0,1,100,262835.4,225.7,72.5,79.5,0.0,0.0,1.26543,1.04938,0.0,68.0,1.04938,100.0,100.0,5047.3,8.0,0,0,205.0,23301.0,-73.908477,40.848305
1725,66,2644684.0,66990.0,1940.0,1,100,872669.6045350895,461.8,12.2,79.5,0.0,0.0,1.07479,0.76131,0.0,51.0,0.76131,0.0,90.0,4058.2,2.0,0,0,207.0,415.0,-73.885145,40.869871
1774,85,2649707.0,138752.0,1941.0,1,100,504004.2,390.7,141.6,79.5,0.0,0.0,1.18196,0.77837,0.0,108.0,0.77837,0.0,100.0,13483.8,13.0,0,0,204.0,225.0,-73.911364,40.840864
1782,65,2649932.0,83804.0,1930.0,1,100,295492.6,303.4,84.2,79.5,0.0,0.0,1.32452,0.93074,0.0,78.0,0.93074,0.0,100.0,8422.5,9.0,0,0,204.0,199.0,-73.924299,40.834637
1783,76,2649988.0,73799.0,1926.0,1,100,272511.0,242.6,77.9,79.5,0.0,0.0,1.51764,1.00272,0.0,74.0,1.00272,0.0,100.0,5651.5,8.0,0,0,204.0,195.0,-73.922266,40.830324
1788,44,2650136.0,85904.0,1941.0,1,100,297577.4,352.9,83.0,79.5,0.0,0.0,1.09424,0.83814,0.0,72.0,0.83814,0.0,100.0,9512.3,9.0,0,0,204.0,175.0,-73.913287,40.832908
1790,100,2650246.0,150822.0,1929.0,1,100,408569.6,25.4,112.0,79.5,0.0,0.0,1.27302,0.71608,0.0,108.0,0.71608,0.0,100.0,12571.9,8.0,0,0,204.0,225.0,-73.912176,40.842459
1791,100,2650286.0,55620.0,1926.0,1,100,258967.8,42.6,71.5,79.5,0.0,0.0,1.40237,0.98885,0.0,55.0,0.98885,0.0,100.0,4594.425778134381,10.0,0,0,204.0,201.0,-73.924705,40.843456
1792,81,2650382.0,98580.0,1929.0,1,100,286642.9,301.5,82.7,79.5,0.0,0.0,1.20714,0.66951,0.0,66.0,0.66951,0.0,100.0,9436.3,9.0,0,0,207.0,40302.0,-73.893454,40.867269
1793,69,2650415.0,89580.0,1926.0,1,100,281646.1,330.6,78.9,79.5,0.0,0.0,1.32842,0.65863,0.0,59.0,0.65863,0.0,100.0,7773.1,9.0,0,0,207.0,40303.0,-73.891552,40.869716
1833,55,2653078.0,53856.0,1939.0,1,100,229757.7,200.8,63.8,79.5,0.0,0.0,1.31833,1.02124,0.0,55.0,1.02124,0.0,100.0,11265.3,9.0,0,0,205.0,23302.0,-73.904752,40.847416
1834,59,2653080.0,65208.0,1954.0,1,100,236013.5,258.5,67.3,79.5,0.0,0.0,1.48755,0.84345,0.0,55.0,0.84345,0.0,100.0,5291.7,7.0,0,0,205.0,251.0,-73.906704,40.857361
1835,38,2653104.0,66822.0,1929.0,1,100,235577.8,303.2,66.3,79.5,0.0,0.0,1.16728,0.9877,0.0,66.0,0.9877,0.0,100.0,6024.4,7.0,0,0,207.0,411.0,-73.88589,40.87607
1836,69,2653121.0,71663.0,1950.0,1,100,221431.6,240.2,63.5,79.5,0.0,0.0,1.10238,0.85121,0.0,61.0,0.85121,0.0,100.0,4594.425778134381,9.0,0,0,205.0,239.0,-73.902288,40.859175
1837,64,2653128.0,75644.0,1960.0,1,100,338812.4,265.6,94.4,79.5,0.0,0.0,1.5996,0.97827,0.0,74.0,0.97827,0.0,100.0,10040.9,9.0,0,0,205.0,379.0,-73.900224,40.851776
1838,93,2653133.0,86496.0,1952.0,1,100,242022.0,180.7,68.3,79.5,0.0,0.0,0.89021,0.73992,0.0,64.0,0.73992,0.0,100.0,5329.1,9.0,0,0,204.0,209.0,-73.91447,40.843139
1840,28,2653159.0,61182.0,1940.0,1,100,250757.6,313.6,72.3,79.5,0.0,0.0,1.47102,1.07875,0.0,66.0,1.07875,0.0,100.0,4594.425778134381,15.0,0,0,205.0,38301.0,-73.896607,40.857841
1844,44,2653167.0,114908.0,1964.0,1,100,632965.6,491.4,178.8,79.5,0.0,0.0,1.88847,1.04431,1.04431,0.0,0.0,0.0,100.0,10257.3,8.0,0,0,209.0,78.0,-73.855387,40.826883
1853,51,2653220.0,89479.0,1928.0,1,100,362601.4,364.0,103.3,79.5,0.0,0.0,1.49756,0.80466,0.0,72.0,0.80466,0.0,100.0,13351.8,10.0,0,0,204.0,225.0,-73.911205,40.841251
1856,75,2653303.0,144062.0,1938.0,1,100,560303.1,424.7,159.4,79.5,0.0,0.0,1.18699,0.77744,0.0,112.0,0.77744,0.0,100.0,12116.0,5.0,0,0,205.0,251.0,-73.909086,40.858118
1857,67,2653328.0,80031.0,1925.0,1,100,248335.6,299.1,69.0,79.5,0.0,0.0,1.2995,0.68723,0.0,55.0,0.68723,0.0,100.0,4594.425778134381,13.0,0,0,207.0,419.0,-73.878176,40.878644
1859,100,2653436.0,56882.0,1930.0,1,100,275737.1,16.6,78.3,79.5,0.0,0.0,1.38884,0.87901,0.0,50.0,0.87901,0.0,100.0,5661.0,14.0,0,0,207.0,253.0,-73.905501,40.859342
1860,74,2653470.0,80649.0,1925.0,1,100,234593.8,262.5,67.3,79.5,0.0,0.0,1.12835,0.75636,0.0,61.0,0.75636,0.0,100.0,4594.425778134381,9.0,0,0,207.0,425.0,-73.876487,40.872835
1864,56,2653526.0,59384.0,1930.0,1,100,249592.5,227.7,71.3,79.5,0.0,0.0,1.49872,0.99353,0.0,59.0,0.99353,0.0,100.0,4594.425778134381,9.0,0,0,205.0,21502.0,-73.915816,40.847474
1865,73,2653540.0,65342.0,1965.0,1,100,249749.2,209.9,69.2,79.5,0.0,0.0,1.36206,0.84173,0.0,55.0,0.84173,0.0,100.0,9524.9,5.0,0,0,207.0,431.0,-73.872291,40.879376
1866,30,2653552.0,55650.0,1930.0,1,100,351412.9,212.6,94.6,79.5,0.0,0.0,1.32974,0.93441,0.0,52.0,0.93441,0.0,100.0,6903.5,20.0,0,0,207.0,40702.0,-73.88965,40.869673
1867,41,2653577.0,69229.0,1940.0,1,100,329980.8,256.3,93.7,79.5,0.0,0.0,1.1267,0.9678,0.0,67.0,0.9678,0.0,100.0,4594.425778134381,18.0,0,0,212.0,372.0,-73.865194,40.871573
1868,34,2653727.0,119706.0,1937.0,1,100,527161.4,507.4,147.4,79.5,0.0,0.0,1.18624,0.91056,0.0,109.0,0.91056,0.0,100.0,16831.0,9.0,0,0,204.0,21302.0,-73.917454,40.844033
1870,35,2653832.0,57432.0,1962.0,1,100,333396.1,348.8,92.3,79.5,0.0,0.0,1.60189,1.11436,0.0,64.0,1.11436,0.0,100.0,5901.4,5.0,0,0,210.0,160.0,-73.82901706000001,40.829554
1892,68,2655312.0,70053.0,1961.0,1,100,246094.2,257.5,68.8,79.5,0.0,0.0,1.42749,0.81367,0.0,57.0,0.81367,0.0,100.0,3285.4,5.0,0,0,208.0,295.0,-73.908863,40.886026
2034,68,2660525.0,64824.0,1947.0,1,100,872669.6045350895,473.6,13.3,79.5,0.0,0.0,1.3421,0.97186,0.0,63.0,0.97186,0.0,90.0,4594.425778134381,2.0,0,0,207.0,415.0,-73.882632,40.869586
2038,19,2660626.0,63090.0,1937.0,1,100,353084.4,318.4,98.6,79.5,0.0,0.0,1.56919,0.96687,0.0,61.0,0.96687,0.0,100.0,8272.0,8.0,0,0,205.0,23501.0,-73.906172,40.850746
2043,45,2660631.0,107490.0,1927.0,1,100,453829.5,360.5,129.3,79.5,0.0,0.0,0.93032,0.61401,0.0,66.0,0.61401,0.0,100.0,13661.4,9.0,0,0,204.0,195.0,-73.922929,40.829185
2044,28,2660632.0,59290.0,1922.0,1,100,255295.0,302.6,71.2,79.5,0.0,0.0,1.51796,0.97824,0.0,58.0,0.97824,0.0,100.0,9394.8,15.0,0,0,204.0,197.0,-73.918858,40.833302
2045,13,2660633.0,53366.0,1926.0,1,100,286746.1,304.5,80.5,79.5,0.0,0.0,1.34917,1.23674,0.0,66.0,1.23674,0.0,100.0,12688.6,8.0,0,0,204.0,199.0,-73.923306,40.836846
2046,34,2660634.0,63790.0,1940.0,1,100,418198.0,203.9,116.8,79.5,0.0,0.0,1.22276,0.8622,0.0,55.0,0.8622,0.0,100.0,7217.2,8.0,0,0,204.0,225.0,-73.911081,40.842019
2057,16,2661148.0,53349.0,1962.0,1,100,392023.8,308.5,109.2,79.5,0.0,0.0,1.93068,1.53705,0.0,82.0,1.53705,0.0,100.0,841.9,4.0,0,0,208.0,273.0,-73.904492,40.872853
2058,34,2661208.0,78110.0,1927.0,1,100,289208.0,363.6,80.7,79.5,0.0,0.0,1.21623,0.90897,0.0,71.0,0.90897,0.0,100.0,6928.5,9.0,0,0,207.0,419.0,-73.880396,40.87462
2059,36,2661220.0,420102.06,1965.0,1,100,2259383.442,1519.6739999999988,646.5,79.5,0.0,0.0,1.65673,0.86528,0.86528,0.0,0.0,0.0,100.0,28611.841999999982,15.0,0,0,209.0,42.0,-73.860891,40.824735
2061,63,2661456.0,234480.0,1965.0,1,100,1429114.1,777.9,401.4,79.5,0.0,0.0,2.11105,1.09604,1.09604,0.0,0.0,0.0,100.0,28611.841999999982,9.0,0,0,211.0,33201.0,-73.868544,40.859569
2062,79,2661517.0,102399.0,1965.0,1,100,515329.8,263.3,146.4,79.5,0.0,0.0,1.62111,0.81055,0.81055,0.0,0.0,0.0,100.0,9049.2,5.0,0,0,211.0,33202.0,-73.868459,40.862179
2063,33,2661539.0,88940.0,1964.0,1,100,535165.2,291.6,145.1,79.5,0.0,0.0,0.9557,0.79829,0.0,71.0,0.79829,0.0,100.0,6062.6,6.0,0,0,212.0,444.0,-73.845657,40.88786849
2064,62,2661551.0,153900.0,1927.0,1,100,603411.4,504.4,168.3,79.5,0.0,0.0,1.1306,0.76023,0.0,117.0,0.76023,0.0,100.0,13216.6,9.0,0,0,208.0,287.0,-73.903787,40.882648
2065,29,2661575.0,137495.0,1962.0,1,100,584772.5,726.3,165.7,79.5,0.0,0.0,1.7237,0.9964,0.9964,0.0,0.0,0.0,100.0,4594.425778134381,5.0,0,0,208.0,287.0,-73.903711,40.882723
2066,100,2661595.0,73771.0,1964.0,1,100,336185.8,14.9,93.4,79.5,0.0,0.0,1.57243,0.74555,0.74555,0.0,0.0,0.0,100.0,4594.425778134381,5.0,0,0,208.0,287.0,-73.903729,40.882731
2105,65,2663779.0,216875.0,1927.0,1,100,740875.6,794.0,206.0,79.5,0.0,0.0,1.32795,0.79769,0.0,173.0,0.79769,0.0,100.0,4594.425778134381,29.539999999999964,0,0,211.0,22404.0,-73.865867,40.851648
2110,54,2663853.0,54000.0,1928.0,1,100,276085.3,186.9,79.4,79.5,0.0,0.0,1.51852,1.0,0.0,54.0,1.0,0.0,100.0,4437.9,10.0,0,0,210.0,26602.0,-73.82901706000001,40.845076
2154,94,2664610.0,60890.0,1931.0,1,100,322585.9,94.4,90.2,79.5,0.0,0.0,1.46165,1.18246,0.0,72.0,1.18246,0.0,100.0,8834.5,5.0,0,0,206.0,393.0,-73.881892,40.852612
2179,39,2665136.0,100000.0,1939.0,1,100,571064.4,354.3,157.7,79.5,0.0,0.0,1.21,1.0,1.0,0.0,0.0,0.0,100.0,9606.1,8.0,0,0,204.0,63.0,-73.925483,40.826607
2189,65,2665208.0,52754.0,1928.0,1,100,205453.5,177.3,57.7,79.5,0.0,0.0,1.25109,0.92884,0.0,49.0,0.92884,100.0,100.0,3757.5,9.0,0,0,209.0,5002.0,-73.880881,40.827771
2190,57,2665209.0,158399.0,2006.0,1,100,918058.9,501.1,254.5,79.5,0.0,0.0,1.23738,0.87122,0.0,138.0,0.87122,73.35970197368421,95.78447655077947,15727.0,10.0,0,0,203.0,125.0,-73.891897,40.828949
2191,32,2665210.0,171034.0,1928.0,1,100,712843.8,776.5,198.5,79.5,0.0,0.0,1.23367,0.91795,0.0,157.0,0.91795,50.0,100.0,19803.2,10.0,0,0,204.0,197.0,-73.918837,40.835879
2192,68,2665211.0,71840.0,1926.0,1,100,272616.5,250.2,76.6,79.5,0.0,0.0,1.32238,1.07183,0.0,77.0,1.07183,73.35970197368421,95.78447655077947,5548.3,9.0,0,0,204.0,22101.0,-73.918334,40.836551
2193,4,2665212.0,50200.0,1925.0,1,100,470163.0,329.3,128.6,79.5,0.0,0.0,1.63347,1.1753,0.0,59.0,1.1753,50.0,100.0,10311.5,6.0,0,0,204.0,17902.0,-73.914551,40.836252
2194,54,2665213.0,52730.0,1926.0,1,100,217037.1,216.5,61.8,79.5,0.0,0.0,1.61199,1.04305,0.0,55.0,1.04305,100.0,100.0,5689.3,7.0,0,0,204.0,17902.0,-73.914167,40.836645
2195,12,2665214.0,75104.0,1941.0,1,100,498047.4,359.3,137.7,79.5,0.0,0.0,1.37143,0.93204,0.0,70.0,0.93204,100.0,100.0,9815.4,19.0,0,0,204.0,225.0,-73.910458,40.837759
2196,13,2665215.0,66554.0,1941.0,1,100,517709.5,275.9,142.4,79.5,0.0,0.0,1.35228,0.9466,0.0,63.0,0.9466,100.0,100.0,4594.425778134381,16.0,0,0,204.0,225.0,-73.911184,40.838196
2197,43,2665216.0,58885.0,1923.0,1,100,297929.9,262.5,83.2,79.5,0.0,0.0,1.90201,1.00195,0.0,59.0,1.00195,100.0,100.0,7883.0,8.0,0,0,204.0,223.0,-73.916562,40.840212
2198,71,2665217.0,56832.0,1926.0,1,100,177903.2,286.4,50.5,79.5,0.0,0.0,1.30208,0.95017,0.0,54.0,0.95017,100.0,100.0,4373.1,9.0,0,0,204.0,223.0,-73.915871,40.841186
2199,100,2665218.0,87146.0,1927.0,1,100,405976.1,95.1,113.9,79.5,0.0,0.0,1.9737,0.99832,0.0,87.0,0.99832,100.0,100.0,10237.1,5.0,0,0,205.0,21502.0,-73.914813,40.848969
2200,45,2665219.0,81826.0,1927.0,1,100,486784.0,315.7,135.1,79.5,0.0,0.0,1.66206,1.03879,0.0,85.0,1.03879,100.0,100.0,9894.4,5.0,0,0,205.0,21502.0,-73.914646,40.849218
