,score,property_id,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,indirect_ghg_emissions_metric_tons_co2e,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
15359,83,6334914.0,45582.0,1928.0,1,100,178534.8,153.8,50.3,79.5,0.0,0.0,2.1061,1.05305,0.0,48.0,1.05305,73.35970197368421,95.78447655077947,4594.425778134381,5.0,3,0,204.0,209.0,-73.914296,40.843347
15360,66,6334915.0,53964.0,1926.0,1,100,207734.5,221.3,57.6,79.5,0.0,0.0,1.92721,0.96361,0.0,52.0,0.96361,73.35970197368421,95.78447655077947,4677.6,5.0,4,0,204.0,22702.0,-73.912795,40.843955
15361,58,6334916.0,33750.0,1928.0,1,100,115950.9,151.9,31.9,79.5,0.0,0.0,1.77778,0.88889,0.0,30.0,0.88889,73.35970197368421,95.78447655077947,2296.2,5.0,2,0,204.0,209.0,-73.914218,40.841991
15362,63,6334917.0,65056.0,1926.0,1,100,283383.4,274.5,79.4,79.5,0.0,0.0,2.18274,1.09137,0.0,71.0,1.09137,73.35970197368421,95.78447655077947,15607.1,5.0,4,0,204.0,22702.0,-73.91277,40.844027
15363,82,6334918.0,52220.0,1926.0,1,100,195080.7,186.4,54.1,79.5,0.0,0.0,2.10647,1.05324,0.0,55.0,1.05324,73.35970197368421,95.78447655077947,3817.3,6.0,5,0,204.0,209.0,-73.914683,40.842804
15364,81,6334919.0,66260.0,1928.0,1,100,297918.8,195.4,83.4,79.5,0.0,0.0,1.81105,0.90552,0.0,60.0,0.90552,73.35970197368421,95.78447655077947,8182.2,5.0,4,0,204.0,209.0,-73.914423,40.843166
15365,81,6334920.0,84800.0,1926.0,2,100,333706.8,328.0,92.2,79.5,0.0,0.0,2.47642,1.23821,0.0,105.0,1.23821,73.35970197368421,95.78447655077947,6151.5,6.0,4,0,204.0,209.0,-73.914915,40.842478
15367,87,6335420.0,127440.0,2016.0,1,100,610672.8,297.9,170.4,79.5,0.0,0.0,1.63214,0.9887,0.9887,0.0,0.0,73.35970197368421,95.78447655077947,9001.1,5.0,2,0,204.0,173.0,-73.916977,40.826203
15381,37,6337257.0,68000.0,1926.0,1,100,347938.7,302.6,97.5,79.5,0.0,0.0,1.47059,1.22059,0.0,83.0,1.22059,90.0,100.0,9184.1,8.0,0,0,204.0,22102.0,-73.916978,40.83758
15384,56,6337333.0,49042.0,1926.0,1,100,236399.5,216.1,64.9,79.5,0.0,0.0,2.20219,1.1011,0.0,54.0,1.1011,73.35970197368421,95.78447655077947,3564.5,6.0,4,0,204.0,209.0,-73.914388,40.841753
15385,66,6337334.0,60401.0,1924.0,1,100,292773.6,240.9,80.6,79.5,0.0,0.0,2.25162,1.12581,0.0,68.0,1.12581,73.35970197368421,95.78447655077947,6732.5,5.0,4,0,204.0,223.0,-73.915551,40.84009
15386,50,6337335.0,81640.0,1927.0,1,100,442679.8,371.1,121.9,79.5,0.0,0.0,2.35179,1.17589,0.0,96.0,1.17589,73.35970197368421,95.78447655077947,4594.425778134381,5.0,5,0,204.0,209.0,-73.914777,40.842703
15411,30,6344623.0,46000.0,1929.0,1,100,188546.3,235.4,52.6,79.5,0.0,0.0,1.52174,1.04348,0.0,48.0,1.04348,90.0,100.0,4594.425778134381,8.0,0,0,205.0,251.0,-73.905634,40.857462
15414,35,6346015.0,60200.0,1999.0,1,100,431332.3,267.4,120.6,79.5,0.0,0.0,2.14286,1.42857,0.0,86.0,1.42857,0.0,0.0,4594.425778134381,4.0,0,0,206.0,371.0,-73.887812,40.849193
15415,33,6346016.0,56340.0,1999.0,1,100,365556.5,251.8,101.7,79.5,0.0,0.0,1.91693,1.27796,0.0,72.0,1.27796,0.0,0.0,7469.3,5.0,0,0,206.0,373.0,-73.890233,40.849329
15416,83,6346017.0,105000.0,1999.0,1,100,425396.1,263.8,115.3,79.5,0.0,0.0,1.2,0.8,0.0,84.0,0.8,0.0,0.0,6597.8,5.0,0,0,203.0,123.0,-73.889337,40.831924
15442,29,6352429.0,31751.0,1927.0,1,100,135174.1,184.3,37.8,79.5,0.0,0.0,1.9212,1.2598,0.0,40.0,1.2598,90.0,100.0,4120.1,7.0,0,0,211.0,33202.0,-73.868413,40.863587
15464,50,6354425.0,47886.0,1931.0,1,100,173354.4,220.3,48.2,79.5,0.0,0.0,1.62887,1.02326,0.0,49.0,1.02326,0.0,100.0,3717.8,7.0,0,0,211.0,33202.0,-73.868229,40.861367
15476,11,6354594.0,29400.0,1917.0,1,100,135190.1,298.2,37.6,79.5,0.0,0.0,1.97279,1.22449,0.0,36.0,1.22449,90.0,100.0,5320.1,9.0,0,0,204.0,195.0,-73.920382,40.831072
15477,72,6354602.0,41184.0,1922.0,1,100,167591.2,200.0,47.5,79.5,0.0,0.0,1.60256,1.01981,0.0,42.0,1.01981,90.0,100.0,5785.4,7.0,0,0,204.0,18102.0,-73.916431,40.832889
15478,38,6354738.0,32150.0,1939.0,1,100,134826.6,226.0,37.6,79.5,0.0,0.0,1.67963,0.80871,0.0,26.0,0.80871,90.0,100.0,3108.2,8.0,0,0,204.0,22902.0,-73.908881,40.843757
15479,66,6354744.0,25980.0,1920.0,1,100,132601.1,131.5,37.1,79.5,0.0,0.0,1.77059,1.3087,0.0,34.0,1.3087,90.0,100.0,2540.6,7.0,0,0,201.0,31.0,-73.906181,40.811077
15490,37,6356777.0,36253.0,1928.0,1,100,169493.8,151.5,46.8,79.5,0.0,0.0,1.10336,0.74477,0.0,27.0,0.74477,73.35970197368421,95.78447655077947,2931.5,5.0,4,0,204.0,209.0,-73.917452,40.842551
15491,99,6356778.0,83267.0,1991.0,1,100,443051.5,70.1,124.4,79.5,0.0,0.0,1.7654,0.91273,0.0,76.0,0.91273,73.35970197368421,95.78447655077947,6261.9,4.0,4,0,204.0,22101.0,-73.917732,40.838659
15492,18,6356795.0,27083.0,1928.0,1,100,125855.0,170.5,34.4,79.5,0.0,0.0,1.95695,1.14463,0.0,31.0,1.14463,73.35970197368421,95.78447655077947,2503.9,5.0,5,0,204.0,209.0,-73.91348,40.843028
15494,31,6359275.0,38634.0,1924.0,1,100,307942.6,229.6,85.3,79.5,0.0,0.0,1.78599,1.24243,0.0,48.0,1.24243,73.35970197368421,95.78447655077947,4594.425778134381,15.0,1,0,202.0,85.0,-73.899533,40.813912
15531,1,6371610.0,46500.0,1928.0,1,100,399359.2,235.9,112.0,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,14.0,0,0,204.0,173.0,-73.91678,40.828349
15532,94,6371611.0,48395.0,1922.0,1,100,287407.6,23.1,81.8,79.5,0.0,0.0,1.39994,1.19992,0.0,0.0,0.0,73.35970197368421,95.78447655077947,1232.4,8.0,0,0,204.0,197.0,-73.918667,40.833516
15533,4,6371612.0,42000.0,1931.0,1,100,246813.0,230.3,68.6,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,8094.7,9.0,0,0,204.0,193.0,-73.927327,40.834861
15534,71,6371615.0,45955.0,1923.0,1,100,166513.5,130.5,46.8,79.5,0.0,0.0,1.40006,1.20009,0.0,0.0,0.0,73.35970197368421,95.78447655077947,5100.6,8.0,0,0,204.0,197.0,-73.919775,40.834535
15535,100,6372628.0,82100.0,2018.0,1,100,448001.1,178.2,125.2,79.5,0.0,0.0,3.44702,0.88916,0.0,73.0,0.88916,100.0,100.0,4786.5,6.0,0,0,203.0,161.0,-73.886812,40.837938
15547,13,6375955.0,60570.0,1928.0,1,100,275571.5,293.6,78.9,79.5,0.0,0.0,1.40003,1.19993,0.0,0.0,0.0,73.35970197368421,95.78447655077947,8206.9,9.0,0,0,204.0,22101.0,-73.918133,40.838797
15549,86,6375964.0,25400.0,1923.0,1,100,144476.9,30.1,40.4,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,4088.9,6.0,0,0,205.0,23302.0,-73.905387,40.848259
15550,1,6375972.0,30000.0,1923.0,1,100,159017.3,342.1,44.2,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,7462.6,9.0,0,0,205.0,23302.0,-73.905188,40.84822
15551,23,6375977.0,73734.0,1930.0,1,100,297012.7,331.6,82.9,79.5,0.0,0.0,1.40003,1.19999,0.0,0.0,0.0,73.35970197368421,95.78447655077947,10065.2,9.0,1,0,205.0,23703.0,-73.900467,40.860578
15552,12,6375985.0,28695.0,1917.0,1,100,125343.5,143.6,36.3,79.5,0.0,0.0,1.3999,1.19986,0.0,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,6.0,1,0,204.0,17901.0,-73.917067,40.835151
15554,3,6375988.0,67500.0,1930.0,1,100,462524.5,338.4,130.6,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,11622.5,11.0,0,0,209.0,5001.0,-73.878411,40.82526
15555,1,6375989.0,40986.0,1930.0,1,100,244409.0,273.5,68.6,79.5,0.0,0.0,1.39999,1.19992,0.0,0.0,0.0,73.35970197368421,95.78447655077947,10821.3,11.0,0,0,209.0,48.0,-73.875585,40.825543
15556,6,6375992.0,41200.0,1930.0,1,100,208437.7,221.3,58.5,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,7761.0,9.0,0,0,209.0,5001.0,-73.878335,40.824947
15557,4,6376141.0,32900.0,1923.0,1,100,192341.1,177.0,53.7,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,73.35970197368421,95.78447655077947,5272.0,12.0,0,0,205.0,241.0,-73.906698,40.851754
15590,46,6381795.0,32860.0,1911.0,1,100,164869.9,209.4,46.1,79.5,0.0,0.0,1.82593,1.27815,0.0,42.0,1.27815,90.0,100.0,2227.9,7.0,0,0,203.0,145.0,-73.905027,40.829866
15592,100,6381801.0,29315.0,1922.0,1,100,135104.4,12.5,37.2,79.5,0.0,0.0,3.605774,1.09159,0.0,32.0,1.09159,90.0,100.0,1381.7,6.0,0,0,205.0,21502.0,-73.920367,40.847021
15593,43,6381803.0,29315.0,1922.0,1,100,140248.7,205.9,39.1,79.5,0.0,0.0,3.605774,1.09159,0.0,32.0,1.09159,90.0,100.0,4739.7,7.0,0,0,205.0,21502.0,-73.920193,40.847128
15594,84,6381806.0,42140.0,1926.0,1,100,221773.6,229.4,62.6,79.5,0.0,0.0,3.58329,1.0916,0.0,46.0,1.0916,90.0,100.0,6187.9,8.0,0,0,210.0,204.0,-73.849787,40.841247
15595,58,6381809.0,22119.6,1909.46,1,100,89400.0,60.5,25.2,79.5,0.0,0.0,3.20627,0.81429,0.0,0.0,0.0,90.0,100.0,4594.425778134381,6.0,0,0,210.0,516.0,-73.82901706000001,40.847655
15596,90,6381818.0,42000.0,1920.0,1,100,180606.0,193.1,52.1,79.5,0.0,0.0,3.605774,0.97619,0.0,41.0,0.97619,90.0,100.0,4594.425778134381,9.0,0,0,205.0,23501.0,-73.904664,40.851132
15598,86,6381855.0,28000.0,1925.0,1,100,114203.4,170.2,33.1,79.5,0.0,0.0,3.605774,1.17857,0.0,33.0,1.17857,90.0,100.0,3815.1,4.0,0,0,206.0,385.0,-73.893533,40.853817
15600,86,6381868.0,44000.0,1922.0,1,100,147869.1,276.4,42.2,79.5,0.0,0.0,2.97727,0.86364,0.0,38.0,0.86364,90.0,100.0,5204.4,8.0,0,0,208.0,289.0,-73.907565,40.877846
15601,71,6381872.0,43645.0,1964.0,1,100,290792.0,308.3,80.7,79.5,0.0,0.0,3.605774,1.21434,0.0,53.0,1.21434,90.0,100.0,3581.2,5.0,0,0,208.0,277.0,-73.901887,40.878675
15604,62,6381910.0,27600.0,1928.0,1,100,93436.6,150.8,26.3,79.5,0.0,0.0,1.66667,1.05072,0.0,0.0,0.0,90.0,100.0,1531.3,7.0,0,0,208.0,337.0,-73.901522,40.88786849
15614,71,6382048.0,25176.0,1931.0,1,100,80434.7,142.4,22.3,79.5,0.0,0.0,1.62854,1.19161,0.0,30.0,1.19161,90.0,100.0,1448.7,8.0,0,0,206.0,371.0,-73.889319,40.8473
15618,59,6382062.0,33235.0,1926.0,1,100,213190.6,226.3,59.8,79.5,0.0,0.0,2.91861,1.20355,0.0,40.0,1.20355,90.0,100.0,7579.3,7.0,0,0,202.0,83.0,-73.901352,40.812739
15619,16,6382070.0,29217.0,1924.0,1,100,291027.9,177.4,79.3,79.5,0.0,0.0,1.88247,0.99257,0.0,29.0,0.99257,90.0,100.0,8163.1,7.0,0,0,202.0,83.0,-73.901345,40.812676
15620,8,6382075.0,25578.0,1910.0,1,100,147716.4,125.9,41.1,79.5,0.0,0.0,0.93831,0.93831,0.0,24.0,0.93831,90.0,100.0,2046.7,4.0,0,0,203.0,185.0,-73.906304,40.826269
15634,39,6382109.0,36185.0,1936.0,1,100,160318.3,182.9,44.9,79.5,0.0,0.0,1.98978,0.99489,0.0,36.0,0.99489,100.0,100.0,3768.3,11.0,0,0,207.0,415.0,-73.883902,40.869192
15648,41,6382582.0,39520.0,1928.0,1,100,206791.2,298.3,58.0,79.5,0.0,0.0,2.60628,1.06275,0.0,42.0,1.06275,90.0,100.0,6765.4,4.0,0,0,202.0,83.0,-73.901215,40.812459
15649,44,6382586.0,40500.0,1924.0,1,100,154767.2,271.0,44.8,79.5,0.0,0.0,1.50617,1.16049,0.0,47.0,1.16049,90.0,100.0,5817.4,8.0,0,0,202.0,83.0,-73.901211,40.812398
15650,76,6382587.0,47064.0,2011.0,1,100,248663.5,110.5,69.5,79.5,0.0,0.0,1.35985,0.87115,0.0,41.0,0.87115,90.0,100.0,2404.2,5.0,0,0,204.0,193.0,-73.925886,40.833949
15651,61,6382591.0,28100.0,1924.0,1,100,150007.2,106.4,42.3,79.5,0.0,0.0,1.92171,1.35231,0.0,38.0,1.35231,90.0,100.0,4594.425778134381,9.0,0,0,205.0,22701.0,-73.909403,40.848177
15652,56,6382597.0,30000.0,1924.0,1,100,186591.4,109.0,51.3,79.5,0.0,0.0,1.93333,1.33333,0.0,40.0,1.33333,90.0,100.0,5184.0,4.0,0,0,204.0,17702.0,-73.911302,40.836318
15653,31,6382602.0,30000.0,1924.0,1,100,165411.8,154.1,45.5,79.5,0.0,0.0,1.9,1.33333,0.0,40.0,1.33333,90.0,100.0,3827.0,4.0,0,0,204.0,17702.0,-73.911088,40.836686
15654,39,6382608.0,40075.0,1926.0,1,100,194070.9,259.6,54.3,79.5,0.0,0.0,1.49719,1.24766,0.0,50.0,1.24766,90.0,100.0,5068.8,8.0,0,0,208.0,309.0,-73.911712,40.875488
15655,25,6382616.0,40633.0,2008.0,1,100,284210.6,182.3,79.3,79.5,0.0,0.0,1.94423,0.95981,0.0,39.0,0.95981,90.0,100.0,4656.6,5.0,0,0,205.0,241.0,-73.906426,40.852259
15656,44,6382623.0,26712.0,1920.0,1,100,122241.6,169.3,34.0,79.5,0.0,0.0,1.6472,1.08565,0.0,29.0,1.08565,90.0,100.0,3602.9,7.0,0,0,205.0,23501.0,-73.903528,40.854161
15657,31,6382638.0,44928.0,1929.0,1,100,218272.3,295.0,60.6,79.5,0.0,0.0,1.44676,0.93483,0.0,42.0,0.93483,90.0,100.0,4254.9,6.0,0,0,205.0,239.0,-73.904013,40.85639
15659,24,6382642.0,39600.0,1924.0,1,100,176901.8,216.1,50.4,79.5,0.0,0.0,1.71717,1.03535,0.0,41.0,1.03535,90.0,100.0,6649.1,4.0,0,0,204.0,22101.0,-73.917992,40.838742
15660,5,6382646.0,34570.0,1915.0,1,100,254404.5,253.2,70.7,79.5,0.0,0.0,2.86376,1.21493,0.0,0.0,0.0,90.0,100.0,5926.5,5.0,0,0,201.0,2701.0,-73.914865,40.8075377
15663,42,6382669.0,32800.0,1910.0,1,100,227273.6,139.5,63.2,79.5,0.0,0.0,2.71342,1.28049,0.0,0.0,0.0,90.0,100.0,3102.1,5.0,0,0,201.0,2701.0,-73.914674,40.8075377
15666,40,6382680.0,46117.0,1926.0,1,100,278576.6,200.1,76.6,79.5,0.0,0.0,1.99493,1.14925,0.0,53.0,1.14925,90.0,100.0,5972.2,5.0,0,0,204.0,22101.0,-73.917837,40.837913
15667,77,6382682.0,38784.0,1925.0,1,100,203204.1,121.4,56.6,79.5,0.0,0.0,2.06271,1.23762,0.0,48.0,1.23762,90.0,100.0,4397.0,5.0,0,0,201.0,33.0,-73.912914,40.808543
15676,76,6382734.0,26100.0,1910.0,1,100,108745.9,94.4,29.6,79.5,0.0,0.0,1.83908,1.26437,0.0,33.0,1.26437,90.0,100.0,1738.4,4.0,0,0,201.0,2701.0,-73.917052,40.8075377
15677,66,6382737.0,25926.0,1909.46,1,100,116498.4,160.1,32.5,79.5,0.0,0.0,2.42999,0.92571,0.0,24.0,0.92571,90.0,100.0,3892.3,4.0,0,0,202.0,83.0,-73.902956,40.812479
15678,66,6382743.0,29230.0,1923.0,1,100,123156.1,152.4,34.3,79.5,0.0,0.0,1.47109,1.1974,0.0,35.0,1.1974,90.0,100.0,2282.9,6.0,0,0,202.0,83.0,-73.902786,40.812509
15679,64,6382748.0,29232.0,1909.46,1,100,122154.9,153.5,35.3,79.5,0.0,0.0,1.47099,1.19732,0.0,35.0,1.19732,90.0,100.0,2253.2,8.0,0,0,202.0,83.0,-73.902707,40.812534
15681,52,6382756.0,40992.0,1925.0,1,100,194956.9,165.7,55.2,79.5,0.0,0.0,1.78084,1.0002,0.0,41.0,1.0002,90.0,100.0,5190.7,5.0,0,0,202.0,83.0,-73.900697,40.813117
15682,49,6382763.0,34619.0,1925.0,1,100,189278.7,274.5,54.2,79.5,0.0,0.0,2.62861,1.21321,0.0,42.0,1.21321,90.0,100.0,5899.1,4.0,0,0,202.0,83.0,-73.900473,40.813161
15684,73,6382771.0,27575.0,1927.0,1,100,164260.2,92.6,45.5,79.5,0.0,0.0,2.53853,1.233,0.0,34.0,1.233,90.0,100.0,2666.8,4.0,0,0,201.0,2702.0,-73.912305,40.8075377
15685,35,6382774.0,26200.0,1931.0,1,100,147545.7,128.8,40.1,79.5,0.0,0.0,2.09924,0.91603,0.0,24.0,0.91603,90.0,100.0,2542.5,4.0,1,0,201.0,69.0,-73.915455,40.821149
15686,36,6382780.0,44366.0,1922.0,1,100,337521.7,251.9,94.8,79.5,0.0,0.0,3.02033,1.35239,0.0,60.0,1.35239,90.0,100.0,4594.425778134381,6.0,0,0,201.0,75.0,-73.906755,40.821098
15687,46,6382794.0,36005.0,1913.0,1,100,162549.1,237.3,45.4,79.5,0.0,0.0,1.86085,1.11096,0.0,40.0,1.11096,90.0,100.0,4594.425778134381,8.0,0,0,202.0,119.0,-73.890279,40.821663
15688,25,6382798.0,44826.0,1929.0,1,100,421025.9,251.8,116.6,79.5,0.0,0.0,3.01164,0.87003,0.0,39.0,0.87003,90.0,100.0,4594.425778134381,11.0,0,0,202.0,87.0,-73.893894,40.820637
15689,58,6382806.0,41750.0,1910.0,1,100,242022.6,246.1,69.3,79.5,0.0,0.0,2.53892,1.38922,0.0,58.0,1.38922,90.0,100.0,4401.5,4.0,0,0,202.0,85.0,-73.900437,40.815763
15690,41,6382810.0,39358.0,1924.0,1,100,205421.8,267.3,57.4,79.5,0.0,0.0,2.03262,1.27039,0.0,50.0,1.27039,90.0,100.0,7275.6,5.0,0,0,204.0,189.0,-73.927841,40.831406
15691,15,6382820.0,30200.0,1922.0,1,100,256863.8,167.5,71.6,79.5,0.0,0.0,1.95364,1.22517,0.0,37.0,1.22517,90.0,100.0,4594.425778134381,7.0,0,0,204.0,21302.0,-73.920971,40.840959
15693,99,6382841.0,32000.0,1928.0,1,100,184631.3,44.6,50.1,79.5,0.0,0.0,1.5625,1.40625,0.0,45.0,1.40625,90.0,100.0,4594.425778134381,15.0,0,0,212.0,434.0,-73.853594,40.88786849
15701,35,6383804.0,28279.0,1923.0,1,100,141105.6,138.3,38.0,79.5,0.0,0.0,1.83882,0.99013,0.0,28.0,0.99013,90.0,100.0,4019.3,4.0,0,0,206.0,36901.0,-73.892879,40.844814
15713,29,6388493.0,92748.0,1927.0,1,100,326390.7,432.4,94.8,79.5,0.0,0.0,1.07819,0.86255,0.0,80.0,0.86255,100.0,100.0,7451.8,9.0,0,0,207.0,255.0,-73.909236,40.862101
15738,67,6398817.0,47600.0,1925.0,1,95,188649.3,166.5,51.8,79.5,0.0,0.0,1.40756,1.0084,0.0,48.0,1.0084,90.0,90.0,7218.5,10.0,0,0,202.0,12901.0,-73.898929,40.82158
15739,57,6398824.0,75643.0,1926.0,1,95,300017.3,418.6,84.6,79.5,0.0,0.0,1.49386,0.97828,0.0,74.0,0.97828,90.0,90.0,9291.0,15.0,0,0,212.0,374.0,-73.867797,40.875293
15743,23,6398833.0,43776.0,1927.0,1,95,175596.7,324.2,48.9,79.5,0.0,0.0,1.32493,0.91374,0.0,40.0,0.91374,90.0,90.0,5053.1,11.0,0,0,208.0,273.0,-73.901554,40.876573
15752,68,6403082.0,26739.0,1912.0,1,100,137439.1,118.0,37.8,79.5,0.0,0.0,2.99188,1.04716,0.0,28.0,1.04716,90.0,100.0,2154.4,4.0,0,0,206.0,373.0,-73.890598,40.847606
15753,88,6403083.0,32932.0,1912.0,1,100,130173.7,130.8,35.8,79.5,0.0,0.0,2.06486,0.85024,0.0,28.0,0.85024,90.0,100.0,4594.425778134381,5.0,0,0,206.0,373.0,-73.891121,40.847807
15754,70,6403091.0,37350.0,1940.0,1,100,111025.9,236.7,31.4,79.5,0.0,0.0,2.1419,0.96386,0.0,36.0,0.96386,90.0,100.0,1767.5,7.0,0,0,205.0,381.0,-73.900391,40.851293
15755,49,6403240.0,40000.0,1923.0,1,100,217774.1,307.1,60.2,79.5,0.0,0.0,3.15,1.275,0.0,51.0,1.275,90.0,100.0,4282.7,7.0,0,0,207.0,253.0,-73.903062,40.861645
15759,94,6403308.0,44950.0,1924.0,1,100,136642.2,213.5,38.9,79.5,0.0,0.0,2.62514,1.13459,0.0,51.0,1.13459,90.0,100.0,2298.0,10.0,0,0,207.0,42902.0,-73.874904,40.876193
15760,88,6403319.0,36000.0,1924.0,1,100,112820.9,189.6,31.5,79.5,0.0,0.0,2.47222,1.19444,0.0,43.0,1.19444,90.0,100.0,1180.4,11.0,0,0,207.0,42902.0,-73.874278,40.876725
15761,17,6403322.0,37408.0,2003.0,1,100,273749.0,117.4,72.4,79.5,0.0,0.0,0.77524,0.61484,0.0,23.0,0.61484,90.0,100.0,1729.5,5.0,0,0,208.0,295.0,-73.90859,40.887159
15782,14,6404463.0,32621.0,1923.0,1,100,169589.7,180.3,47.1,79.5,0.0,0.0,1.5021,0.82769,0.0,27.0,0.82769,90.0,100.0,4703.4,4.0,0,0,206.0,361.0,-73.878848,40.845067
15783,36,6404472.0,37350.0,1916.0,1,100,193492.1,184.8,53.2,79.5,0.0,0.0,2.06158,0.99063,0.0,37.0,0.99063,90.0,100.0,3939.2,9.0,0,0,206.0,363.0,-73.880958,40.845524
15784,35,6404522.0,34875.0,1916.0,1,100,154145.1,156.2,43.4,79.5,0.0,0.0,1.43369,0.88889,0.0,31.0,0.88889,90.0,100.0,4204.8,8.0,0,0,206.0,363.0,-73.880911,40.84559
15785,29,6404527.0,52000.0,1937.0,1,100,252654.6,255.4,69.8,79.5,0.0,0.0,1.5,1.15385,0.0,60.0,1.15385,90.0,100.0,4594.425778134381,13.0,0,0,205.0,22901.0,-73.904936,40.847418
15787,7,6404534.0,26840.0,1926.0,1,100,212200.4,166.4,59.3,79.5,0.0,0.0,1.45306,1.45306,0.0,39.0,1.45306,90.0,100.0,3932.6,8.0,0,0,205.0,23704.0,-73.902562,40.857059
15788,63,6404535.0,40000.0,1923.0,1,100,197457.2,280.7,54.8,79.5,0.0,0.0,3.175,1.275,0.0,51.0,1.275,90.0,100.0,2003.0,5.0,0,0,207.0,253.0,-73.902949,40.861816
15789,46,6404539.0,31815.0,1925.0,1,100,124561.6,139.8,35.1,79.5,0.0,0.0,1.2887,1.1944,0.0,38.0,1.1944,90.0,100.0,3620.0,12.0,0,0,204.0,199.0,-73.923233,40.838034
15791,27,6404550.0,49657.0,1932.0,1,100,184182.5,328.3,51.3,79.5,0.0,0.0,1.00691,0.86594,0.0,43.0,0.86594,90.0,100.0,3548.0,6.0,0,0,207.0,411.0,-73.886484,40.877261
15792,64,6404554.0,32300.0,1936.0,1,100,108563.7,120.2,30.3,79.5,0.0,0.0,1.26935,0.95975,0.0,31.0,0.95975,90.0,100.0,3240.6,8.0,0,0,207.0,413.0,-73.886659,40.872524
15793,87,6404564.0,35537.0,1931.0,1,100,94548.3,96.3,27.0,79.5,0.0,0.0,0.98489,0.84419,0.0,30.0,0.84419,90.0,100.0,1732.5,7.0,0,0,207.0,413.0,-73.886308,40.872453
15794,35,6404570.0,47145.0,1932.0,1,100,169612.7,203.4,47.3,79.5,0.0,0.0,0.99692,0.89087,0.0,42.0,0.89087,90.0,100.0,4594.425778134381,8.0,0,0,207.0,415.0,-73.885558,40.871236
15795,59,6404572.0,36684.0,1926.0,1,100,139618.8,151.3,38.9,79.5,0.0,0.0,1.60833,1.03587,0.0,38.0,1.03587,90.0,100.0,4594.425778134381,7.0,0,0,207.0,413.0,-73.885582,40.872372
15796,33,6404581.0,36216.0,1940.0,1,100,151777.1,185.4,42.2,79.5,0.0,0.0,1.43583,1.24254,0.0,45.0,1.24254,90.0,100.0,4594.425778134381,8.0,0,0,207.0,413.0,-73.885451,40.872627
15797,49,6404584.0,44916.0,1948.0,1,100,164448.2,187.3,45.6,79.5,0.0,0.0,1.13545,1.09092,0.0,49.0,1.09092,90.0,100.0,3422.3,10.0,0,0,207.0,413.0,-73.885411,40.872776
15798,48,6404588.0,42000.0,1935.0,1,100,156541.0,256.5,42.4,79.5,0.0,0.0,1.14286,1.09524,0.0,46.0,1.09524,90.0,100.0,2415.4,8.0,1,0,210.0,26602.0,-73.830294,40.847758
15799,55,6404596.0,38250.0,1931.0,1,100,161954.9,219.8,45.4,79.5,0.0,0.0,1.30719,1.28105,0.0,49.0,1.28105,90.0,100.0,3539.3,6.0,0,0,210.0,26602.0,-73.82901706000001,40.847944
15800,37,6404636.0,44177.0,1933.0,1,100,211436.1,266.1,58.5,79.5,0.0,0.0,1.10917,1.10917,0.0,49.0,1.10917,90.0,100.0,3268.9,9.0,0,0,212.0,394.0,-73.865006,40.887542
15801,83,6404686.0,42490.0,1928.0,1,100,171412.5,168.4,49.4,79.5,0.0,0.0,1.34149,1.20028,0.0,51.0,1.20028,90.0,100.0,1636.2,11.0,0,0,212.0,408.0,-73.86285,40.88786849
15802,23,6404692.0,42740.0,1928.0,1,100,192343.1,332.1,53.1,79.5,0.0,0.0,1.35704,1.19326,0.0,51.0,1.19326,90.0,100.0,5387.1,15.0,0,0,212.0,408.0,-73.862686,40.88786849
