,score,largest_property_use_type_1,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site,green_power_offsite_kwh,egrid_output_emissions_rate,avoided_emissions_offsite,avoided_emissions_onsite_1,percent_of_electricity_that,multifamily_housing_total_1,multifamily_housing_number_5,multifamily_housing_number_6,multifamily_housing_number_7,multifamily_housing_percent,water_use_all_water_sources,community_board,census_tract,latitude,longitude
391,66.0,90000.0,1907.0,1,100.0,62.1,4.8,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,308.0,353.0,40.669001,-73.934635
392,61.0,92400.0,1936.0,1,100.0,76.8,5.4,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,15300.8,311.0,274.0,40.611483,-73.994677
393,77.0,112800.0,1930.0,1,100.0,63.8,4.4,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,2034.9,318.0,646.0,40.613317,-73.938871
394,64.0,146400.0,1929.0,1,100.0,64.2,4.8,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,8326.7,311.0,250.0,40.62191,-73.995022
395,80.0,110400.0,1961.0,1,100.0,59.8,4.5,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,308.0,309.0,40.676094,-73.935688
396,94.0,105600.0,1964.0,1,100.0,42.1,3.6,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,10825.0,318.0,996.0,40.634085,-73.907925
397,75.0,144000.0,1931.0,1,100.0,56.9,3.7,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,317.0,936.0,40.646877,-73.921006
398,77.0,106800.0,1952.0,1,100.0,63.1,3.1,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,302.0,23.0,40.697901,-73.98054
399,63.0,98400.0,1961.0,1,100.0,55.8,5.2,0.0,84.7,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,313.0,342.0,40.57790076,-73.99194
400,76.0,195600.0,1966.0,1,100.0,74.0,4.9,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,25802.2,305.0,1144.0,40.671544,-73.892844
401,76.0,210000.0,1970.0,1,100.0,59.3,3.9,0.0,84.7,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,9989.9,305.0,1170.0,40.677104,-73.883433
402,86.0,141600.0,1972.0,1,100.0,51.8,4.8,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,11444.6,303.0,293.0,40.688695,-73.935499
403,72.0,114000.0,1967.0,1,100.0,82.2,4.2,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,17439.5,316.0,908.0,40.672462,-73.906552
404,77.0,147600.0,1974.0,1,100.0,53.2,5.3,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,23403.9,305.0,99801.0,40.64726,-73.881114
405,85.0,126000.0,1974.0,1,100.0,41.6,4.4,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,8271.8,304.0,415.0,40.694018,-73.915263
406,94.0,196800.0,1975.0,1,100.0,40.1,4.7,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,309.0,876.0,40.662447,-73.936382
407,69.0,213600.0,1911.0,1,100.0,70.5,6.8,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,303.0,249.0,40.685004,-73.947152
408,67.0,460800.0,1974.0,1,100.0,62.9,5.5,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,20732.4,303.0,271.0,40.67944,-73.932407
409,53.0,460800.0,1932.0,1,100.0,88.4,4.4,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,75344.28999999921,302.0,33.0,40.688834,-73.976905
410,50.0,343200.0,1940.0,1,100.0,91.5,9.1,0.0,84.7,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,25373.3,310.0,46.0,40.627898,-74.03194074
411,70.0,86575.0,1931.0,1,100.0,78.2,4.1,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,6107.8,303.0,249.0,40.681233,-73.949737
412,19.0,38400.0,1981.0,1,100.0,103.4,15.5,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,317.0,824.0,40.648044,-73.951891
413,90.0,141600.0,1975.0,1,100.0,53.9,4.2,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,301.0,531.0,40.702427,-73.952985
414,44.0,90100.0,1994.0,1,100.0,64.5,10.4,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,304.0,431.0,40.698021,-73.920711
415,86.0,80625.0,1926.0,1,100.0,40.5,6.4,0.0,84.7,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,316.0,367.0,40.67715,-73.903953
474,92.0,160800.0,1966.0,1,100.0,47.5,4.6,0.0,79.5,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,301.0,499.0,40.71727224,-73.948625
