,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,green_power_offsite_kwh,egrid_output_emissions_rate_kgco2e_mbtu,percent_of_electricity_that_is_green_power,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_total,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
19669,70.0,49220.0,1920,1,100,61.9,9.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,19,1,0,111.0,241.0,-73.943012,40.819265
19670,51.0,32100.0,1915,1,100,62.7,14.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,10,0,0,102.0,41.0,-73.996515,40.716394
19679,87.0,505622.0,1912,1,100,47.6,7.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,101.0,1502.0,-74.006893,40.709112
19680,81.0,29482.0,1900,1,100,55.7,6.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,135.4,2,0,0,102.0,43.0,-73.993766,40.721046
19681,83.0,920386.9700000044,1930,1,100,51.4,9.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,106.0,92.0,-73.97576,40.751823
19692,84.0,199000.0,1910,1,100,58.3,11.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,105.0,56.0,-73.986569,40.739921
19699,17.0,22268.0,1928,1,100,179.81024999999994,21.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1395.9,7,0,0,104.0,121.0,-73.988604,40.758885
19700,8.0,33500.0,1928,1,100,164.2,24.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,5457.8,12,0,0,104.0,121.0,-73.988785,40.758632
19701,40.0,38887.0,2011,1,80,59.9,14.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,408.4,6,0,0,103.0,16.0,-73.992793,40.714406
19703,42.0,30681.0,1901,1,50,102.7,18.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,101.0,1502.0,-74.009786,40.708823
19766,8.0,26000.0,1915,1,100,150.2,27.14799999999996,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,561.8,3,0,0,101.0,31.0,-74.001111,40.718834
19775,95.0,25529.0,1900,1,100,54.6,16.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,439.0,2,0,0,101.0,7.0,-74.00716,40.70699
