,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,green_power_offsite_kwh,egrid_output_emissions_rate_kgco2e_mbtu,percent_of_electricity_that_is_green_power,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_total,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,longitude,latitude,letters
10171,45.0,91620.0,1927.0,1,100.0,79.8,3.8,0.0,79.5,0.0,0.78585,0.0,72.0,0.78585,100.0,100.0,9431.7,9.0,0,0,-73.898217,40.871047,D
10172,29.0,55001.0,1927.0,1,100.0,98.2,4.2,0.0,79.5,0.0,0.96362,0.0,53.0,0.96362,100.0,100.0,10571.5,9.0,0,0,-73.875904,40.879114,D
10173,96.0,50410.0,1926.0,1,100.0,43.8,3.7,0.0,79.5,0.0,0.93235,0.0,47.0,0.93235,100.0,100.0,4118.9,9.0,0,0,-73.880482,40.875243,A
10174,100.0,75610.0,1927.0,1,100.0,17.6,3.6,0.0,79.5,0.0,0.79355,0.0,60.0,0.79355,100.0,100.0,6594.8,8.0,0,0,-73.880596,40.876045,A
10175,45.0,70000.0,1926.0,1,100.0,87.1,3.7,0.0,79.5,0.0,0.94286,0.0,66.0,0.94286,100.0,100.0,9556.7,15.0,0,0,-73.880531,40.875732,D
10176,98.0,75812.0,1929.0,1,100.0,25.4,5.8,0.0,79.5,0.0,0.84419,0.0,64.0,0.84419,100.0,100.0,6415.4635607573155,8.0,0,0,-73.919226,40.83112,A
10177,1.0,72794.0,1929.0,1,100.0,153.8,6.3,0.0,79.5,0.0,0.92041,0.0,67.0,0.92041,100.0,100.0,16419.4,10.0,0,0,-73.919327,40.83095,D
10178,15.0,56559.0,1927.0,1,100.0,117.3,7.5,0.0,79.5,0.0,1.37909,0.0,78.0,1.37909,100.0,100.0,9731.4,21.0,0,0,-73.878389,40.825263,D
10179,100.0,58000.0,1929.0,1,100.0,24.4,5.0,0.0,79.5,0.0,1.03448,0.0,60.0,1.03448,100.0,100.0,6415.4635607573155,8.0,0,0,-73.921493,40.839172,A
10180,10.0,62911.0,1927.0,1,100.0,119.7,6.0,0.0,79.5,0.0,1.03321,0.0,65.0,1.03321,100.0,100.0,6415.4635607573155,6.0,0,0,-73.922188,40.838028,D
10181,13.0,89200.0,1927.0,1,100.0,126.4,7.5,0.0,79.5,0.0,1.46861,0.0,131.0,1.46861,100.0,100.0,6415.4635607573155,14.0,0,0,-73.868624,40.850224,D
10182,41.0,56634.0,1927.0,1,100.0,106.6,4.3,0.0,79.5,0.0,1.39492,0.0,79.0,1.39492,100.0,100.0,3756.2,9.0,0,0,-73.868892,40.84976,D
10183,29.0,63540.0,1928.0,1,100.0,112.1,4.6,0.0,79.5,0.0,1.30626,0.0,83.0,1.30626,100.0,100.0,8779.0,9.0,0,0,-73.868816,40.849889,D
10184,28.0,57290.0,1929.0,1,100.0,96.5,5.1,0.0,79.5,0.0,1.02985,0.0,59.0,1.02985,100.0,100.0,6415.4635607573155,8.0,0,0,-73.926579,40.837874,D
10194,36.0,52800.0,1926.0,1,100.0,106.4,3.8,0.0,79.5,0.0,0.94697,0.0,50.0,0.94697,100.0,100.0,5472.7,20.0,0,0,-73.879025,40.870993,D
10195,65.0,54775.0,1954.0,1,100.0,77.8,4.8,0.0,79.5,0.0,0.712,0.0,39.0,0.712,100.0,100.0,2901.7,14.0,0,0,-73.882311,40.879634,C
10206,63.0,75457.0,2009.0,1,100.0,69.7,6.3,0.0,79.5,0.0,0.63612,0.0,48.0,0.63612,90.0,100.0,2850.8,5.0,0,0,-73.921257,40.846226,C
10208,85.0,76126.0,1962.0,1,100.0,68.3,3.4,0.0,79.5,0.0,0.89326,0.0,68.0,0.89326,90.0,100.0,2821.7,5.0,0,0,-73.897969,40.8870975,B
10214,49.0,163068.0,1960.0,1,100.0,80.0,3.7,0.0,79.5,0.0,0.82788,0.0,135.0,0.82788,90.0,100.0,6451.1,5.0,0,0,-73.915623,40.8870975,D
10225,35.0,57500.0,1926.0,1,100.0,94.9,3.7,0.0,79.5,0.0,0.93913,0.0,54.0,0.93913,100.0,100.0,6892.0,10.0,0,0,-73.876906,40.874921,D
10226,78.0,63000.0,1926.0,1,100.0,68.8,2.9,0.0,79.5,0.0,0.95238,0.0,60.0,0.95238,100.0,100.0,5636.6,12.0,0,0,-73.87781,40.874865,B
10227,31.0,63340.0,1940.0,1,100.0,102.0,4.4,0.0,79.5,0.0,1.10515,0.0,70.0,1.10515,100.0,100.0,9986.4,7.0,0,0,-73.87401,40.874548,D
10228,94.0,57678.0,1959.0,1,100.0,57.5,3.7,0.0,79.5,0.0,0.88422,0.0,51.0,0.88422,80.0,100.0,3496.4,4.0,0,0,-73.86954,40.858516,A
10231,20.0,69116.0,1941.0,1,100.0,105.7,5.0,0.0,79.5,0.0,0.99832,0.0,69.0,0.99832,90.0,100.0,7883.2,7.0,0,0,-73.913069,40.850109,D
10243,73.0,88386.0,1929.0,1,100.0,81.6,0.9,0.0,79.5,0.0,1.00695,0.0,30.0,0.33942,100.0,100.0,435.658,5.0,0,0,-73.865705,40.856338,B
10247,55.0,60200.0,1928.0,1,95.0,88.1,3.9,0.0,79.5,0.0,0.99668,0.0,60.0,0.99668,71.80354893328818,90.0,6415.4635607573155,7.0,0,0,-73.859036,40.8870975,D
10249,71.0,94430.0,2013.0,1,100.0,41.3,6.8,0.0,79.5,0.0,0.98401,0.0,0.0,0.0,71.80354893328818,94.88406218655967,2229.9,4.0,0,0,-73.917125,40.881731,B
10255,53.0,151500.0,1939.0,2,95.0,87.8,3.0,0.0,79.5,0.0,0.83168,0.0,126.0,0.83168,90.0,100.0,5602.9,11.0,0,0,-73.901606,40.8870975,D
10275,100.0,157437.0,1990.0,1,100.0,20.0,4.6,0.0,79.5,0.0,0.80032,0.80032,0.0,0.0,0.0,0.0,7754.3,3.0,0,0,-73.861649,40.877177,A
10300,79.0,117000.0,1990.0,3,100.0,69.0,5.9,0.0,79.5,0.0,1.7422989999999965,0.0,0.0,0.0,71.80354893328818,94.88406218655967,6415.4635607573155,4.0,0,0,-73.909723,40.839004,B
10324,52.0,53844.0,1929.0,1,100.0,92.5,4.1,0.0,79.5,0.0,0.91004,0.0,49.0,0.91004,90.0,100.0,5213.8,11.0,0,0,-73.866055,40.88563,D
10325,50.0,54048.0,1929.0,1,100.0,95.7,3.4,0.0,79.5,0.0,0.96211,0.0,52.0,0.96211,90.0,100.0,7320.5,13.0,0,0,-73.861274,40.8870975,D
10326,64.0,53274.0,1929.0,1,100.0,66.7,6.2,0.0,79.5,0.0,0.97609,0.0,52.0,0.97609,90.0,100.0,2963.1,14.0,0,0,-73.861132,40.8870975,C
10334,2.0,261580.0,1953.0,1,100.0,164.3,8.3,0.0,79.5,0.0,0.92515,0.92515,0.0,0.0,90.0,100.0,10591.7,6.0,0,0,-73.918242,40.878872,D
10360,73.0,96666.0,2012.0,1,100.0,68.2,5.5,0.0,79.5,0.0,1.0138,0.0,98.0,1.0138,100.0,100.0,6415.4635607573155,6.0,0,0,-73.924136,40.848108,B
10380,24.0,141020.0,1963.0,1,100.0,104.1,4.9,0.0,79.5,0.0,0.92186,0.0,130.0,0.92186,90.0,100.0,8829.8,12.0,0,0,-73.82910461,40.836439,D
10422,28.0,127000.0,1966.0,1,100.0,87.2,6.1,0.0,79.5,0.0,0.94488,0.94488,0.0,0.0,90.0,100.0,10493.7,3.0,0,0,-73.83443,40.845892,D
10426,100.0,165411.0,2011.0,1,100.0,26.2,1.9,0.0,79.5,0.0,0.574596,0.4776,0.0,0.0,0.0,0.0,6564.2,7.0,1,0,-73.82910461,40.880255,A
10470,27.0,54177.0,1929.0,1,100.0,96.0,4.2,0.0,79.5,0.0,1.07056,0.0,18.0,0.33224,71.80354893328818,94.88406218655967,6415.4635607573155,8.0,0,0,-73.863191,40.8870975,D
10479,89.0,76800.0,1926.0,1,100.0,51.5,4.2,0.0,79.5,0.0,1.11979,0.0,30.0,0.39062,100.0,100.0,10301.7,7.0,0,0,-73.886743,40.842379,A
10480,47.0,54494.0,2002.0,1,100.0,90.6,5.8,0.0,79.5,0.0,0.84413,0.0,46.0,0.84413,100.0,100.0,6391.2,5.0,0,0,-73.883092,40.840814,D
10482,26.0,55500.0,1925.0,1,100.0,122.6,3.6,0.0,79.5,0.0,0.91892,0.0,51.0,0.91892,90.0,100.0,7903.5,13.0,0,0,-73.877906,40.873731,D
10484,25.0,53500.0,1928.0,1,100.0,125.2,4.2,0.0,79.5,0.0,1.00935,0.0,54.0,1.00935,90.0,100.0,8337.0,8.0,0,0,-73.876419,40.870664,D
10509,45.0,68213.0,1927.0,1,100.0,108.4,5.9,0.0,79.5,0.0,1.11416,0.0,76.0,1.11416,90.0,100.0,11437.1,22.0,0,0,-73.898664,40.853172,D
10555,99.0,50201.0,1955.0,1,100.0,40.2,4.7,0.0,79.5,0.0,1.0956,0.0,55.0,1.0956,100.0,100.0,3650.5,11.0,0,0,-73.885701,40.87002,A
10556,51.0,58917.0,1954.0,1,100.0,92.2,4.3,0.0,79.5,0.0,0.93352,0.0,55.0,0.93352,100.0,100.0,4863.8,13.0,0,0,-73.885203,40.87148,D
10573,35.0,62337.0,1927.0,1,100.0,91.7,5.6,0.0,79.5,0.0,0.81813,0.0,51.0,0.81813,90.0,100.0,7130.4,9.0,0,0,-73.855389,40.8870975,D
10574,56.0,80640.0,1932.0,1,100.0,82.3,3.3,0.0,79.5,0.0,0.89286,0.0,72.0,0.89286,90.0,100.0,6918.7,9.0,0,0,-73.868471,40.861886,C
10585,26.0,170350.0,1958.0,1,100.0,118.5,5.0,0.0,79.5,0.0,0.99795,0.99795,0.0,0.0,100.0,100.0,13783.6,4.0,0,0,-73.895574,40.882438,D
10586,42.0,115000.0,1957.0,1,100.0,101.8,4.7,0.0,79.5,0.0,0.90435,0.90435,0.0,0.0,100.0,100.0,7398.2,3.0,0,0,-73.894426,40.883914,D
10590,56.0,104125.0,1928.0,1,100.0,68.1,3.2,0.0,79.5,0.0,0.78752,0.0,27.0,0.2593,10.0,100.0,7865.8,9.0,0,0,-73.879962,40.882887,C
10593,67.0,111417.0,1927.0,1,100.0,62.2,3.0,0.0,79.5,0.0,0.70007,0.0,26.0,0.23336,0.0,100.0,7437.9,8.0,0,0,-73.899776,40.872981,C
10595,88.0,60667.0,1927.0,1,100.0,55.3,2.8,0.0,79.5,0.0,0.7912,0.0,16.0,0.26373,0.0,100.0,3405.1,8.0,0,0,-73.874219,40.877079,A
10597,38.0,60000.0,1927.0,1,100.0,79.2,4.1,0.0,79.5,0.0,0.86667,0.0,10.0,0.16667,0.0,100.0,5548.6,7.0,0,0,-73.9178,40.84159,D
10608,64.0,373981.63999999966,1969.0,3,95.0,77.6,4.5,0.0,79.5,0.0,0.90867,0.90867,0.0,0.0,71.80354893328818,94.88406218655967,27526.8,15.0,0,0,-73.87651,40.821223,C
10622,100.0,68240.0,1936.0,1,100.0,85.0,5.032275006740363,0.0,79.5,0.0,0.82063,0.0,56.0,0.82063,0.0,100.0,9080.6,3.0,0,0,-73.919387,40.829817,A
10630,23.0,373981.63999999966,1972.0,3,100.0,117.3,5.5,0.0,79.5,0.0,0.98707,0.25897,170.0,0.31902,71.80354893328818,94.88406218655967,6415.4635607573155,17.0,0,0,-73.881107,40.841095,D
10632,41.0,25370.0,1914.0,1,100.0,110.5,4.0,0.0,79.5,0.0,0.946,0.0,24.0,0.946,71.80354893328818,94.88406218655967,2422.6,7.0,3,0,-73.902872,40.833056,D
10649,52.0,216000.0,1954.0,2,100.0,86.6,5.0,0.0,79.5,0.0,0.77778,0.0,168.0,0.77778,90.0,90.0,11078.3,4.0,0,0,-73.865215,40.836093,D
10661,58.0,55576.0,1928.0,1,100.0,75.4,2.8,0.0,79.5,0.0,0.77372,0.0,43.0,0.77372,90.0,100.0,6186.4,8.0,0,0,-73.878134,40.875631,C
10677,56.0,99008.0,1972.0,1,100.0,102.0,4.2,0.0,79.5,0.0,0.90902,0.0,42.0,0.42421,71.80354893328818,94.88406218655967,6415.4635607573155,3.0,0,0,-73.880914,40.84163,C
10679,86.0,165200.0,1972.0,1,100.0,55.7,4.1,0.0,79.5,0.0,0.574596,0.0,26.0,0.15738,60.0,100.0,19933.3,3.0,0,0,-73.879761,40.841985,A
10686,33.0,59895.0,1927.0,1,100.0,97.4,7.0,0.0,79.5,0.0,1.25219,0.0,75.0,1.25219,90.0,90.0,7961.8,14.0,0,0,-73.846415,40.844344,D
10687,22.0,52800.0,1936.0,1,100.0,109.7,5.4,0.0,79.5,0.0,1.04167,0.0,55.0,1.04167,90.0,90.0,5995.6,9.0,0,0,-73.9081,40.849458,D
10688,72.0,93000.0,1928.0,1,100.0,85.0,2.5,0.0,79.5,0.0,1.09677,0.0,102.0,1.09677,90.0,90.0,10077.5,9.0,0,0,-73.853806,40.836202,B
10689,37.0,70704.0,1935.0,1,100.0,96.0,4.9,0.0,79.5,0.0,0.94761,0.0,67.0,0.94761,90.0,90.0,6928.9,9.0,0,0,-73.868667,40.8559,D
10690,79.0,52800.0,1927.0,1,100.0,71.1,3.5,0.0,79.5,0.0,0.92803,0.0,49.0,0.92803,90.0,90.0,3123.1,9.0,0,0,-73.876091,40.876018,B
10691,6.0,97000.0,1928.0,1,100.0,121.7,4.2,0.0,79.5,0.0,1.13402,0.0,0.0,0.0,90.0,90.0,12301.2,21.0,0,0,-73.861958,40.831233,D
10693,18.0,98000.0,1928.0,1,100.0,107.7,3.9,0.0,79.5,0.0,1.12245,0.0,0.0,0.0,0.0,100.0,13120.2,18.0,0,0,-73.861994,40.831319,D
10694,29.0,93000.0,1928.0,1,100.0,105.4,5.1,0.0,79.5,0.0,1.12903,0.0,105.0,1.12903,90.0,90.0,6415.4635607573155,29.0,0,0,-73.853708,40.83621,D
10704,34.0,96126.0,1927.0,1,100.0,97.7,4.8,0.0,79.5,0.0,0.85305,0.0,82.0,0.85305,90.0,90.0,11736.3,10.0,0,0,-73.921346,40.829305,D
10705,40.0,105360.0,1932.0,1,100.0,96.2,4.4,0.0,79.5,0.0,0.92065,0.0,97.0,0.92065,90.0,90.0,8253.7,10.0,0,0,-73.877081,40.839227,D
10706,50.0,69969.0,1927.0,1,100.0,90.0,4.2,0.0,79.5,0.0,1.02903,0.0,72.0,1.02903,90.0,90.0,8263.3,8.0,0,0,-73.922639,40.835492,D
10707,17.0,99000.0,1940.0,1,100.0,118.3,4.5,0.0,79.5,0.0,0.88889,0.0,88.0,0.88889,90.0,90.0,8230.3,10.0,0,0,-73.912614,40.841216,D
10708,32.0,60000.0,1925.0,1,100.0,103.0,4.9,0.0,79.5,0.0,0.93333,0.0,56.0,0.93333,90.0,90.0,6458.7,10.0,0,0,-73.917508,40.844456,D
10709,16.0,94000.0,1938.0,1,100.0,121.4,4.9,0.0,79.5,0.0,0.90426,0.0,85.0,0.90426,90.0,90.0,11710.7,9.0,0,0,-73.905268,40.850375,D
10710,100.0,83910.0,1925.0,1,100.0,24.0,4.0,0.0,79.5,0.0,1.12025,0.0,94.0,1.12025,90.0,90.0,6415.4635607573155,10.0,0,0,-73.903175,40.85297,A
10711,28.0,87156.0,1925.0,1,100.0,110.5,4.7,0.0,79.5,0.0,1.06705,0.0,93.0,1.06705,90.0,90.0,12891.9,10.0,0,0,-73.902947,40.853222,D
10712,28.0,65418.0,1939.0,1,100.0,110.1,4.5,0.0,79.5,0.0,0.99361,0.0,65.0,0.99361,90.0,90.0,6229.3,9.0,0,0,-73.865783,40.853846,D
10713,99.0,65250.0,1951.0,1,100.0,33.9,4.8,0.0,79.5,0.0,1.01149,0.0,66.0,1.01149,90.0,90.0,5538.5,21.0,0,0,-73.865564,40.859978,A
10714,13.0,77000.0,1923.0,1,100.0,116.6,6.5,0.0,79.5,0.0,1.07792,0.0,83.0,1.07792,90.0,90.0,9097.8,10.0,0,0,-73.894114,40.866405,D
10715,100.0,73794.0,1924.0,1,100.0,25.4,3.9,0.0,79.5,0.0,0.92148,0.0,68.0,0.92148,90.0,90.0,7362.3,8.0,0,0,-73.893802,40.866839,A
10716,100.0,73974.0,1929.0,1,100.0,19.3,4.1,0.0,79.5,0.0,0.8111,0.0,60.0,0.8111,90.0,90.0,11531.2,10.0,0,0,-73.892439,40.866736,A
10717,96.0,255200.0,1929.0,1,100.0,50.2,3.8,0.0,79.5,0.0,0.65047,0.0,166.0,0.65047,90.0,90.0,6415.4635607573155,9.0,0,0,-73.893215,40.867585,A
10718,78.0,53575.0,1936.0,1,100.0,71.5,3.6,0.0,79.5,0.0,0.78395,0.0,42.0,0.78395,90.0,90.0,5409.2,9.0,0,0,-73.892012,40.869195,B
10719,27.0,54000.0,1928.0,1,100.0,107.6,4.9,0.0,79.5,0.0,1.05556,0.0,57.0,1.05556,90.0,90.0,6415.4635607573155,8.0,0,0,-73.901953,40.873035,D
10720,80.0,66469.0,1927.0,1,100.0,72.5,3.1,0.0,79.5,0.0,0.75223,0.0,50.0,0.75223,90.0,90.0,6722.4,11.0,0,0,-73.888627,40.871519,B
10721,46.0,92988.0,1931.0,1,100.0,92.4,4.2,0.0,79.5,0.0,0.92485,0.0,86.0,0.92485,90.0,90.0,6415.4635607573155,9.0,0,0,-73.872353,40.879228,D
10722,84.0,106550.0,1927.0,1,100.0,80.3,1.6,0.0,79.5,0.0,0.83529,0.0,89.0,0.83529,90.0,90.0,13732.3,9.0,0,0,-73.878913,40.882762,B
10723,82.0,54001.0,1925.0,1,100.0,75.6,2.8,0.0,79.5,0.0,1.05554,0.0,57.0,1.05554,90.0,90.0,5127.1,9.0,0,0,-73.897524,40.884337,B
10724,46.0,72715.0,1962.0,1,100.0,85.5,5.8,0.0,79.5,0.0,0.8939,0.0,65.0,0.8939,90.0,90.0,6863.5,5.0,0,0,-73.851804,40.850846,D
10725,43.0,75821.0,1959.0,1,100.0,92.6,4.7,0.0,79.5,0.0,0.96279,0.0,73.0,0.96279,90.0,90.0,7532.6,4.0,0,0,-73.87606,40.877026,D
10726,100.0,153804.0,1964.0,1,100.0,38.9,3.0,0.0,79.5,0.0,0.78672,0.0,121.0,0.78672,0.0,100.0,12247.5,6.0,0,0,-73.859861,40.854146,A
10728,42.0,145728.0,1929.0,1,100.0,92.8,4.6,0.0,79.5,0.0,0.74111,0.0,108.0,0.74111,90.0,90.0,10250.8,8.0,1,0,-73.921617,40.828783,D
10729,35.0,131600.0,1935.0,1,100.0,101.1,4.1,0.0,79.5,0.0,0.81307,0.0,107.0,0.81307,90.0,90.0,6415.4635607573155,9.0,0,0,-73.921074,40.82979,D
10730,36.0,82800.0,1932.0,1,100.0,95.5,5.1,0.0,79.5,0.0,0.80918,0.0,67.0,0.80918,90.0,90.0,9800.7,15.0,0,0,-73.877301,40.839306,D
10731,65.0,181700.0,1929.0,1,100.0,83.4,3.8,0.0,79.5,0.0,0.72097,0.0,131.0,0.72097,90.0,90.0,16678.6,12.0,0,0,-73.916785,40.835466,C
10732,17.0,58542.0,2005.0,1,100.0,60.4,11.2,0.0,79.5,0.0,0.574596,0.0,31.0,0.52953,90.0,90.0,2247.9,6.0,0,0,-73.908554,40.886967,D
10733,60.0,96433.0,1931.0,1,100.0,82.1,4.1,0.0,79.5,0.0,0.94366,0.0,91.0,0.94366,90.0,90.0,6415.4635607573155,10.0,0,0,-73.875115,40.879456,C
10734,63.0,51408.0,1953.0,1,100.0,78.6,5.5,0.0,79.5,0.0,1.2644,0.0,65.0,1.2644,0.0,100.0,6415.4635607573155,10.0,0,0,-73.862731,40.8870975,C
10748,100.0,167750.0,1958.0,1,100.0,22.1,4.8,0.0,79.5,0.0,0.99553,0.99553,0.0,0.0,0.0,90.0,8169.5,4.0,0,0,-73.865891,40.885932,A
10755,46.0,67320.0,1926.0,1,90.0,86.2,3.1,0.0,79.5,0.0,0.80214,0.0,54.0,0.80214,90.0,90.0,6415.4635607573155,7.0,0,0,-73.920798,40.834539,D
10791,73.0,67915.0,2012.0,1,100.0,67.2,5.7,0.0,79.5,0.0,0.95708,0.0,65.0,0.95708,70.0,100.0,435.658,5.0,0,0,-73.928014,40.838482,B
10792,82.0,148167.0,2014.0,1,100.0,62.7,5.6,0.0,79.5,0.0,1.04612,1.04612,0.0,0.0,80.0,90.0,10169.2,5.0,0,0,-73.92820744000001,40.839706,B
10811,1.0,63618.0,1910.0,1,100.0,175.9,13.265999999999986,0.0,79.5,0.0,0.84882,0.0,54.0,0.84882,0.0,100.0,6415.4635607573155,16.0,0,0,-73.891897,40.82442,D
10812,83.0,59320.0,1940.0,1,100.0,80.4,3.6,0.0,79.5,0.0,0.92717,0.0,55.0,0.92717,100.0,100.0,4317.8,7.0,0,0,-73.887471,40.870969,B
10815,28.0,51400.0,1927.0,1,100.0,108.3,6.1,0.0,79.5,0.0,1.26459,0.0,4.0,0.07782,100.0,100.0,6415.4635607573155,31.61999999999989,0,0,-73.86641,40.863582,D
10816,62.0,80596.0,1942.0,1,100.0,93.6,4.2,0.0,79.5,0.0,0.93057,0.0,75.0,0.93057,100.0,100.0,6415.4635607573155,31.61999999999989,0,0,-73.851169,40.876115,C
10817,21.0,70500.0,1928.0,1,100.0,108.7,7.8,0.0,79.5,0.0,0.86525,0.0,61.0,0.86525,100.0,100.0,11139.3,27.0,0,0,-73.886803,40.819423,D
10832,82.0,62702.0,1964.0,1,100.0,68.8,3.4,0.0,79.5,0.0,1.06855,0.0,67.0,1.06855,90.0,100.0,2509.9,5.0,0,0,-73.82910461,40.852914,B
10835,44.0,67410.0,1940.0,1,100.0,85.0,4.4,0.0,79.5,0.0,0.97908,0.0,66.0,0.97908,90.0,100.0,8210.6,10.0,0,0,-73.916939,40.842295,D
10886,83.0,112000.0,1954.0,1,100.0,62.9,3.2,0.0,79.5,0.0,0.75,0.0,84.0,0.75,100.0,100.0,3366.2,6.0,0,0,-73.908308,40.884793,B
10898,81.0,105623.0,2014.0,1,100.0,53.4,4.8,0.0,79.5,0.0,0.6154,0.0,65.0,0.6154,100.0,100.0,3811.3,7.0,0,0,-73.909505,40.826582,B
10899,81.0,98564.0,2012.0,1,100.0,62.8,4.9,0.0,79.5,0.0,0.87253,0.87253,0.0,0.0,100.0,100.0,5214.1,5.0,0,0,-73.906539,40.846168,B
10900,72.0,71669.0,2014.0,1,100.0,74.3,5.3,0.0,79.5,0.0,1.11624,0.0,80.0,1.11624,100.0,100.0,6155.0,6.0,0,0,-73.870701,40.880733,B
10903,76.0,53249.0,2013.0,1,100.0,57.5,4.8,0.0,79.5,0.0,0.67607,0.0,36.0,0.67607,70.0,70.0,2382.5,5.0,0,0,-73.874633,40.839844,B
10978,98.0,151918.0,1957.0,1,100.0,28.2,6.3,0.0,79.5,0.0,0.88205,0.0,134.0,0.88205,90.0,100.0,17396.7,5.0,0,0,-73.856695,40.833662,A
10982,49.0,37500.0,1924.0,1,100.0,117.9,5.6,0.0,79.5,0.0,1.38667,0.0,52.0,1.38667,0.0,0.0,7275.6,5.0,0,0,-73.927841,40.831406,D
11000,30.0,88227.0,2007.0,1,100.0,82.7,7.7,0.0,79.5,0.0,1.1221,1.1129189999999995,0.0,0.0,90.0,100.0,8766.4,11.0,0,0,-73.911167,40.847761,D
11005,46.0,115000.0,1927.0,1,100.0,86.1,2.9,0.0,79.5,0.0,0.74783,0.0,86.0,0.74783,0.0,100.0,6415.4635607573155,8.0,0,0,-73.92820744000001,40.830182,D
11006,87.0,111300.0,1965.0,1,100.0,57.1,5.7,0.0,79.5,0.0,0.97934,0.0,109.0,0.97934,0.0,100.0,9815.8,3.0,0,0,-73.902631,40.874317,A
11009,67.0,56000.0,1921.0,1,100.0,91.5,3.6,0.0,79.5,0.0,1.0,0.0,56.0,1.0,90.0,100.0,4558.6,7.0,0,0,-73.88895,40.871349,C
11014,46.0,67130.0,2012.0,1,100.0,89.5,6.3,0.0,79.5,0.0,1.08744,0.0,73.0,1.08744,71.80354893328818,94.88406218655967,5223.4,6.0,0,0,-73.918451,40.838152,D
11015,31.0,55000.0,1925.0,1,100.0,88.4,6.4,0.0,79.5,0.0,0.98182,0.0,54.0,0.98182,100.0,100.0,4803.5,10.0,0,0,-73.874931,40.879338,D
11036,50.0,217800.0,1960.0,2,90.0,93.7,4.0,0.0,79.5,0.0,0.77135,0.0,168.0,0.77135,71.80354893328818,94.88406218655967,13450.1,5.0,0,0,-73.865208,40.836194,D
11042,32.0,345000.0,1962.0,1,100.0,119.2,4.4,0.0,79.5,0.0,1.16232,1.1129189999999995,0.0,0.0,90.0,100.0,31457.060000000063,8.0,0,0,-73.906016,40.884141,D
11050,63.0,62535.0,2013.0,1,100.0,66.7,7.3,0.0,79.5,0.0,1.05541,1.05541,0.0,0.0,90.0,100.0,6415.4635607573155,3.0,0,0,-73.899488,40.86024,C
11057,72.0,83424.0,2015.0,1,100.0,67.3,6.2,0.0,79.5,0.0,1.0069,0.0,84.0,1.0069,100.0,100.0,5001.0,5.0,0,0,-73.889158,40.833126,B
11058,45.0,58710.0,2002.0,1,100.0,91.1,5.4,0.0,79.5,0.0,1.26043,0.0,74.0,1.26043,71.80354893328818,94.88406218655967,4171.9,11.0,5,0,-73.907628,40.814544,D
11072,18.0,88725.0,1931.0,1,100.0,127.3,6.2,0.0,79.5,0.0,1.14962,0.0,102.0,1.14962,90.0,100.0,6415.4635607573155,20.0,0,0,-73.885797,40.843946,D
11073,46.0,97013.0,1981.0,1,100.0,80.8,4.7,0.0,79.5,0.0,1.35033,0.0,0.0,0.0,90.0,100.0,4748.6,5.0,0,0,-73.82910461,40.841299,D
11086,76.0,58000.0,1941.0,1,100.0,72.4,3.9,0.0,79.5,0.0,0.84483,0.0,49.0,0.84483,90.0,100.0,6415.4635607573155,9.0,0,0,-73.90083,40.864663,B
11087,86.0,51250.0,1928.0,1,100.0,69.3,3.1,0.0,79.5,0.0,0.72195,0.0,37.0,0.72195,90.0,100.0,6415.4635607573155,15.0,0,0,-73.875284,40.874203,A
11092,96.0,49043.0,2018.0,1,100.0,49.3,5.7,0.0,79.5,0.0,1.52927,0.0,75.0,1.52927,71.80354893328818,94.88406218655967,2035.0,12.0,5,0,-73.925242,40.844145,A
11098,36.0,78056.0,1982.0,1,100.0,123.1,6.1,0.0,79.5,0.0,1.30675,0.0,102.0,1.30675,71.80354893328818,94.88406218655967,6415.4635607573155,11.0,0,0,-73.925744,40.834937,D
11100,68.0,364456.0,1930.0,1,100.0,84.5,3.9,0.0,79.5,0.0,0.7765,0.0,190.0,0.7765,40.0,100.0,6415.4635607573155,31.61999999999989,0,0,-73.925141,40.838398,C
11103,81.0,31500.0,1927.0,1,100.0,80.1,3.3,0.0,79.5,0.0,0.98413,0.0,31.0,0.98413,90.0,100.0,2295.8,6.0,0,0,-73.92820744000001,40.831393,B
11104,89.0,43950.0,1952.0,1,100.0,60.5,2.9,0.0,79.5,0.0,0.97838,0.0,43.0,0.97838,90.0,100.0,2803.3,7.0,0,0,-73.887254,40.869006,A
11125,37.0,32420.0,1911.0,1,100.0,93.3,5.7,0.0,79.5,0.0,0.86366,0.0,28.0,0.86366,100.0,100.0,3413.4,2.0,0,0,-73.90083,40.813987,D
11126,100.0,31950.0,1916.0,1,100.0,16.1,4.7,0.0,79.5,0.0,0.90767,0.0,29.0,0.90767,100.0,100.0,435.658,1.0,0,0,-73.913637,40.838963,A
