,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,green_power_offsite_kwh,egrid_output_emissions_rate_kgco2e_mbtu,percent_of_electricity_that_is_green_power,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_total,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,longitude,latitude,letters
1179,100.0,294123.0,1954.0,1,100.0,23.9,3.8,0.0,79.5,0.0,0.84998,0.0,60.0,0.204,80.0,90.0,9474.8,7.0,0,0,-73.923522,40.825315,A
1210,68.0,107477.0,1940.0,1,100.0,79.8,3.5,0.0,79.5,0.0,0.87461,0.0,94.0,0.87461,0.0,90.0,6415.4635607573155,9.0,0,0,-73.913511,40.849226,C
1221,99.0,87642.0,1940.0,1,100.0,49.0,3.5,0.0,79.5,0.0,1.06114,0.0,93.0,1.06114,0.0,80.0,6146.7,12.0,0,0,-73.883167,40.849259,A
1222,49.0,66078.0,1940.0,1,100.0,97.7,4.4,0.0,79.5,0.0,1.18042,0.0,78.0,1.18042,0.0,80.0,8292.2,9.0,0,0,-73.90436,40.828534,D
1223,8.0,76268.0,1910.0,1,100.0,98.4,5.8,0.0,79.5,0.0,0.574596,0.0,35.0,0.45891,0.0,80.0,7270.9,10.0,0,0,-73.885315,40.842378,D
1224,56.0,59446.0,1930.0,1,100.0,83.5,4.7,0.0,79.5,0.0,0.89157,0.0,53.0,0.89157,0.0,80.0,6973.3,9.0,0,0,-73.922916,40.830975,C
1225,55.0,59446.0,1930.0,1,100.0,86.4,3.8,0.0,79.5,0.0,0.89157,0.0,53.0,0.89157,0.0,80.0,6042.0,7.0,0,0,-73.923032,40.830774,D
1256,59.0,69104.0,1928.0,1,100.0,71.6,5.8,0.0,79.5,0.0,0.95508,0.0,66.0,0.95508,100.0,100.0,6415.4635607573155,19.0,0,0,-73.888752,40.872853,C
1267,63.0,90650.0,1940.0,1,100.0,79.4,3.8,0.0,79.5,0.0,0.9487,0.0,86.0,0.9487,90.0,100.0,6127.6,8.0,0,0,-73.913243,40.860663,C
1268,59.0,70400.0,1931.0,1,100.0,76.9,4.0,0.0,79.5,0.0,0.9233,0.0,65.0,0.9233,90.0,100.0,4711.6,8.0,0,0,-73.913674,40.860342,C
1269,97.0,70400.0,1932.0,1,100.0,43.3,3.3,0.0,79.5,0.0,0.9233,0.0,65.0,0.9233,90.0,100.0,4008.5,9.0,0,0,-73.913829,40.860224,A
1270,69.0,158530.0,1963.0,1,100.0,72.4,5.5,0.0,79.5,0.0,0.99666,0.99666,0.0,0.0,90.0,100.0,10387.4,6.0,0,0,-73.911464,40.844479,C
1271,77.0,202600.0,1952.0,2,100.0,73.8,4.3,0.0,79.5,0.0,1.11056,0.0,190.0,1.11056,90.0,100.0,18842.7,18.0,0,0,-73.916191,40.856704,B
1272,99.0,196432.0,1928.0,3,100.0,36.8,3.7,0.0,79.5,0.0,0.86035,0.0,169.0,0.86035,90.0,100.0,14647.6,15.0,0,0,-73.92820744000001,40.831025,A
1274,80.0,87954.0,1963.0,1,100.0,61.1,4.2,0.0,79.5,0.0,0.85272,0.0,75.0,0.85272,90.0,100.0,5290.5,5.0,0,0,-73.907437,40.863664,B
1287,23.0,51285.0,1925.0,1,100.0,119.9,5.9,0.0,79.5,0.0,1.03344,0.0,53.0,1.03344,90.0,100.0,6852.9,8.0,0,0,-73.89546,40.862836,D
1339,98.0,94338.0,2009.0,1,100.0,55.6,1.9,0.0,79.5,0.0,0.95402,0.0,90.0,0.95402,90.0,100.0,6435.6,6.0,0,0,-73.909054,40.828264,A
1350,100.0,189592.0,1941.0,1,100.0,32.6,2.6,0.0,79.5,0.0,0.75953,0.0,144.0,0.75953,0.0,100.0,6850.7,26.0,1,0,-73.90692,40.8870975,A
1377,100.0,85005.0,2007.0,1,100.0,49.3,0.9,0.0,79.5,0.0,0.96465,0.96465,0.0,0.0,80.0,100.0,6885.8,7.0,0,0,-73.922213,40.83213,A
1378,97.0,98718.0,1924.0,1,100.0,65.4,1.5,0.0,79.5,0.0,0.81039,0.0,80.0,0.81039,70.0,90.0,7084.1,6.0,0,0,-73.918117,40.848568,A
1379,100.0,64630.0,1925.0,1,100.0,16.5,1.3,0.0,79.5,0.0,0.74269,0.0,48.0,0.74269,0.0,80.0,3922.0,5.0,0,0,-73.916242,40.84754,A
1380,100.0,68017.0,1926.0,1,100.0,50.7,1.3,0.0,79.5,0.0,0.88213,0.0,60.0,0.88213,90.0,90.0,5768.9,7.0,0,0,-73.921002,40.847628,A
1381,88.0,56370.0,1923.0,1,100.0,83.4,2.0,0.0,79.5,0.0,0.67412,0.0,38.0,0.67412,70.0,90.0,4685.7,4.0,0,0,-73.918445,40.849441,A
1382,87.0,103415.0,1923.0,2,100.0,77.6,1.6,0.0,79.5,0.0,0.93797,0.0,97.0,0.93797,65.88,88.23,9708.7,7.0,0,0,-73.919136,40.848568,A
1383,99.0,46424.0,1924.0,1,100.0,55.3,1.4,0.0,79.5,0.0,0.86162,0.0,40.0,0.86162,70.0,80.0,2177.6,5.0,0,0,-73.921252,40.84728,A
1393,34.0,47565.0,1963.0,1,100.0,126.5,6.5,0.0,79.5,0.0,1.59781,0.0,76.0,1.59781,90.0,100.0,3914.6,7.0,0,0,-73.854702,40.836088,D
1394,63.0,92666.0,1930.0,1,100.0,87.6,3.7,0.0,79.5,0.0,0.94965,0.0,88.0,0.94965,90.0,100.0,7494.4,9.0,0,0,-73.854496,40.833162,C
1395,70.0,126054.0,1928.0,1,100.0,79.4,4.2,0.0,79.5,0.0,0.96784,0.0,122.0,0.96784,90.0,100.0,10859.5,14.0,0,0,-73.854481,40.8332,C
1396,63.0,107340.0,1928.0,1,100.0,87.7,4.3,0.0,79.5,0.0,1.16452,0.0,125.0,1.16452,90.0,100.0,6415.4635607573155,15.0,0,0,-73.847756,40.845856,C
1404,9.0,56500.0,1926.0,1,100.0,110.8,7.3,0.0,79.5,0.0,0.99115,0.0,56.0,0.99115,90.0,100.0,5002.7,10.0,0,0,-73.878395,40.881313,D
1405,64.0,92000.0,1962.0,1,100.0,78.6,4.6,0.0,79.5,0.0,1.024377305866666,0.06797145653333335,45.58477333333333,0.7572401039999982,71.80354893328818,94.88406218655967,2306.4,3.0,0,0,-73.904431,40.8870975,C
1406,31.0,65200.0,1926.0,1,100.0,106.6,5.0,0.0,79.5,0.0,0.87423,0.0,57.0,0.87423,90.0,100.0,6853.4,11.0,0,0,-73.907271,40.848054,D
1407,46.0,79600.0,1927.0,1,100.0,98.3,4.1,0.0,79.5,0.0,0.99246,0.0,79.0,0.99246,90.0,100.0,9915.1,9.0,0,0,-73.895843,40.86762,D
1408,21.0,74830.0,1961.0,1,100.0,90.6,6.8,0.0,79.5,0.0,0.81518,0.0,61.0,0.81518,90.0,100.0,11437.0,8.0,0,0,-73.904448,40.872947,D
1410,39.0,106500.0,1928.0,1,100.0,96.0,3.7,0.0,79.5,0.0,0.83568,0.0,89.0,0.83568,90.0,100.0,9713.5,11.0,0,0,-73.881482,40.87606,D
1534,44.0,133990.0,1951.0,1,100.0,94.3,4.6,0.0,79.5,0.0,0.91798,0.91798,0.0,0.0,0.0,90.0,8314.6,6.0,0,0,-73.912142,40.8870975,D
1565,100.0,127000.0,1950.0,1,100.0,18.1,2.7,0.0,79.5,0.0,0.75591,0.0,96.0,0.75591,100.0,100.0,6487.7,11.0,0,0,-73.863894,40.853081,A
1572,86.0,227416.0,2000.0,1,100.0,67.5,4.0,0.0,79.5,0.0,1.024377305866666,0.06797145653333335,45.58477333333333,0.7572401039999982,71.80354893328818,94.88406218655967,6415.4635607573155,3.0,0,0,-73.882884,40.857872,A
1597,70.0,318060.0,1967.0,1,100.0,70.9,4.7,0.0,79.5,0.0,0.83318,0.83318,0.0,0.0,100.0,100.0,17571.0,4.0,0,0,-73.861578,40.876864,C
1608,66.0,70200.0,1927.0,1,100.0,74.4,4.9,0.0,79.5,0.0,0.8547,0.0,60.0,0.8547,90.0,100.0,3808.3,9.0,0,0,-73.82910461,40.854897,C
1629,43.0,115428.0,1928.0,1,100.0,96.5,4.3,0.0,79.5,0.0,1.19555,0.0,138.0,1.19555,0.0,100.0,8659.8,12.0,0,0,-73.897823,40.88308,D
1661,92.0,63600.0,1956.0,1,100.0,56.5,4.9,0.0,79.5,0.0,1.1478,0.0,73.0,1.1478,100.0,100.0,5794.4,7.0,0,0,-73.903781,40.846709,A
1662,83.0,124800.0,1964.0,1,100.0,68.8,3.3,0.0,79.5,0.0,0.82532,0.0,103.0,0.82532,100.0,100.0,9701.8,5.0,0,0,-73.920936,40.833726,B
1663,25.0,120515.0,1936.0,1,100.0,106.5,4.8,0.0,79.5,0.0,0.92934,0.0,112.0,0.92934,100.0,100.0,10560.7,14.0,0,0,-73.918042,40.832764,D
1664,28.0,72000.0,1936.0,1,100.0,105.4,3.7,0.0,79.5,0.0,0.93056,0.0,67.0,0.93056,100.0,100.0,6943.4,9.0,0,0,-73.917098,40.833496,D
1666,10.0,57000.0,1950.0,1,100.0,127.1,5.3,0.0,79.5,0.0,1.03509,0.0,59.0,1.03509,100.0,100.0,4719.4,9.0,0,0,-73.907076,40.852803,D
1667,70.0,57000.0,1935.0,1,100.0,78.3,4.0,0.0,79.5,0.0,0.96491,0.0,55.0,0.96491,100.0,100.0,3233.5,8.0,0,0,-73.907911,40.850031,C
1668,38.0,56400.0,1936.0,1,100.0,102.6,3.8,0.0,79.5,0.0,1.01064,0.0,57.0,1.01064,100.0,100.0,7036.9,8.0,0,0,-73.896063,40.859065,D
1669,62.0,66600.0,1954.0,1,100.0,85.8,3.5,0.0,79.5,0.0,0.88589,0.0,59.0,0.88589,100.0,100.0,5762.2,7.0,0,0,-73.888146,40.867511,C
1670,64.0,64800.0,1935.0,1,100.0,79.7,4.1,0.0,79.5,0.0,1.04938,0.0,68.0,1.04938,100.0,100.0,5047.3,8.0,0,0,-73.908477,40.848305,C
1672,66.0,66990.0,1940.0,1,100.0,93.8,5.032275006740363,0.0,79.5,0.0,0.76131,0.0,51.0,0.76131,0.0,90.0,4058.2,2.0,0,0,-73.885145,40.869871,C
1720,85.0,138752.0,1941.0,1,100.0,61.9,3.4,0.0,79.5,0.0,0.77837,0.0,108.0,0.77837,0.0,100.0,13483.8,13.0,0,0,-73.911364,40.840864,B
1728,65.0,83804.0,1930.0,1,100.0,80.8,3.5,0.0,79.5,0.0,0.93074,0.0,78.0,0.93074,0.0,100.0,8422.5,9.0,0,0,-73.924299,40.834637,C
1729,76.0,73799.0,1926.0,1,100.0,75.2,3.7,0.0,79.5,0.0,1.00272,0.0,74.0,1.00272,0.0,100.0,5651.5,8.0,0,0,-73.922266,40.830324,B
1734,44.0,85904.0,1941.0,1,100.0,89.5,3.5,0.0,79.5,0.0,0.83814,0.0,72.0,0.83814,0.0,100.0,9512.3,9.0,0,0,-73.913287,40.832908,D
1736,100.0,150822.0,1929.0,1,100.0,15.419,2.7,0.0,79.5,0.0,0.71608,0.0,108.0,0.71608,0.0,100.0,12571.9,8.0,0,0,-73.912176,40.842459,A
1737,100.0,55620.0,1926.0,1,100.0,30.6,4.7,0.0,79.5,0.0,0.98885,0.0,55.0,0.98885,0.0,100.0,6415.4635607573155,10.0,0,0,-73.924705,40.843456,A
1738,81.0,98580.0,1929.0,1,100.0,68.1,2.9,0.0,79.5,0.0,0.66951,0.0,66.0,0.66951,0.0,100.0,9436.3,9.0,0,0,-73.893454,40.867269,B
1739,69.0,89580.0,1926.0,1,100.0,80.6,3.1,0.0,79.5,0.0,0.65863,0.0,59.0,0.65863,0.0,100.0,7773.1,9.0,0,0,-73.891552,40.869716,C
1779,55.0,53856.0,1939.0,1,100.0,85.1,4.3,0.0,79.5,0.0,1.02124,0.0,55.0,1.02124,0.0,100.0,11265.3,9.0,0,0,-73.904752,40.847416,D
1780,59.0,65208.0,1954.0,1,100.0,87.6,3.6,0.0,79.5,0.0,0.84345,0.0,55.0,0.84345,0.0,100.0,5291.7,7.0,0,0,-73.906704,40.857361,C
1781,38.0,66822.0,1929.0,1,100.0,97.9,3.5,0.0,79.5,0.0,0.9877,0.0,66.0,0.9877,0.0,100.0,6024.4,7.0,0,0,-73.88589,40.87607,D
1782,69.0,71663.0,1950.0,1,100.0,74.3,3.1,0.0,79.5,0.0,0.85121,0.0,61.0,0.85121,0.0,100.0,6415.4635607573155,9.0,0,0,-73.902288,40.859175,C
1783,64.0,75644.0,1960.0,1,100.0,81.8,4.5,0.0,79.5,0.0,0.97827,0.0,74.0,0.97827,0.0,100.0,10040.9,9.0,0,0,-73.900224,40.851776,C
1784,93.0,86496.0,1952.0,1,100.0,49.3,2.8,0.0,79.5,0.0,0.73992,0.0,64.0,0.73992,0.0,100.0,5329.1,9.0,0,0,-73.91447,40.843139,A
1786,28.0,61182.0,1940.0,1,100.0,111.4,4.1,0.0,79.5,0.0,1.07875,0.0,66.0,1.07875,0.0,100.0,6415.4635607573155,15.0,0,0,-73.896607,40.857841,D
1790,44.0,114908.0,1964.0,1,100.0,100.1,5.5,0.0,79.5,0.0,1.04431,1.04431,0.0,0.0,0.0,100.0,10257.3,8.0,0,0,-73.855387,40.826883,D
1799,51.0,89479.0,1928.0,1,100.0,91.1,4.1,0.0,79.5,0.0,0.80466,0.0,72.0,0.80466,0.0,100.0,13351.8,10.0,0,0,-73.911205,40.841251,D
1802,75.0,144062.0,1938.0,1,100.0,69.4,3.9,0.0,79.5,0.0,0.77744,0.0,112.0,0.77744,0.0,100.0,12116.0,5.0,0,0,-73.909086,40.858118,B
1803,67.0,80031.0,1925.0,1,100.0,81.2,3.1,0.0,79.5,0.0,0.68723,0.0,55.0,0.68723,0.0,100.0,6415.4635607573155,13.0,0,0,-73.878176,40.878644,C
1805,100.0,56882.0,1930.0,1,100.0,22.8,4.8,0.0,79.5,0.0,0.87901,0.0,50.0,0.87901,0.0,100.0,5661.0,14.0,0,0,-73.905501,40.859342,A
1806,74.0,80649.0,1925.0,1,100.0,71.8,2.9,0.0,79.5,0.0,0.75636,0.0,61.0,0.75636,0.0,100.0,6415.4635607573155,9.0,0,0,-73.876487,40.872835,B
1810,56.0,59384.0,1930.0,1,100.0,87.3,4.2,0.0,79.5,0.0,0.99353,0.0,59.0,0.99353,0.0,100.0,6415.4635607573155,9.0,0,0,-73.915816,40.847474,C
1811,73.0,65342.0,1965.0,1,100.0,73.8,3.8,0.0,79.5,0.0,0.84173,0.0,55.0,0.84173,0.0,100.0,9524.9,5.0,0,0,-73.872291,40.879376,B
1812,30.0,55650.0,1930.0,1,100.0,93.3,6.3,0.0,79.5,0.0,0.93441,0.0,52.0,0.93441,0.0,100.0,6903.5,20.0,0,0,-73.88965,40.869673,D
1813,41.0,69229.0,1940.0,1,100.0,86.7,4.8,0.0,79.5,0.0,0.9678,0.0,67.0,0.9678,0.0,100.0,6415.4635607573155,18.0,0,0,-73.865194,40.871573,D
1814,34.0,119706.0,1937.0,1,100.0,95.3,4.4,0.0,79.5,0.0,0.91056,0.0,109.0,0.91056,0.0,100.0,16831.0,9.0,0,0,-73.917454,40.844033,D
1816,35.0,57432.0,1962.0,1,100.0,102.7,5.8,0.0,79.5,0.0,1.11436,0.0,64.0,1.11436,0.0,100.0,5901.4,5.0,0,0,-73.82910461,40.829554,D
1838,68.0,70053.0,1961.0,1,100.0,81.6,3.5,0.0,79.5,0.0,0.81367,0.0,57.0,0.81367,0.0,100.0,3285.4,5.0,0,0,-73.908863,40.886026,C
1977,68.0,64824.0,1947.0,1,100.0,99.6,5.032275006740363,0.0,79.5,0.0,0.97186,0.0,63.0,0.97186,0.0,90.0,6415.4635607573155,2.0,0,0,-73.882632,40.869586,C
1981,19.0,63090.0,1937.0,1,100.0,114.7,5.6,0.0,79.5,0.0,0.96687,0.0,61.0,0.96687,0.0,100.0,8272.0,8.0,0,0,-73.906172,40.850746,D
1986,45.0,107490.0,1927.0,1,100.0,78.3,4.2,0.0,79.5,0.0,0.61401,0.0,66.0,0.61401,0.0,100.0,13661.4,9.0,0,0,-73.922929,40.829185,D
1987,28.0,59290.0,1922.0,1,100.0,111.2,4.3,0.0,79.5,0.0,0.97824,0.0,58.0,0.97824,0.0,100.0,9394.8,15.0,0,0,-73.918858,40.833302,D
1988,13.0,53366.0,1926.0,1,100.0,126.4,5.4,0.0,79.5,0.0,1.23674,0.0,66.0,1.23674,0.0,100.0,12688.6,8.0,0,0,-73.923306,40.836846,D
1989,34.0,63790.0,1940.0,1,100.0,83.2,6.6,0.0,79.5,0.0,0.8622,0.0,55.0,0.8622,0.0,100.0,7217.2,8.0,0,0,-73.911081,40.842019,D
2000,16.0,53349.0,1962.0,1,100.0,134.6,7.3,0.0,79.5,0.0,1.53705,0.0,82.0,1.53705,0.0,100.0,841.9,4.0,0,0,-73.904492,40.872853,D
2001,34.0,78110.0,1927.0,1,100.0,100.6,3.7,0.0,79.5,0.0,0.90897,0.0,71.0,0.90897,0.0,100.0,6928.5,9.0,0,0,-73.880396,40.87462,D
2002,36.0,373981.63999999966,1965.0,1,100.0,105.5,4.3,0.0,79.5,0.0,0.86528,0.86528,0.0,0.0,0.0,100.0,31457.060000000063,15.0,0,0,-73.860891,40.824735,D
2004,63.0,234480.0,1965.0,1,100.0,84.0,6.1,0.0,79.5,0.0,1.09604,1.09604,0.0,0.0,0.0,100.0,30356.7,9.0,0,0,-73.868544,40.859569,C
2005,79.0,102399.0,1965.0,1,100.0,66.4,5.0,0.0,79.5,0.0,0.81055,0.81055,0.0,0.0,0.0,100.0,9049.2,5.0,0,0,-73.868459,40.862179,B
2006,33.0,88940.0,1964.0,1,100.0,82.3,6.0,0.0,79.5,0.0,0.79829,0.0,71.0,0.79829,0.0,100.0,6062.6,6.0,0,0,-73.845657,40.8870975,D
2007,62.0,153900.0,1927.0,1,100.0,75.5,3.9,0.0,79.5,0.0,0.76023,0.0,117.0,0.76023,0.0,100.0,13216.6,9.0,0,0,-73.903787,40.882648,C
2008,29.0,137495.0,1962.0,1,100.0,114.6,4.3,0.0,79.5,0.0,0.9964,0.9964,0.0,0.0,0.0,100.0,6415.4635607573155,5.0,0,0,-73.903711,40.882723,D
2009,100.0,73771.0,1964.0,1,100.0,19.7,4.6,0.0,79.5,0.0,0.74555,0.74555,0.0,0.0,0.0,100.0,6415.4635607573155,5.0,0,0,-73.903729,40.882731,A
2048,65.0,216875.0,1927.0,1,100.0,81.1,3.4,0.0,79.5,0.0,0.79769,0.0,173.0,0.79769,0.0,100.0,6415.4635607573155,31.61999999999989,0,0,-73.865867,40.851648,C
2053,54.0,54000.0,1928.0,1,100.0,83.7,5.1,0.0,79.5,0.0,1.0,0.0,54.0,1.0,0.0,100.0,4437.9,10.0,0,0,-73.82910461,40.845076,D
2095,94.0,60890.0,1931.0,1,100.0,47.8,5.3,0.0,79.5,0.0,1.18246,0.0,72.0,1.18246,0.0,100.0,8834.5,5.0,0,0,-73.881892,40.852612,A
2120,39.0,100000.0,1939.0,1,100.0,86.6,5.7,0.0,79.5,0.0,1.0,1.0,0.0,0.0,0.0,100.0,9606.1,8.0,0,0,-73.925483,40.826607,D
2130,65.0,52754.0,1928.0,1,100.0,77.0,3.9,0.0,79.5,0.0,0.92884,0.0,49.0,0.92884,100.0,100.0,3757.5,9.0,0,0,-73.880881,40.827771,C
2131,57.0,158399.0,2006.0,1,100.0,75.5,5.5,0.0,79.5,0.0,0.87122,0.0,138.0,0.87122,71.80354893328818,94.88406218655967,15727.0,10.0,0,0,-73.891897,40.828949,C
2132,32.0,171034.0,1928.0,1,100.0,100.1,4.2,0.0,79.5,0.0,0.91795,0.0,157.0,0.91795,50.0,100.0,19803.2,10.0,0,0,-73.918837,40.835879,D
2133,68.0,71840.0,1926.0,1,100.0,79.0,3.8,0.0,79.5,0.0,1.07183,0.0,77.0,1.07183,71.80354893328818,94.88406218655967,5548.3,9.0,0,0,-73.918334,40.836551,C
2134,4.0,50200.0,1925.0,1,100.0,141.2,8.5,0.0,79.5,0.0,1.1753,0.0,59.0,1.1753,50.0,100.0,10311.5,6.0,0,0,-73.914551,40.836252,D
2135,54.0,52730.0,1926.0,1,100.0,92.1,4.1,0.0,79.5,0.0,1.04305,0.0,55.0,1.04305,100.0,100.0,5689.3,7.0,0,0,-73.914167,40.836645,D
2136,12.0,75104.0,1941.0,1,100.0,113.1,6.6,0.0,79.5,0.0,0.93204,0.0,70.0,0.93204,100.0,100.0,9815.4,19.0,0,0,-73.910458,40.837759,D
2137,13.0,66554.0,1941.0,1,100.0,105.0,7.8,0.0,79.5,0.0,0.9466,0.0,63.0,0.9466,100.0,100.0,6415.4635607573155,16.0,0,0,-73.911184,40.838196,D
2138,43.0,58885.0,1923.0,1,100.0,101.7,5.1,0.0,79.5,0.0,1.00195,0.0,59.0,1.00195,100.0,100.0,7883.0,8.0,0,0,-73.916562,40.840212,D
2139,71.0,56832.0,1926.0,1,100.0,80.6,3.1,0.0,79.5,0.0,0.95017,0.0,54.0,0.95017,100.0,100.0,4373.1,9.0,0,0,-73.915871,40.841186,B
2140,100.0,87146.0,1927.0,1,100.0,37.0,4.7,0.0,79.5,0.0,0.99832,0.0,87.0,0.99832,100.0,100.0,10237.1,5.0,0,0,-73.914813,40.848969,A
2141,45.0,81826.0,1927.0,1,100.0,89.8,5.7,0.0,79.5,0.0,1.03879,0.0,85.0,1.03879,100.0,100.0,9894.4,5.0,0,0,-73.914646,40.849218,D
2142,68.0,66332.0,1929.0,1,100.0,64.6,4.7,0.0,79.5,0.0,0.87439,0.0,58.0,0.87439,100.0,100.0,5054.7,12.0,0,0,-73.858906,40.832358,C
2143,80.0,77990.0,1921.0,1,100.0,74.2,3.4,0.0,79.5,0.0,0.8078,0.0,63.0,0.8078,100.0,100.0,6415.4635607573155,5.0,0,0,-73.910742,40.855322,B
2145,12.0,68570.0,1922.0,1,100.0,112.4,7.8,0.0,79.5,0.0,1.06461,0.0,73.0,1.06461,100.0,100.0,7392.1,19.0,0,0,-73.901957,40.863146,D
2146,17.0,60290.0,1926.0,1,100.0,110.8,7.5,0.0,79.5,0.0,1.17764,0.0,71.0,1.17764,100.0,100.0,5506.0,20.0,0,0,-73.879204,40.881912,D
2148,65.0,51990.0,1930.0,1,100.0,82.9,3.2,0.0,79.5,0.0,0.80785,0.0,42.0,0.80785,100.0,100.0,3289.9,11.0,0,0,-73.878333,40.883692,C
2150,62.0,75914.0,1925.0,1,100.0,79.0,4.7,0.0,79.5,0.0,1.01431,0.0,77.0,1.01431,100.0,100.0,6415.4635607573155,17.0,0,0,-73.906435,40.812345,C
2152,27.0,76610.0,1937.0,1,100.0,108.9,5.9,0.0,79.5,0.0,1.34447,0.0,103.0,1.34447,100.0,100.0,8914.0,11.0,0,0,-73.909405,40.815122,D
2153,69.0,69622.0,1910.0,1,100.0,79.9,4.1,0.0,79.5,0.0,1.01979,0.0,71.0,1.01979,100.0,100.0,6415.4635607573155,26.0,0,0,-73.898886,40.81875,C
2157,27.0,67800.0,1929.0,1,100.0,97.9,6.4,0.0,79.5,0.0,0.9882,0.0,67.0,0.9882,0.0,100.0,6415.4635607573155,7.0,0,0,-73.877675,40.826294,D
2185,33.0,157850.0,1964.0,1,100.0,100.4,4.3,0.0,79.5,0.0,0.79189,0.79189,0.0,0.0,0.0,100.0,11763.9,5.0,0,0,-73.921759,40.849424,D
2186,70.0,157625.0,1964.0,1,100.0,76.2,3.7,0.0,79.5,0.0,0.65345,0.65345,0.0,0.0,0.0,100.0,10354.5,5.0,0,0,-73.917347,40.854224,C
2187,70.0,242807.0,1967.0,1,100.0,77.7,4.4,0.0,79.5,0.0,0.85665,0.85665,0.0,0.0,0.0,100.0,16344.2,6.0,0,0,-73.860859,40.824694,C
2189,40.0,373981.63999999966,1967.0,1,100.0,90.9,4.2,0.0,79.5,0.0,0.85956,0.85956,0.0,0.0,0.0,100.0,26413.0,9.0,0,0,-73.855483,40.826123,D
2190,38.0,161419.0,1941.0,1,100.0,95.3,4.4,0.0,79.5,0.0,0.96023,0.96023,0.0,0.0,0.0,100.0,16397.3,2.0,0,0,-73.874874,40.830664,D
2191,67.0,242400.0,1971.0,1,100.0,79.5,4.3,0.0,79.5,0.0,0.97772,0.97772,0.0,0.0,0.0,100.0,17448.8,7.0,0,0,-73.864481,40.850331,C
2255,43.0,109499.0,1941.0,1,95.0,91.9,3.3,0.0,79.5,0.0,1.03197,0.0,48.0,0.43836,70.0,70.0,3371.5,10.0,0,0,-73.922939,40.826276,D
2257,43.0,68250.0,1959.0,1,100.0,99.8,3.4,0.0,79.5,0.0,0.90842,0.0,20.0,0.29304,80.0,80.0,5513.1,5.0,0,0,-73.862905,40.85569,D
2260,13.0,373981.63999999966,1966.0,1,100.0,126.3,5.1,0.0,79.5,0.0,1.03597,1.03597,0.0,0.0,0.0,100.0,31457.060000000063,10.0,0,0,-73.851267,40.819333,D
2275,93.0,95061.0,1949.0,1,100.0,68.7,4.1,0.0,79.5,0.0,0.82053,0.0,78.0,0.82053,90.0,100.0,3872.7,3.0,0,0,-73.90422,40.8870975,A
2277,34.0,69441.0,1937.0,1,100.0,114.5,4.2,0.0,79.5,0.0,0.95045,0.0,66.0,0.95045,90.0,100.0,4180.8,8.0,0,0,-73.908998,40.882683,D
2278,79.0,312000.0,1955.0,1,100.0,64.1,3.4,0.0,79.5,0.0,0.69231,0.69231,0.0,0.0,90.0,100.0,9773.3,5.0,0,0,-73.912248,40.886429,B
2279,64.0,67987.0,1970.0,1,100.0,77.5,4.0,0.0,79.5,0.0,0.97077,0.0,66.0,0.97077,90.0,100.0,3852.3,5.0,0,0,-73.90793,40.883355,C
2292,82.0,92161.0,1954.0,1,100.0,64.8,3.3,0.0,79.5,0.0,0.74869,0.0,69.0,0.74869,0.0,100.0,2299.5,5.0,0,0,-73.918291,40.880741,B
2295,89.0,100488.0,1954.0,1,100.0,61.6,3.4,0.0,79.5,0.0,0.84587,0.0,85.0,0.84587,0.0,100.0,4653.5,11.0,0,0,-73.911459,40.884197,A
2299,80.0,80000.0,1962.0,1,100.0,76.0,3.4,0.0,79.5,0.0,0.8,0.0,64.0,0.8,90.0,100.0,2177.6,5.0,0,0,-73.902473,40.8870975,B
2300,70.0,57529.0,1969.0,1,100.0,86.0,3.7,0.0,79.5,0.0,1.04295,0.0,60.0,1.04295,90.0,100.0,2820.4,5.0,0,0,-73.896517,40.8870975,C
2304,55.0,64510.0,1954.0,1,100.0,88.7,4.3,0.0,79.5,0.0,0.80608,0.0,52.0,0.80608,0.0,100.0,2106.4,8.0,0,0,-73.911082,40.8870975,D
2312,38.0,61528.0,1953.0,1,100.0,104.5,5.1,0.0,79.5,0.0,1.12144,1.1129189999999995,0.0,0.0,0.0,100.0,3441.9,5.0,0,0,-73.919747,40.881931,D
2444,67.0,249248.0,1957.0,1,100.0,81.4,4.2,0.0,79.5,0.0,0.80643,0.0,190.0,0.80643,0.0,100.0,10134.3,3.0,0,0,-73.856551,40.8870975,C
2517,59.0,153600.0,1963.0,1,100.0,76.3,3.7,0.0,79.5,0.0,0.79427,0.79427,0.0,0.0,0.0,100.0,4719.5,4.0,0,0,-73.911425,40.8870975,C
2626,20.0,66000.0,1928.0,1,100.0,96.4,6.3,0.0,79.5,0.0,0.90909,0.0,60.0,0.90909,90.0,100.0,10475.1,14.0,0,0,-73.8646,40.838167,D
