,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
23218,67,61620.0,1923.0,1,100,4.5,0.8,276948.1,233.1,5.0,3.8,79.5,0.0,0.0,1.96365,1.03862,0.0,64.0,1.03862,90.0,100.0,5691.9,8.0,0,0,207.0,425.0,-73.880408,40.871942
23219,47,68500.0,1931.0,1,100,4.2,0.7,288498.9,252.3,4.9,3.7,79.5,0.0,0.0,1.12409,0.90511,0.0,62.0,0.90511,90.0,100.0,5660.5,10.0,0,0,207.0,421.0,-73.883947,40.88263
23220,66,51896.0,1941.0,1,100,3.9,0.7,200972.5,181.0,4.6,3.5,79.5,0.0,0.0,1.34885,0.96347,0.0,50.0,0.96347,90.0,100.0,4594.425778134381,10.0,0,0,207.0,40303.0,-73.895603,40.869044
23221,28,38040.0,1937.0,1,100,5.6,0.9,213521.2,172.8,6.1,4.5,79.5,0.0,0.0,1.31441,1.28812,0.0,49.0,1.28812,90.0,100.0,7843.7,7.0,0,0,201.0,73.0,-73.909655,40.81442
23222,67,50934.0,1929.0,1,100,4.4,0.7,225485.2,173.9,4.6,3.4,79.5,0.0,0.0,1.39396,1.19763,0.0,61.0,1.19763,90.0,100.0,4594.425778134381,8.0,0,0,212.0,420.0,-73.858972,40.88786849
23223,36,42294.0,1928.0,1,100,4.4,1.0,184252.7,200.3,6.0,4.7,79.5,0.0,0.0,1.46593,1.15856,0.0,49.0,1.15856,90.0,100.0,5967.2,8.0,0,0,212.0,418.0,-73.859332,40.88786849
23230,46,27130.0,2004.0,1,100,7.4,1.0,200574.6,129.6,6.9,4.8,79.5,0.0,0.0,2.101,1.7787370479999998,0.0,57.0,1.6374015279999985,100.0,100.0,4594.425778134381,5.0,0,0,202.0,85.0,-73.898261,40.814361
23240,90,29104.0,1922.0,1,100,3.9,0.8,113247.9,121.5,5.3,4.2,79.5,0.0,0.0,3.6028925599999995,1.0995,0.0,32.0,1.0995,90.0,100.0,5891.3,7.0,0,0,207.0,413.0,-73.886639,40.871531
23251,77,97510.0,1940.0,1,100,4.2,0.5,416112.3,239.8,3.6,2.4,79.5,0.0,0.0,0.91273,0.91273,0.0,89.0,0.91273,90.0,100.0,4594.425778134381,9.0,0,0,207.0,265.0,-73.89921,40.865169
23252,100,61653.0,1920.0,1,100,4.2,0.1,257161.1,29.5,1.7,0.5,79.5,0.0,0.0,0.92453,0.92453,0.0,57.0,0.92453,90.0,100.0,9475.2,10.0,0,0,207.0,263.0,-73.903788,40.864553
23253,56,34668.0,1924.0,1,100,4.0,0.8,137061.5,128.4,4.8,3.7,79.5,0.0,0.0,1.09611,1.09611,0.0,38.0,1.09611,90.0,100.0,3090.6,8.0,0,0,207.0,413.0,-73.885171,40.873289
23254,95,36380.0,1924.0,1,100,3.2,0.1,115063.3,101.7,3.7,2.8,79.5,0.0,0.0,0.98955,0.98955,0.0,36.0,0.98955,90.0,100.0,4594.425778134381,8.0,0,0,207.0,419.0,-73.880249,40.87795
23296,57,29981.0,1922.0,1,100,5.5,0.8,163507.1,121.9,5.5,4.1,79.5,0.0,0.0,2.13468,1.03399,0.0,31.0,1.03399,90.0,100.0,4594.425778134381,5.0,0,0,205.0,23301.0,-73.909271,40.849651
23297,9,31125.0,1927.0,1,100,5.6,0.1,175451.9,230.7,8.9,7.4,79.5,0.0,0.0,1.06024,0.96386,0.0,30.0,0.96386,90.0,100.0,4594.425778134381,8.0,0,0,205.0,241.0,-73.90809,40.851689
23298,35,31125.0,1927.0,1,100,4.4,0.1,135882.6,230.3,8.6,7.4,79.5,0.0,0.0,1.89558,0.96386,0.0,30.0,0.96386,90.0,100.0,4594.425778134381,6.0,0,0,205.0,241.0,-73.908028,40.851755
23299,33,28875.0,1926.0,1,100,6.5,0.7,186778.9,98.4,5.2,3.4,79.5,0.0,0.0,1.17749,1.00433,0.0,29.0,1.00433,90.0,100.0,4594.425778134381,7.0,0,0,205.0,241.0,-73.908078,40.852458
23301,92,72600.0,1991.0,1,100,3.1,0.5,223529.7,183.7,3.4,2.5,79.5,0.0,0.0,1.1708,0.576604772,0.0,39.0,0.53719,90.0,100.0,2323.5,5.0,0,0,205.0,21502.0,-73.914664,40.849227
23303,94,106450.0,1915.0,1,100,4.0,0.4,428245.7,251.6,3.4,2.4,79.5,0.0,0.0,1.78488,1.05214,0.0,112.0,1.05214,90.0,100.0,4594.425778134381,6.0,0,0,205.0,23301.0,-73.908169,40.849197
23305,50,46896.0,1913.0,1,100,5.8,0.8,274110.5,180.3,5.4,3.8,79.5,0.0,0.0,1.87649,0.87428,0.0,41.0,0.87428,90.0,100.0,4594.425778134381,6.0,0,0,205.0,241.0,-73.906705,40.851951
23306,46,55350.0,1925.0,1,100,5.7,0.8,315246.4,231.1,5.7,4.2,79.5,0.0,0.0,1.95122,0.88528,0.0,49.0,0.88528,90.0,100.0,4594.425778134381,5.0,0,0,205.0,241.0,-73.907445,40.852399
23309,58,32940.0,1913.0,1,100,4.2,0.8,138985.5,146.3,5.6,4.4,79.5,0.0,0.0,2.034,0.91075,0.0,30.0,0.91075,90.0,100.0,4594.425778134381,5.0,0,0,205.0,241.0,-73.906531,40.852143
23311,100,37090.0,1924.0,1,100,4.4,0.0,163011.3,9.6,1.4,0.3,79.5,0.0,0.0,1.5368,1.37503,0.0,51.0,1.37503,90.0,100.0,2192.1,7.0,0,0,205.0,22701.0,-73.910375,40.84837
23312,11,28418.0,1923.0,1,100,4.5,1.3,128654.5,183.5,7.7,6.5,79.5,0.0,0.0,1.65388,0.80935,0.0,23.0,0.80935,90.0,100.0,1856.4,6.0,0,0,205.0,23301.0,-73.908137,40.851143
23314,34,166379.0,2006.0,1,100,5.3,0.5,879471.5,433.8,4.0,2.6,79.5,0.0,0.0,0.7639919039999999,0.576604772,0.39067,0.0,0.0,73.35970197368421,95.78447655077947,6012.8,3.0,3,0,208.0,30701.0,-73.911938,40.88786849
23332,12,47530.0,1931.0,1,100,5.5,0.9,262776.7,213.4,6.0,4.5,79.5,0.0,0.0,1.39996,1.20008,0.0,0.0,0.0,73.35970197368421,95.78447655077947,6191.1,8.0,0,0,206.0,363.0,-73.880978,40.846529
23333,100,142939.0,2018.0,1,100,4.4,0.0,628723.7,23.3,1.4,0.2,79.5,0.0,0.0,1.63706,1.09837,1.09837,0.0,0.0,73.35970197368421,95.78447655077947,10811.0,8.0,5,0,201.0,63.0,-73.92822874,40.818796
23334,1,74594.0,1929.0,1,100,6.3,1.7,472033.3,564.3,9.4,7.6,79.5,0.0,0.0,1.39998,1.19996,0.0,0.0,0.0,73.35970197368421,95.78447655077947,16419.4,10.0,0,0,204.0,18102.0,-73.919327,40.83095
23335,98,77812.0,1929.0,1,100,5.8,0.1,453323.2,21.4,1.9,0.3,79.5,0.0,0.0,1.40004,1.19994,0.0,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,8.0,0,0,204.0,18102.0,-73.919226,40.83112
23337,58,25280.0,2018.0,1,100,7.104354130776716,0.9,872669.6045350895,111.3,4.9,4.4,79.5,0.0,0.0,1.42405,1.66139,0.0,24.0,0.94937,0.0,100.0,28492.038679999983,3.0,0,0,205.0,23502.0,-73.90400700000001,40.850297
23338,58,28595.0,2017.0,1,100,2.2,0.3,63461.9,39.7,2.0,1.4,79.5,0.0,0.0,1.3999,1.46879,0.0,24.0,0.83931,0.0,100.0,28492.038679999983,3.0,0,0,204.0,22902.0,-73.906734,40.844019
23339,84,117477.0,2017.0,1,100,5.4,0.4,700746.6,244.7,3.4,1.9,79.5,0.0,0.0,1.32792,0.81718,0.0,96.0,0.81718,90.0,100.0,4186.2,6.0,0,0,201.0,51.0,-73.927649,40.811367
23340,100,350049.0,2017.0,1,90,3.6,0.1,1334953.6,105.3,1.3,0.3,79.5,0.0,0.0,1.49693,0.87131,0.87131,0.0,0.0,90.0,100.0,4594.425778134381,5.0,0,0,203.0,141.0,-73.91247,40.824479
23343,95,40454.0,2018.0,1,90,4.3,0.4,190549.6,88.6,3.2,2.0,79.5,0.0,0.0,1.9034,1.03822,0.0,42.0,1.03822,90.0,100.0,2910.8,5.0,0,0,203.0,123.0,-73.891367,40.832632
23360,100,59546.0,1937.0,1,100,3.3,0.1,196408.3,31.7,1.5,0.5,79.5,0.0,0.0,0.89007,0.89007,0.0,53.0,0.89007,90.0,100.0,4594.425778134381,10.0,0,0,211.0,22404.0,-73.866537,40.850795
23361,53,41250.0,1924.0,1,100,7.0,0.9,289608.7,185.0,6.4,4.5,79.5,0.0,0.0,3.6028925599999995,1.11515,0.0,12.0,0.29091,100.0,100.0,7730.9,9.0,0,0,205.0,21502.0,-73.91513,40.846985
23371,72,60000.0,2006.0,1,100,4.5,0.6,268034.1,176.7,4.2,2.9,79.5,0.0,0.0,1.38333,0.9,0.0,54.0,0.9,0.0,0.0,5944.0,6.0,0,0,205.0,243.0,-73.911461,40.852603
23375,16,32028.0,2009.0,1,100,9.1,1.5,290092.0,233.9,9.8,7.3,79.5,0.0,0.0,2.96616,1.7787370479999998,0.0,75.0,1.6374015279999985,73.35970197368421,95.78447655077947,5056.8,2.0,2,0,203.0,185.0,-73.906953,40.827268
23376,2,23176.0,2008.0,1,100,14.258319999999992,1.0,410437.3,114.3,9.8,4.9,79.5,0.0,0.0,2.07111,1.7787370479999998,0.0,48.0,1.6374015279999985,100.0,100.0,4594.425778134381,3.0,4,0,205.0,21502.0,-73.916398,40.847134
23377,85,24392.0,1909.7084,1,100,5.7,0.6,138478.8,66.6,4.3,2.7,79.5,0.0,0.0,2.04985,1.47589,0.0,36.0,1.47589,73.35970197368421,95.78447655077947,4594.425778134381,3.0,3,0,201.0,73.0,-73.907033,40.813487
23378,5,30840.0,1909.7084,1,100,6.5,0.5096468802428696,199622.7,287.8,11.1,9.3,79.5,0.0,0.0,1.62127,0.97276,0.0,30.0,0.97276,73.35970197368421,95.78447655077947,3710.3,3.0,1,0,202.0,12901.0,-73.899992,40.823568
23383,100,176233.0,2015.0,1,100,3.3,0.2,604228.0,220.5,2.2,1.2,79.5,0.0,0.0,1.35616,1.11216,1.11216,0.0,0.0,73.35970197368421,95.78447655077947,8619.9,8.0,5,0,203.0,157.0,-73.885201,40.832837
23385,96,174046.0,1909.7084,1,100,4.9,0.2,846895.5,208.4,2.6,1.2,79.5,0.0,0.0,1.14912,0.576604772,0.57456,0.0,0.0,73.35970197368421,95.78447655077947,12895.4,7.0,5,0,203.0,157.0,-73.8851,40.833004
23393,29,25695.0,1931.0,1,100,7.3,0.9,187189.9,111.3,6.3,4.3,79.5,0.0,0.0,1.5178,1.47889,0.0,38.0,1.47889,73.35970197368421,95.78447655077947,2235.9,5.0,3,0,203.0,157.0,-73.886714,40.833772
23394,43,44750.0,1925.0,1,100,6.9,0.8,307729.4,170.0,5.7,3.8,79.5,0.0,0.0,1.78771,1.38548,0.0,62.0,1.38548,73.35970197368421,95.78447655077947,4594.425778134381,4.0,3,0,203.0,157.0,-73.886776,40.833709
23418,92,162022.0,2015.0,1,100,4.1,0.3,666230.0,256.5,2.7,1.6,79.5,0.0,0.0,0.86408,0.74064,0.0,120.0,0.74064,0.0,0.0,4594.425778134381,6.0,0,0,202.0,12901.0,-73.900336,40.822745
23420,58,68090.0,1950.0,1,100,4.1,0.5096468802428696,280111.3,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.52724,1.01336,0.0,69.0,1.01336,90.0,100.0,7724.4,10.0,0,0,208.0,309.0,-73.909426,40.876181
23421,18,52510.0,1926.0,1,95,8.4,0.6,441621.8,167.1,5.5,3.2,79.5,0.0,0.0,1.18073,0.85698,0.0,45.0,0.85698,90.0,100.0,7379.9,13.0,0,0,202.0,117.0,-73.885946,40.816057
23427,100,26235.0,1926.0,1,100,3.8,0.0,100593.2,38.7,2.6,1.5,79.5,0.0,0.0,1.60092,1.06728,0.0,28.0,1.06728,90.0,100.0,4594.425778134381,8.0,0,0,209.0,92.0,-73.853321,40.831618
23445,58,54014.0,1939.0,1,100,2.7,0.0,143745.8,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.27282,0.72204,0.0,39.0,0.72204,90.0,100.0,3863.8,7.0,0,0,204.0,63.0,-73.927003,40.823976
23446,58,47850.0,1929.0,1,100,3.3,0.0,157803.9,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.33671,1.02403,0.0,49.0,1.02403,90.0,100.0,4352.2,7.0,0,0,209.0,72.0,-73.863317,40.831177
23449,58,30360.0,1928.0,1,100,4.3,0.1,130601.5,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,2.14098,1.28458,0.0,0.0,0.0,90.0,100.0,6220.1,7.0,0,0,209.0,48.0,-73.87514,40.827711
23450,88,110276.0,2015.0,1,100,5.5,0.4,607701.0,227.4,3.6,2.1,79.5,0.0,0.0,1.3965,1.3965,1.112238732,0.0,0.0,73.35970197368421,95.78447655077947,6487.6,5.0,4,0,203.0,185.0,-73.902773,40.829145
23451,58,51051.0,1937.0,1,100,3.1,0.0,159305.0,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.27265,0.82271,0.0,42.0,0.82271,90.0,100.0,5279.8,7.0,0,0,207.0,40303.0,-73.895196,40.869889
23452,58,101640.0,1927.0,1,100,3.9,0.5096468802428696,391784.5,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.27273,0.80677,0.0,82.0,0.80677,90.0,100.0,10093.5,9.0,0,0,208.0,26702.0,-73.899936,40.872515
23453,58,40590.0,1926.0,1,100,4.2,0.5096468802428696,170109.1,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.27273,0.96083,0.0,39.0,0.96083,90.0,100.0,4186.6,14.0,0,0,207.0,40702.0,-73.885239,40.867401
23454,58,59400.0,1923.0,1,100,3.8,0.5096468802428696,225968.2,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.27273,0.92593,0.0,55.0,0.92593,90.0,100.0,8360.1,9.0,0,0,207.0,40701.0,-73.889601,40.870974
23455,58,71500.0,1926.0,1,100,3.6,0.5096468802428696,258019.2,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.27273,0.90909,0.0,65.0,0.90909,90.0,100.0,8801.6,16.0,0,0,207.0,421.0,-73.882063,40.880784
23456,58,47597.0,1922.0,1,100,3.9,0.1,185025.0,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.27277,1.09251,0.0,52.0,1.09251,90.0,100.0,4594.425778134381,7.0,0,0,207.0,39901.0,-73.895366,40.862959
23459,58,35200.0,1917.0,1,100,4.7,0.1,164365.3,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.27273,1.02273,0.0,36.0,1.02273,90.0,100.0,6276.9,7.0,0,0,207.0,263.0,-73.90307,40.865672
23462,58,29700.0,1925.0,1,100,6.4,0.1,189924.4,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.27273,1.21212,0.0,36.0,1.21212,90.0,100.0,4594.425778134381,10.0,0,0,204.0,211.0,-73.92517,40.840679
23463,58,48400.0,1920.0,1,100,3.8,0.5096468802428696,185242.5,264.6575215753793,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.27273,0.95041,0.0,46.0,0.95041,90.0,100.0,4594.425778134381,8.0,0,0,207.0,40303.0,-73.893042,40.869583
23488,96,104270.0,1950.0,1,100,2.4,0.5,247004.2,261.9,3.2,2.5,79.5,0.0,0.0,1.29472,0.70011,0.0,73.0,0.70011,90.0,100.0,3292.2,8.0,0,0,207.0,415.0,-73.88313,40.870405
23512,58,22184.184,1910.0,1,100,13.2,0.9,119184.7,41.7,8.2,4.6,79.5,0.0,0.0,1.88889,0.88889,0.0,0.0,0.0,73.35970197368421,95.78447655077947,694.5,4.0,4,0,205.0,23302.0,-73.903653,40.847574
23513,58,22184.184,1910.0,1,100,9.3,0.8,104074.8,44.8,6.5,4.0,79.5,0.0,0.0,1.3369,0.71301,0.0,0.0,0.0,73.35970197368421,95.78447655077947,792.9,4.0,3,0,205.0,23302.0,-73.90358,40.847818
23514,8,43905.0,2011.0,1,100,11.1,0.8,486720.0,167.7,6.8,3.8,79.5,0.0,0.0,1.73101,1.73101,0.0,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,4.0,3,0,208.0,273.0,-73.90397,40.870731
23563,89,116897.0,2018.0,1,90,5.3,0.3,625348.2,198.9,3.2,1.7,79.5,0.0,0.0,1.19764,1.07787,0.0,126.0,1.07787,73.35970197368421,95.78447655077947,5008.6,5.0,0,0,204.0,209.0,-73.914056,40.841459
23607,57,141721.0,1953.0,2,100,4.7,0.8,664289.6,574.9,5.4,4.1,79.5,0.0,0.0,1.76403,0.86085,0.0,122.0,0.86085,100.0,100.0,6422.8,5.0,0,0,208.0,297.0,-73.910806,40.882613
23615,72,76166.0,2018.0,1,100,4.5,0.7,345135.8,240.9,4.4,3.2,79.5,0.0,0.0,1.56238,1.05034,0.0,80.0,1.05034,70.0,100.0,4594.425778134381,5.0,0,0,207.0,42901.0,-73.874224,40.874213
23627,98,30800.0,1926.0,1,100,0.9,0.0,47521.25312000001,125.5,4.2,4.1,79.5,0.0,0.0,1.3961,1.16883,0.0,8.0,0.25974,0.0,100.0,4143.1,3.0,0,0,204.0,199.0,-73.925585,40.838439
23628,95,25460.0,1920.0,1,100,0.9,0.5096468802428696,47521.25312000001,133.1,5.3,5.2,79.5,0.0,0.0,1.61037,1.25687,0.0,7.0,0.27494,0.0,0.0,579.7688,2.0,0,0,201.0,31.0,-73.919302,40.8075377
23647,47,96075.0,1995.0,1,100,5.1,0.8,487247.0,373.8,5.3,3.9,79.5,0.0,0.0,1.24902,1.23862,0.0,119.0,1.23862,73.35970197368421,95.78447655077947,4383.9,4.0,5,0,205.0,23502.0,-73.904312,40.849669
23681,100,186120.0,2018.0,1,100,0.9,0.3,47521.25312000001,299.2,1.6,1.6,79.5,0.0,0.0,1.53127,0.87578,0.87578,0.0,0.0,73.35970197368421,95.78447655077947,6949.4,4.0,5,0,206.0,361.0,-73.879643,40.843437
23686,4,37500.0,1959.0,1,100,8.0,0.0,301734.1,391.2,12.6,10.4,79.5,0.0,0.0,2.26667,1.7787370479999998,0.0,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,4.0,3,0,204.0,201.0,-73.92822874,40.840052
23698,46,50700.0,1928.0,1,100,5.1,0.8,259297.4,206.7,5.5,4.1,79.5,0.0,0.0,1.53846,1.20316,0.0,61.0,1.20316,90.0,100.0,4594.425778134381,14.0,0,0,209.0,5002.0,-73.880623,40.826673
23699,29,50700.0,1939.0,1,100,4.8,0.5096468802428696,244851.6,239.8,6.1,4.7,79.5,0.0,0.0,1.22288,1.22288,0.0,62.0,1.22288,90.0,100.0,4594.425778134381,21.0,0,0,209.0,5002.0,-73.879931,40.825857
23702,34,44590.0,1925.0,1,95,4.5,1.0,201614.3,213.8,6.1,4.8,79.5,0.0,0.0,1.41287,1.21103,0.0,54.0,1.21103,0.0,100.0,4594.425778134381,8.0,0,0,205.0,39902.0,-73.896193,40.861516
23707,69,122607.0,1999.0,1,100,5.2,0.7,640925.8,413.9,4.8,3.4,79.5,0.0,0.0,2.05535,0.9298,0.0,114.0,0.9298,0.0,0.0,4594.425778134381,6.0,0,0,201.0,2702.0,-73.916152,40.8075377
23708,41,54365.0,2010.0,1,100,7.7,0.6,416637.4,185.5,5.5,3.4,79.5,0.0,0.0,1.47154,1.47154,0.0,80.0,1.47154,73.35970197368421,95.78447655077947,7025.6,3.0,3,0,206.0,385.0,-73.893631,40.854139
23717,17,57000.0,1913.0,1,100,6.2,0.7,361019.6,304.2,7.0,5.2,79.5,0.0,0.0,1.21053,1.21053,0.0,69.0,1.21053,90.0,100.0,6504.9,7.0,0,0,206.0,389.0,-73.885398,40.85693
23718,66,47037.0,1912.0,1,100,4.6,0.6,217349.5,120.0,3.9,2.6,79.5,0.0,0.0,0.91417,0.91417,0.0,43.0,0.91417,90.0,100.0,2432.7,6.0,0,0,206.0,389.0,-73.885752,40.855396
23721,49,151155.0,1963.0,1,100,5.6,0.0,843597.9,776.1,6.7,5.1,79.5,0.0,0.0,1.62085,0.87989,0.87989,0.0,0.0,90.0,100.0,9718.7,3.0,0,0,209.0,4001.0,-73.856386,40.827716
23730,54,120680.0,1929.0,1,100,2.5,0.8,306067.2,455.8,4.5,3.8,79.5,0.0,0.0,0.77892,0.77892,0.0,94.0,0.77892,90.0,100.0,18932.4,8.0,0,0,204.0,201.0,-73.925861,40.840141
23732,21,67114.0,1927.0,1,100,4.6,0.5096468802428696,306082.2,367.0,6.8,5.5,79.5,0.0,0.0,1.6688,0.9089,0.0,61.0,0.9089,90.0,100.0,4594.425778134381,8.0,0,0,204.0,17901.0,-73.915424,40.834562
23733,27,63535.0,1927.0,1,100,4.1,1.0,262450.7,328.5,6.3,5.2,79.5,0.0,0.0,1.49524,0.92862,0.0,59.0,0.92862,90.0,100.0,4594.425778134381,10.0,0,0,204.0,17901.0,-73.915308,40.83476
23736,24,69321.0,1927.0,2,95,6.8,0.9,474736.5,310.1,6.4,4.5,79.5,0.0,0.0,1.60125,1.31273,0.0,91.0,1.31273,100.0,100.0,6647.4,27.0,0,0,209.0,218.0,-73.867135,40.837525
23769,7,34554.0,2003.0,1,100,11.4,0.8,392428.5,142.1,7.2,4.1,79.5,0.0,0.0,1.44701,1.44701,0.0,50.0,1.44701,73.35970197368421,95.78447655077947,4594.425778134381,3.0,3,0,203.0,133.0,-73.902864,40.823351
23770,66,33357.0,2015.0,1,100,8.3,0.5,276460.0,83.4,4.8,2.5,79.5,0.0,0.0,1.70879,1.70879,0.0,57.0,1.6374015279999985,73.35970197368421,95.78447655077947,2476.1,4.0,5,0,207.0,411.0,-73.887711,40.874705
23776,55,79296.0,1964.0,1,100,3.7,0.7,296323.9,285.5,4.7,3.6,79.5,0.0,0.0,1.13499,0.87016,0.0,69.0,0.87016,0.0,0.0,4594.425778134381,5.0,0,0,208.0,29301.0,-73.921025,40.880351
23777,61,47880.0,1939.0,1,100,3.4,0.7,161738.6,172.3,4.5,3.6,79.5,0.0,0.0,1.06516,0.93985,0.0,45.0,0.93985,0.0,0.0,2272.1,8.0,0,0,208.0,335.0,-73.905175,40.887716
23794,23,63420.0,2010.0,1,100,6.0,0.8,378009.0,264.0,5.8,4.2,79.5,0.0,0.0,1.08798,1.08798,0.0,69.0,1.08798,90.0,100.0,4594.425778134381,6.0,0,0,205.0,20501.0,-73.922184,40.847555
23795,99,65765.0,1924.0,1,100,5.0,0.1,326400.0,24.8,1.7,0.4,79.5,0.0,0.0,0.91234,0.91234,0.0,60.0,0.91234,90.0,100.0,5211.6,5.0,0,0,205.0,21501.0,-73.919118,40.84856
23796,41,77000.0,1928.0,1,100,5.6,0.6,430809.6,221.7,4.4,2.9,79.5,0.0,0.0,0.85714,0.85714,0.0,66.0,0.85714,90.0,100.0,9590.0,5.0,0,0,205.0,21501.0,-73.918289,40.849603
23802,32,43267.0,1927.0,1,100,6.0,1.0,261504.1,205.1,6.5,4.7,79.5,0.0,0.0,2.10322,0.90138,0.0,39.0,0.90138,90.0,100.0,6192.4,4.0,0,0,205.0,21501.0,-73.920087,40.848097
23806,54,31200.0,1924.0,1,100,4.7,0.8,146474.6,124.6,5.3,4.0,79.5,0.0,0.0,1.73077,0.83333,0.0,26.0,0.83333,90.0,100.0,3432.8,4.0,0,0,205.0,21502.0,-73.916629,40.847208
23812,31,37500.0,1921.0,1,100,6.1,1.0,228021.7,181.8,6.5,4.8,79.5,0.0,0.0,2.08,0.82667,0.0,31.0,0.82667,90.0,100.0,4680.7,5.0,0,0,205.0,21502.0,-73.916963,40.846445
23818,38,33250.0,1931.0,1,100,3.8,0.0,127732.6,221.1,7.8,6.7,79.5,0.0,0.0,1.38346,1.05263,0.0,35.0,1.05263,73.35970197368421,95.78447655077947,2818.9,8.0,0,0,206.0,36501.0,-73.884526,40.847136
23821,43,38632.0,1918.0,1,100,4.8,0.8,185939.4,159.6,5.5,4.1,79.5,0.0,0.0,2.12259,1.21661,0.0,9.0,0.23297,100.0,100.0,5484.7,5.0,0,0,201.0,31.0,-73.906598,40.811884
23822,55,47391.0,1928.0,1,100,3.0,0.8,139853.0,179.0,4.6,3.8,79.5,0.0,0.0,1.41377,0.90735,0.0,14.0,0.29541,100.0,100.0,4459.1,8.0,0,0,207.0,413.0,-73.885594,40.873714
23823,85,51722.0,2018.0,1,100,6.5,0.4,337535.1,99.4,3.7,1.9,79.5,0.0,0.0,1.74007,1.33406,0.0,69.0,1.33406,70.0,100.0,2754.3,5.0,0,0,202.0,131.0,-73.898833,40.825102
23824,43,41375.0,1925.0,1,100,5.2,0.8,215435.3,163.1,5.4,3.9,79.5,0.0,0.0,2.1994,1.11178,0.0,9.0,0.21752,100.0,100.0,4594.425778134381,4.0,0,0,201.0,31.0,-73.906671,40.811681
23825,28,37383.0,1918.0,1,100,5.7,0.9,213125.4,170.9,6.2,4.6,79.5,0.0,0.0,2.27376,1.17701,0.0,9.0,0.24075,100.0,100.0,6625.9,4.0,0,0,201.0,31.0,-73.906544,40.812038
23826,97,167306.0,2016.0,1,95,4.0,0.4,670507.0,372.4,3.3,2.2,79.5,0.0,0.0,1.62576,1.5899,1.112238732,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,6.0,0,0,206.0,37504.0,-73.892766,40.852134
23827,100,325415.0,2017.0,1,90,4.7,0.0,1525472.1,46.3,1.4,0.1,79.5,0.0,0.0,1.2292,1.11243,1.112238732,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,15.0,0,0,206.0,385.0,-73.891372,40.853629
23834,64,45445.0,1927.0,1,100,5.9,0.3,265954.6,176.5,5.5,3.9,79.5,0.0,0.0,1.67235,1.23226,0.0,56.0,1.23226,73.35970197368421,95.78447655077947,6392.1,17.0,2,0,205.0,38302.0,-73.897879,40.855583
23835,24,72506.0,1938.0,1,100,3.6,1.0,262145.4,342.3,5.8,4.7,79.5,0.0,0.0,0.99302,0.82752,0.0,60.0,0.82752,73.35970197368421,95.78447655077947,9432.6,11.0,2,0,209.0,5002.0,-73.880774,40.827316
23837,35,42060.0,1911.0,1,100,4.3,0.9,179843.6,193.6,5.8,4.6,79.5,0.0,0.0,2.02092,0.9748,0.0,8.0,0.1902,100.0,100.0,4594.425778134381,11.0,0,0,202.0,87.0,-73.895883,40.821621
23849,100,40500.0,1924.0,1,100,5.1,0.0,207793.5,16.3,1.8,0.4,79.5,0.0,0.0,1.75309,1.23457,0.0,10.0,0.24691,100.0,100.0,3130.6,7.0,0,0,206.0,373.0,-73.888672,40.849196
