,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
4694,31,93892.0,2004.0,1,100,5.9,0.6,556026.8,302.2,4.9,3.2,79.5,0.0,0.0,0.95855,0.84139,0.0,79.0,0.84139,80.0,100.0,8554.2,5.0,0,0,206.0,363.0,-73.883518,40.842826
4697,39,46000.0,1924.0,1,100,5.2,1.0,238113.4,232.4,6.5,5.1,79.5,0.0,0.0,2.17391,1.0,0.0,46.0,1.0,80.0,100.0,4937.1,9.0,3,0,206.0,36501.0,-73.883471,40.84727
4698,73,46000.0,1931.0,1,100,4.1,0.5,186539.1,208.4,5.6,4.5,79.5,0.0,0.0,2.06522,1.0,0.0,46.0,1.0,80.0,100.0,4436.7,7.0,3,0,206.0,36501.0,-73.884159,40.84822
4699,45,59220.0,1926.0,1,100,4.5,0.1,269127.7,394.3,7.9,6.7,79.5,0.0,0.0,1.97568,0.94563,0.0,56.0,0.94563,80.0,100.0,579.7688,6.0,2,0,203.0,167.0,-73.898452,40.840381
4700,79,103225.0,1997.0,1,100,7.7,0.1,811735.6,40.3,2.5,0.4,79.5,0.0,0.0,0.81376,0.81376,0.0,84.0,0.81376,90.0,100.0,8549.5,6.0,5,0,206.0,363.0,-73.881473,40.844498
4745,21,226800.0,1962.0,1,100,5.3,0.9,1196579.5,1052.3,6.1,4.6,79.5,0.0,0.0,1.14638,0.79365,0.79365,0.0,0.0,100.0,100.0,7546.1,4.0,0,0,208.0,29301.0,-73.921164,40.881995
4751,1,74085.0,1930.0,1,100,11.4,1.1,843132.7,485.6,9.7,6.6,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,4594.425778134381,13.0,0,0,204.0,219.0,-73.917735,40.841519
4754,56,70580.0,2006.0,1,100,6.0,0.6,453961.1,222.5,4.6,2.9,79.5,0.0,0.0,1.45934,1.03429,0.0,73.0,1.03429,90.0,100.0,7923.8,5.0,0,0,206.0,395.0,-73.897751,40.847563
4755,20,61542.0,1935.0,1,100,5.1,0.8,314379.3,262.6,5.7,4.3,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,4916.1,9.0,0,0,205.0,22701.0,-73.908635,40.846969
4758,88,58232.0,1938.0,1,100,3.1,0.5,177921.5,139.8,3.3,2.4,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,4594.425778134381,10.0,0,0,207.0,40701.0,-73.891017,40.871678
4765,96,93600.0,1930.0,1,100,2.7,0.4,251088.4,172.0,2.6,1.8,79.5,0.0,0.0,1.02564,0.576604772,0.0,0.0,0.0,70.0,100.0,4594.425778134381,29.29159999999996,0,0,202.0,119.0,-73.889517,40.823682
4769,53,93600.0,1930.0,1,100,2.7,0.6,256390.1,293.3,3.9,3.1,79.5,0.0,0.0,0.89744,0.576604772,0.0,0.0,0.0,70.0,100.0,4594.425778134381,29.29159999999996,0,0,202.0,119.0,-73.889546,40.82377
4770,26,78000.0,1937.0,1,100,4.4,0.7,343096.1,336.3,5.6,4.3,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,7170.2,9.0,0,0,205.0,23302.0,-73.905282,40.848256
4784,1,77364.0,2007.0,1,90,5.5,0.5096468802428696,423585.0,577.2,9.0,7.5,79.5,0.0,0.0,1.11163,0.90481,0.0,70.0,0.90481,90.0,100.0,4594.425778134381,7.0,0,0,202.0,12901.0,-73.900141,40.820428
4786,97,120506.0,2005.0,1,95,7.0,0.0,969871.1,32.6,2.2,0.2,79.5,0.0,0.0,1.4854,1.02899,0.0,124.0,1.02899,90.0,100.0,19170.0,5.0,0,0,202.0,12901.0,-73.901137,40.820819
4787,100,65394.0,1928.0,1,100,4.4,0.1,290653.7,31.1,1.7,0.5,79.5,0.0,0.0,1.62094,1.00927,0.0,66.0,1.00927,0.0,100.0,3318.0,8.0,0,0,208.0,281.0,-73.891851,40.883538
4803,26,57754.0,1920.0,1,100,5.7,0.8,328711.1,275.5,6.4,4.8,79.5,0.0,0.0,1.4,1.22935,0.0,71.0,1.22935,100.0,90.0,4594.425778134381,23.0,0,0,207.0,39901.0,-73.895058,40.863332
4829,54,64368.0,1928.0,1,100,4.9,0.5,318396.8,184.2,4.3,2.9,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,5754.8,9.0,0,0,208.0,273.0,-73.903252,40.872517
4831,9,56255.0,1924.0,1,100,5.1,1.1,284648.2,300.8,6.8,5.3,79.5,0.0,0.0,0.99547,0.99547,0.0,56.0,0.99547,90.0,100.0,4594.425778134381,9.0,0,0,204.0,197.0,-73.920931,40.834355
4870,4,58153.0,1929.0,1,100,6.7,0.1,388649.0,421.0,9.1,7.2,79.5,0.0,0.0,1.39993,1.19994,0.0,0.0,0.0,100.0,100.0,4594.425778134381,13.0,0,0,204.0,175.0,-73.91354,40.832519
4871,30,61967.0,1931.0,1,100,4.2,0.1,261135.4,363.3,7.0,5.9,79.5,0.0,0.0,1.39994,1.19999,0.0,0.0,0.0,100.0,100.0,4783.8,8.0,0,0,204.0,175.0,-73.91316,40.833161
4872,9,54646.0,1930.0,1,100,5.4,0.0,292809.8,378.3,8.4,6.9,79.5,0.0,0.0,1.39992,1.20009,0.0,0.0,0.0,100.0,100.0,5554.9,10.0,0,0,204.0,175.0,-73.913886,40.833606
4874,38,61000.0,1927.0,1,100,4.2,0.7,255554.2,234.8,5.0,3.8,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,4594.425778134381,16.0,0,0,207.0,42902.0,-73.872894,40.877719
4876,74,112694.0,1967.0,1,100,3.4,0.6,386016.2,307.1,3.7,2.7,79.5,0.0,0.0,1.32846,1.13866,0.0,0.0,0.0,100.0,100.0,4594.425778134381,5.0,0,0,208.0,295.0,-73.908741,40.887689
4878,56,237000.0,1959.0,1,100,3.9,0.7,933962.5,763.1,4.3,3.2,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,11181.9,9.0,0,0,208.0,30701.0,-73.911367,40.88786849
4879,100,420055.1124,1968.0,1,100,4.6,0.0,1937888.3,80.7,1.4,0.2,79.5,0.0,0.0,1.27038,0.74341,0.74341,0.0,0.0,100.0,100.0,4594.425778134381,3.0,0,0,208.0,281.0,-73.889936,40.882587
4881,58,86000.0,1928.0,1,100,3.9,0.5,336075.2,275.3,4.3,3.2,79.5,0.0,0.0,0.7639919039999999,0.90698,0.0,78.0,0.90698,100.0,90.0,6180.6,9.0,0,0,204.0,18302.0,-73.919583,40.829199
4882,80,98438.0,1936.0,1,100,3.6,0.6,353468.8,286.5,3.9,2.9,79.5,0.0,0.0,1.33079,0.79238,0.0,78.0,0.79238,100.0,90.0,7852.3,10.0,0,0,204.0,63.0,-73.927231,40.823586
4890,100,48545.0,1928.0,1,100,5.3,0.5096468802428696,258556.9,0.0,1.5,0.0,79.5,0.0,0.0,1.75095,1.13297,0.0,55.0,1.13297,100.0,100.0,4594.425778134381,1.0,0,0,208.0,281.0,-73.889372,40.884587
4891,58,120000.0,1932.0,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,0.0,0.0,0.0,79.5,0.0,0.0,1.41667,0.95833,0.0,115.0,0.95833,100.0,100.0,4594.425778134381,0.0,0,0,208.0,281.0,-73.891936,40.885075
4892,58,31150.0,1947.0,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,0.0,0.0,0.0,79.5,0.0,0.0,2.08668,0.96308,0.0,0.0,0.0,100.0,100.0,28492.038679999983,0.0,0,0,208.0,281.0,-73.890596,40.883713
4893,58,179406.0,1930.0,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,0.0,0.0,0.0,79.5,0.0,0.0,2.00662,1.14823,0.0,190.0,1.14823,100.0,100.0,4594.425778134381,0.0,0,0,208.0,281.0,-73.889991,40.884706
4894,1,351827.0,1949.0,1,100,7.104354130776716,1.9,872669.6045350895,1512.693959999999,14.1,11.0,79.5,0.0,0.0,1.13692,0.80153,0.80153,0.0,0.0,100.0,100.0,18223.7,1.0,0,0,208.0,281.0,-73.892873,40.884846
4895,58,186000.0,1950.0,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,0.0,0.0,0.0,79.5,0.0,0.0,1.0215,0.74731,0.0,139.0,0.74731,100.0,100.0,9850.6,0.0,0,0,208.0,281.0,-73.891238,40.88289
4896,1,155477.0,1950.0,1,100,14.258319999999992,0.3,2258430.2566799996,234.7,11.1,1.5,79.5,0.0,0.0,1.47932,0.9712,0.9712,0.0,0.0,100.0,100.0,4594.425778134381,2.0,0,0,208.0,281.0,-73.89244,40.884167
4897,58,150500.0,1949.0,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,0.0,0.0,0.0,79.5,0.0,0.0,1.46179,0.96346,0.96346,0.0,0.0,100.0,100.0,13033.9,0.0,0,0,208.0,281.0,-73.891119,40.884921
4931,22,76772.0,1931.0,1,100,3.8,1.0,292492.5,390.8,6.2,5.1,79.5,0.0,0.0,1.13323,0.93784,0.0,72.0,0.93784,0.0,100.0,12564.0,9.0,0,0,211.0,228.0,-73.863849,40.855488
4932,53,158710.0,1928.0,1,100,3.1,0.8,489010.3,622.5,4.8,3.9,79.5,0.0,0.0,1.09004,0.775,0.775,0.0,0.0,0.0,100.0,6627.7,10.0,0,0,208.0,29302.0,-73.916756,40.881528
4934,33,92800.0,1954.0,1,100,4.2,0.1,394088.2,608.4,7.8,6.6,79.5,0.0,0.0,1.36853,0.9375,0.0,87.0,0.9375,0.0,100.0,4616.6,5.0,0,0,208.0,295.0,-73.90749,40.88519
4935,53,134000.0,1929.0,1,100,3.2,0.0,428728.9,750.8,6.5,5.6,79.5,0.0,0.0,1.05224,0.79104,0.0,106.0,0.79104,0.0,100.0,9334.2,14.0,0,0,211.0,22401.0,-73.868954,40.853114
4938,64,88920.0,1929.0,1,100,3.6,0.8,317819.3,329.0,4.7,3.7,79.5,0.0,0.0,1.34953,0.95592,0.0,85.0,0.95592,100.0,100.0,5217.7,9.0,0,0,211.0,228.0,-73.864432,40.856691
4940,11,61115.0,1940.0,1,100,3.9,0.1,237966.3,532.7,9.8,8.7,79.5,0.0,0.0,1.24356,0.89994,0.0,55.0,0.89994,0.0,100.0,6878.9,10.0,0,0,207.0,40501.0,-73.890969,40.86601
4949,29,54502.0,1910.0,1,100,8.7,0.9,537396.4,295.7,7.2,4.8,79.5,0.0,0.0,1.66966,1.10088,0.0,60.0,1.10088,100.0,100.0,4594.425778134381,12.0,0,0,202.0,87.0,-73.89665,40.821007
4950,50,61872.0,1910.0,1,100,7.0,0.7,432941.0,212.7,5.3,3.4,79.5,0.0,0.0,1.98798,0.72731,0.0,45.0,0.72731,90.0,90.0,579.7688,9.0,0,0,202.0,87.0,-73.896209,40.821004
4951,44,84006.0,1935.0,1,100,4.7,0.9,395826.7,369.1,5.7,4.4,79.5,0.0,0.0,1.73797,0.9166,0.0,77.0,0.9166,90.0,90.0,9296.4,8.0,0,0,211.0,22404.0,-73.866784,40.851882
4952,92,105846.0,1925.0,1,100,3.5,0.5,368093.8,284.4,3.7,2.7,79.5,0.0,0.0,1.72893,0.68023,0.0,72.0,0.68023,90.0,90.0,9357.7,10.0,0,0,207.0,40304.0,-73.89332,40.86748
4953,65,57000.0,1943.0,1,100,3.2,0.7,183473.8,210.2,4.6,3.7,79.5,0.0,0.0,1.33333,0.98246,0.0,56.0,0.98246,90.0,90.0,4594.425778134381,9.0,0,0,208.0,26702.0,-73.899501,40.870587
4954,70,71550.0,1926.0,1,100,3.2,0.7,227369.6,246.4,4.3,3.4,79.5,0.0,0.0,1.27184,0.8246,0.0,59.0,0.8246,90.0,90.0,4594.425778134381,8.0,0,0,208.0,26702.0,-73.899193,40.871572
4956,4,57379.0,1927.0,1,100,7.9,1.3,464865.9,371.0,8.5,6.3,79.5,0.0,0.0,1.7428,1.20253,0.0,69.0,1.20253,90.0,100.0,17685.8,6.0,0,0,201.0,35.0,-73.91025,40.812049
4957,69,53008.0,1928.0,1,100,4.0,0.7,211391.9,193.4,4.7,3.6,79.5,0.0,0.0,1.67899,0.88666,0.0,47.0,0.88666,90.0,100.0,6834.2,5.0,0,0,201.0,35.0,-73.910112,40.810309
4959,70,69000.0,1929.0,1,100,3.9,0.7,268944.9,248.8,4.7,3.6,79.5,0.0,0.0,1.65217,0.86957,0.0,60.0,0.86957,90.0,100.0,7042.9,5.0,0,0,201.0,37.0,-73.909898,40.810964
4965,76,137350.0,1954.0,1,100,3.5,0.5,476430.9,336.0,3.4,2.4,79.5,0.0,0.0,1.4,0.79359,0.0,0.0,0.0,100.0,100.0,9439.0,15.0,0,0,211.0,33201.0,-73.869077,40.858843
4966,56,86527.0,1959.0,1,100,3.5,0.7,302672.7,273.6,4.1,3.2,79.5,0.0,0.0,1.40002,0.90145,0.0,0.0,0.0,100.0,100.0,2969.8,5.0,0,0,211.0,33201.0,-73.870557,40.858218
4967,86,81984.0,1930.0,1,100,3.4,0.4,278774.6,177.1,3.1,2.2,79.5,0.0,0.0,1.40003,0.95141,0.0,0.0,0.0,100.0,100.0,5487.8,10.0,0,0,211.0,22403.0,-73.866657,40.856004
4968,83,81996.0,1930.0,1,100,3.6,0.4,291309.6,180.1,3.2,2.2,79.5,0.0,0.0,1.39995,0.95127,0.0,0.0,0.0,100.0,100.0,8266.0,8.0,0,0,211.0,22403.0,-73.866672,40.85548
4980,12,55680.0,1927.0,1,100,5.5,0.9,308851.8,250.5,6.0,4.5,79.5,0.0,0.0,1.39996,1.20007,0.0,0.0,0.0,100.0,100.0,5716.6,9.0,0,0,207.0,421.0,-73.881013,40.881713
5060,100,59064.0,1937.0,1,100,4.1,0.1,244305.5,17.7,1.5,0.3,79.5,0.0,0.0,0.82961,0.82961,0.0,49.0,0.82961,90.0,100.0,6125.0,10.0,0,0,207.0,425.0,-73.879155,40.870941
5063,26,80250.0,1959.0,1,100,4.2,0.1,333962.6,460.1,6.9,5.7,79.5,0.0,0.0,0.77259,0.77259,0.0,62.0,0.77259,90.0,100.0,4718.0,6.0,0,0,211.0,288.0,-73.855669,40.856966
5064,9,80122.0,1964.0,1,100,4.4,0.1,353219.6,559.1,8.2,7.0,79.5,0.0,0.0,0.7863,0.7863,0.0,63.0,0.7863,90.0,100.0,6692.1,4.0,0,0,209.0,78.0,-73.8552,40.828409
5076,89,53400.0,1925.0,1,100,7.104354130776716,0.5096468802428696,872669.6045350895,101.0,3.0,1.9,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,4594.425778134381,3.0,0,0,208.0,289.0,-73.906001,40.879143
5123,41,69785.0,1929.0,1,100,0.9,0.0,47521.25312000001,638.5,9.3,9.1,79.5,0.0,0.0,1.18937,1.18937,0.0,83.0,1.18937,0.0,100.0,28492.038679999983,3.0,0,0,209.0,5002.0,-73.877969,40.827554
5136,79,67031.0,1961.0,1,100,4.5,0.9,298606.5,286.4,5.5,4.3,79.5,0.0,0.0,3.26714,1.08905,0.0,73.0,1.08905,0.0,100.0,5953.7,5.0,0,0,208.0,351.0,-73.89806,40.88786849
5146,95,91973.0,1928.0,1,100,3.1,0.6,288121.3,293.4,4.1,3.2,79.5,0.0,0.0,2.14193,0.66324,0.0,61.0,0.66324,90.0,100.0,7262.1,11.0,0,0,207.0,40304.0,-73.895604,40.867919
5149,17,51000.0,1938.0,1,100,3.9,0.1,198821.6,412.2,9.2,8.1,79.5,0.0,0.0,1.2549,0.98039,0.0,50.0,0.98039,0.0,80.0,6808.0,7.0,0,0,204.0,197.0,-73.917717,40.835643
5167,100,79200.0,1927.0,1,100,3.1,0.1,244062.6,24.3,1.2,0.3,79.5,0.0,0.0,1.23737,0.73232,0.73232,0.0,0.0,90.0,100.0,6589.6,7.0,0,0,211.0,340.0,-73.863153,40.868903
5168,59,75900.0,1921.0,1,100,3.6,0.7,270563.6,270.8,4.6,3.6,79.5,0.0,0.0,1.6469,0.73781,0.0,11.0,0.14493,100.0,100.0,8298.1,8.0,0,0,207.0,401.0,-73.897349,40.866452
5169,10,72150.0,1949.0,1,100,4.3,1.0,309698.2,371.4,6.3,5.1,79.5,0.0,0.0,1.27512,0.95634,0.0,22.0,0.30492,100.0,100.0,13439.4,8.0,0,0,204.0,18301.0,-73.920146,40.829274
5170,47,72666.0,1925.0,1,100,4.6,0.6,335706.2,234.4,4.5,3.2,79.5,0.0,0.0,1.44497,1.03212,0.0,15.0,0.20642,100.0,100.0,4594.425778134381,8.0,0,0,206.0,373.0,-73.891593,40.847066
5171,19,63186.0,1928.0,1,100,5.5,0.8,347962.2,255.5,5.6,4.0,79.5,0.0,0.0,1.48767,0.93375,0.0,12.0,0.18992,100.0,100.0,15124.7,8.0,0,0,204.0,22102.0,-73.916307,40.835963
5172,26,75180.0,1942.0,1,100,4.5,0.1,335412.8,496.5,7.9,6.6,79.5,0.0,0.0,1.19713,0.9577,0.0,72.0,0.9577,90.0,100.0,7001.3,8.0,0,0,207.0,39901.0,-73.895294,40.863055
5177,41,62287.0,1927.0,1,100,3.9,0.9,244502.7,265.0,5.4,4.3,79.5,0.0,0.0,1.28438,0.86695,0.0,54.0,0.86695,80.0,100.0,7518.6,13.0,0,0,207.0,257.0,-73.909739,40.861533
5189,41,45875.0,1932.0,1,100,5.1,0.0,259869.1,331.8,7.9,6.5,79.5,0.0,0.0,1.74387,1.41689,0.0,65.0,1.41689,0.0,100.0,4661.8,13.0,0,0,210.0,26601.0,-73.833482,40.846325
5217,17,68200.0,1922.0,1,100,4.7,0.8,323178.2,307.6,5.8,4.5,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,10576.9,11.0,0,0,204.0,197.0,-73.918272,40.833947
5220,1,57500.0,1924.0,1,100,9.3,1.0,536909.3,287.9,7.6,5.0,79.5,0.0,0.0,1.4,1.2,0.0,0.0,0.0,100.0,100.0,8851.5,12.0,0,0,205.0,251.0,-73.907278,40.857985
5225,17,84000.0,1931.0,1,100,4.4,0.1,371277.2,632.9,8.7,7.5,79.5,0.0,0.0,1.16667,1.02381,0.0,86.0,1.02381,0.0,100.0,11340.4,9.0,0,0,211.0,33201.0,-73.869368,40.857748
5226,14,96300.0,1929.0,1,100,3.9,0.8,372379.9,382.2,5.1,4.0,79.5,0.0,0.0,0.9865,0.79958,0.0,0.0,0.0,100.0,100.0,4594.425778134381,15.0,0,0,211.0,230.0,-73.86316,40.849375
5230,11,105000.0,1973.0,1,100,5.4,1.1,565046.6,576.4,7.0,5.5,79.5,0.0,0.0,1.32381,0.86667,0.0,91.0,0.86667,0.0,90.0,4594.425778134381,5.0,0,0,207.0,269.0,-73.904487,40.870973
5239,48,60720.0,1939.0,1,100,4.1,0.8,250406.7,235.0,5.1,3.9,79.5,0.0,0.0,1.26812,0.93874,0.0,57.0,0.93874,0.0,90.0,4594.425778134381,9.0,0,0,205.0,23302.0,-73.903169,40.847502
5240,78,59233.0,1920.0,1,100,2.0,0.5,119285.0,157.6,3.2,2.7,79.5,0.0,0.0,0.9623,0.82724,0.0,0.0,0.0,90.0,90.0,2989.2,11.0,0,0,212.0,42902.0,-73.86884,40.88786849
5253,50,70200.0,1928.0,1,100,4.9,0.7,346098.2,249.5,4.9,3.6,79.5,0.0,0.0,1.2963,1.03989,0.0,73.0,1.03989,100.0,100.0,11505.9,14.0,0,0,205.0,21501.0,-73.918114,40.850722
5257,100,75502.0,1937.0,1,100,4.2,0.1,320694.0,48.5,1.8,0.6,79.5,0.0,0.0,1.25824,0.95362,0.0,72.0,0.95362,90.0,90.0,4594.425778134381,10.0,0,0,205.0,38302.0,-73.898224,40.854958
5258,8,51858.0,1936.0,1,100,5.4,1.1,279315.9,313.7,7.6,6.0,79.5,0.0,0.0,1.63909,1.25342,0.0,30.0,0.5785,100.0,100.0,4594.425778134381,10.0,0,0,205.0,239.0,-73.905443,40.857333
5259,58,90364.0,1927.0,1,100,4.2,0.4,376451.4,288.0,4.4,3.2,79.5,0.0,0.0,1.19517,0.96277,0.0,28.0,0.30986,100.0,100.0,10056.8,10.0,0,0,205.0,23703.0,-73.899093,40.861014
5260,99,83416.0,1928.0,1,100,4.0,0.1,331498.2,45.4,1.6,0.5,79.5,0.0,0.0,0.95905,0.82718,0.0,24.0,0.28771,100.0,100.0,8408.9,9.0,0,0,207.0,40502.0,-73.88969,40.865514
5261,61,60016.0,1931.0,1,100,4.3,0.5,257176.4,154.3,3.8,2.6,79.5,0.0,0.0,1.14969,0.7498,0.0,14.0,0.23327,100.0,100.0,6956.1,10.0,0,0,204.0,189.0,-73.927576,40.831763
5262,100,64800.0,1937.0,1,100,4.7,0.1,306553.6,20.8,1.6,0.3,79.5,0.0,0.0,1.23457,0.92593,0.0,20.0,0.30864,100.0,100.0,9681.3,6.0,0,0,207.0,255.0,-73.908723,40.861277
5263,41,83453.0,1928.0,1,100,4.0,0.7,329960.1,288.0,4.6,3.5,79.5,0.0,0.0,1.1863,0.92268,0.0,26.0,0.31155,100.0,100.0,9865.6,9.0,0,0,205.0,23704.0,-73.901649,40.856339
5264,61,90775.0,1927.0,1,100,3.4,0.6,309640.9,265.5,3.9,2.9,79.5,0.0,0.0,1.07959,0.83723,0.0,25.0,0.27541,100.0,100.0,7521.7,9.0,0,0,204.0,195.0,-73.923057,40.830692
5265,98,85000.0,1931.0,1,100,6.0,0.1,511397.8,85.7,2.6,1.0,79.5,0.0,0.0,1.72941,1.15294,0.56471,50.0,0.58824,100.0,100.0,4594.425778134381,5.0,0,0,212.0,418.0,-73.855719,40.88786849
5272,61,66780.0,1953.0,1,100,4.8,0.5,323537.5,171.2,3.9,2.6,79.5,0.0,0.0,1.39997,1.20006,0.0,0.0,0.0,100.0,100.0,1973.4,9.0,0,0,207.0,39901.0,-73.894305,40.864221
5291,2,70250.0,1929.0,1,100,5.2,1.5,377712.1,519.6,8.7,7.2,79.5,0.0,0.0,1.29537,0.92527,0.0,65.0,0.92527,100.0,100.0,4594.425778134381,13.0,0,0,204.0,189.0,-73.927477,40.833324
5292,17,54700.0,1922.0,1,100,7.1,1.0,400113.0,280.0,7.0,5.0,79.5,0.0,0.0,1.79159,1.20658,0.0,66.0,1.20658,0.0,100.0,10314.1,9.0,0,0,205.0,23502.0,-73.90546,40.850106
5293,99,72000.0,1929.0,1,100,5.7,0.5096468802428696,408278.0,17.9,1.8,0.2,79.5,0.0,0.0,1.34722,0.90278,0.0,65.0,0.90278,100.0,100.0,3230.4,12.0,0,0,204.0,189.0,-73.92822874,40.833457
5296,62,56000.0,1924.0,1,100,2.6,0.7,146944.7,216.5,4.6,3.9,79.5,0.0,0.0,1.44643,0.98214,0.0,11.0,0.19643,0.0,100.0,3965.8,12.0,0,0,207.0,421.0,-73.883178,40.882212
5302,59,108549.0,1956.0,1,100,3.9,0.8,421258.4,395.3,4.7,3.6,79.5,0.0,0.0,1.28974,0.82912,0.0,90.0,0.82912,90.0,100.0,4830.5,5.0,0,0,208.0,30701.0,-73.910927,40.88786849
5318,54,68340.0,1948.0,1,100,3.3,0.6,228067.6,290.7,9.2,4.3,79.5,0.0,0.0,1.05356,0.79017,0.0,54.0,0.79017,90.0,100.0,4478.7,8.0,0,0,207.0,40501.0,-73.89038,40.867766
5320,46,74900.0,1936.0,1,100,3.7,0.0,277538.4,369.8,6.0,4.9,79.5,0.0,0.0,0.80107,0.80107,0.0,60.0,0.80107,90.0,100.0,3320.6,7.0,0,0,205.0,23502.0,-73.903855,40.850267
5326,58,64123.0,1925.0,1,100,4.2,0.7,301083.5,231.6,4.4,3.2,79.5,0.0,0.0,1.16963,1.16963,0.0,75.0,1.16963,90.0,100.0,5283.3,25.0,0,0,208.0,289.0,-73.90557,40.87999
5327,89,89960.0,1941.0,1,100,3.0,0.5,268733.0,226.7,3.4,2.5,79.5,0.0,0.0,1.07826,0.67808,0.0,61.0,0.67808,90.0,100.0,5860.2,9.0,0,0,208.0,26702.0,-73.898916,40.8725
5328,100,117352.0,1955.0,1,100,2.6,0.0,321566.6,19.4,0.9,0.2,79.5,0.0,0.0,0.92031,0.74988,0.0,88.0,0.74988,90.0,100.0,5855.9,4.0,0,0,212.0,42902.0,-73.863221,40.88786849
5349,37,80117.0,1957.0,1,100,4.6,0.9,364960.5,329.4,5.4,4.1,79.5,0.0,0.0,1.18577,0.84876,0.0,68.0,0.84876,0.0,100.0,2415.5,5.0,0,0,208.0,29301.0,-73.921405,40.879903
5353,76,70875.0,1920.0,1,100,4.6,0.5096468802428696,328524.9,200.0,4.1,2.8,79.5,0.0,0.0,1.46737,0.73369,0.0,52.0,0.73369,100.0,100.0,5584.1,9.0,0,0,207.0,431.0,-73.873713,40.878914
5354,88,74970.0,1959.0,1,100,3.7,0.5096468802428696,276175.2,200.2,3.7,2.7,79.5,0.0,0.0,1.49393,0.74697,0.0,56.0,0.74697,100.0,100.0,6044.4,6.0,0,0,207.0,42901.0,-73.875367,40.874124
5376,35,55300.0,1968.0,1,100,5.1,0.9,284296.4,252.0,6.0,4.6,79.5,0.0,0.0,1.64557,1.04882,0.0,58.0,1.04882,0.0,80.0,5131.7,5.0,0,0,212.0,336.0,-73.870382,40.8715
5380,34,108850.0,1935.0,1,100,3.6,0.1,395103.5,752.8,7.9,6.9,79.5,0.0,0.0,1.32292,0.88195,0.0,96.0,0.88195,0.0,90.0,13522.6,9.0,0,0,204.0,225.0,-73.912549,40.841345
5395,61,74000.0,1923.0,1,100,3.3,0.7,247712.1,276.2,4.7,3.7,79.5,0.0,0.0,1.2027,0.97297,0.0,72.0,0.97297,0.0,80.0,7134.9,8.0,0,0,208.0,287.0,-73.9041,40.881183
5401,7,89915.0,1973.0,1,100,3.9,0.5,351625.1,707.6,9.0,7.9,79.5,0.0,0.0,1.11216,0.77851,0.0,70.0,0.77851,90.0,90.0,10677.7,5.0,0,0,207.0,40502.0,-73.891472,40.86547
5410,24,56000.0,1927.0,1,100,4.2,0.1,236977.3,429.3,8.9,7.7,79.5,0.0,0.0,1.42857,1.10714,0.0,62.0,1.10714,0.0,80.0,6074.4,10.0,0,0,212.0,420.0,-73.861521,40.88786849
5411,72,70000.0,1927.0,1,100,3.4,0.6,240736.5,220.4,4.1,3.1,79.5,0.0,0.0,1.14286,0.9,0.0,63.0,0.9,0.0,80.0,8604.7,7.0,0,0,208.0,287.0,-73.903966,40.881128
5413,71,63000.0,1927.0,1,100,3.3,0.7,205215.2,213.9,4.3,3.4,79.5,0.0,0.0,1.2381,0.84127,0.0,53.0,0.84127,0.0,80.0,5772.7,8.0,0,0,208.0,287.0,-73.905072,40.88134
