,score,largest_property_use_type_1,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site,green_power_offsite_kwh,egrid_output_emissions_rate,avoided_emissions_offsite,avoided_emissions_onsite_1,percent_of_electricity_that,multifamily_housing_total_1,multifamily_housing_number_5,multifamily_housing_number_6,multifamily_housing_number_7,multifamily_housing_percent,water_use_all_water_sources,community_board,census_tract,latitude,longitude
1380,84.0,294123.0,1954,1,100.0,61.9,3.5,0.0,84.7,0.0,0.0,0.0,0.84998,0.0,60.0,0.204,80.0,10399.4,204.0,5902.0,40.825315,-73.923522
1411,62.0,107477.0,1940,1,100.0,90.2,3.1,0.0,84.7,0.0,0.0,0.0,0.87461,0.0,94.0,0.87461,0.0,5942.8252124221,205.0,217.0,40.849226,-73.913511
1423,99.0,87642.0,1940,1,100.0,52.7,3.1,0.0,84.7,0.0,0.0,0.0,1.06114,0.0,93.0,1.06114,0.0,5942.8252124221,206.0,393.0,40.849259,-73.883167
1424,48.0,66078.0,1940,1,100.0,102.5,4.5,0.0,84.7,0.0,0.0,0.0,1.18042,0.0,78.0,1.18042,0.0,6153.5,203.0,185.0,40.828534,-73.90436
1425,8.0,76268.0,1910,1,100.0,97.8,6.4,0.0,79.5,0.0,0.0,0.0,0.56535,0.0,35.0,0.45891,0.0,810.9,206.0,359.0,40.842378,-73.885315
1426,46.0,59446.0,1930,1,100.0,95.5,4.7,0.0,84.7,0.0,0.0,0.0,0.89157,0.0,53.0,0.89157,0.0,5942.8252124221,204.0,195.0,40.830975,-73.922916
1427,59.0,59446.0,1930,1,100.0,86.7,3.8,0.0,84.7,0.0,0.0,0.0,0.89157,0.0,53.0,0.89157,0.0,5318.6,204.0,195.0,40.830774,-73.923032
1462,78.0,69104.0,1926,1,100.0,63.1,5.4,0.0,84.7,0.0,0.0,0.0,0.95508,0.0,66.0,0.95508,100.0,5942.8252124221,207.0,40701.0,40.872853,-73.888752
1464,36.0,85610.0,1958,1,100.0,87.4,4.3,0.0,84.7,0.0,0.0,0.0,0.77094,0.0,66.0,0.77094,90.0,3859.8,204.0,18302.0,40.829613,-73.918321
1475,64.0,90650.0,1940,1,100.0,82.9,3.5,0.0,84.7,0.0,0.0,0.0,0.9487,0.0,86.0,0.9487,90.0,5643.4,207.0,257.0,40.860663,-73.913243
1476,61.0,70400.0,1931,1,100.0,81.4,3.5,0.0,84.7,0.0,0.0,0.0,0.9233,0.0,65.0,0.9233,90.0,4787.2,207.0,257.0,40.860342,-73.913674
1477,98.0,70400.0,1932,1,100.0,43.3,3.0,0.0,84.7,0.0,0.0,0.0,0.9233,0.0,65.0,0.9233,90.0,2143.0,207.0,257.0,40.860224,-73.913829
1478,57.0,154656.0,1963,1,100.0,77.5,6.4,0.0,84.7,0.0,0.0,0.0,1.02162,1.02162,0.0,0.0,90.0,10261.0,204.0,22703.0,40.844479,-73.911464
1479,70.0,202600.0,1952,2,100.0,82.4,4.3,0.0,84.7,0.0,0.0,0.0,1.11056,0.0,197.0,1.11056,90.0,15265.5,205.0,247.0,40.856704,-73.916191
1480,76.0,196432.0,1928,2,100.0,72.0,3.5,0.0,84.7,0.0,0.0,0.0,0.86035,0.0,169.0,0.86035,90.0,14574.3,204.0,189.0,40.831025,-73.927841
1481,55.13228165660345,69144.0,1951,1,100.0,84.4,5.6,0.0,84.7,0.0,0.0,0.0,1.38841,0.0,96.0,1.38841,90.0,3850.8,204.0,18302.0,40.827792,-73.920361
1482,89.0,87954.0,1963,1,100.0,59.7,3.5,0.0,84.7,0.0,0.0,0.0,0.85272,0.0,75.0,0.85272,90.0,5138.1,207.0,263.0,40.863664,-73.907437
1497,25.0,67986.0,2002,1,100.0,126.8,6.3,0.0,84.7,0.0,0.0,0.0,1.25026,0.0,85.0,1.25026,0.0,6624.9,203.0,125.0,40.82965,-73.892878
1500,28.0,51285.0,1925,1,100.0,121.3,5.4,0.0,84.7,0.0,0.0,0.0,1.03344,0.0,53.0,1.03344,90.0,6742.9,207.0,39901.0,40.862836,-73.89546
1502,55.13228165660345,73800.0,1930,1,100.0,77.6,5.0,0.0,84.7,0.0,0.0,0.0,0.90786,0.0,67.0,0.90786,90.0,5942.8252124221,207.0,423.0,40.875223,-73.879477
1506,55.13228165660345,58074.0,1930,1,100.0,81.8,5.0,0.0,84.7,0.0,0.0,0.0,0.96429,0.0,56.0,0.96429,90.0,4457.9,204.0,17901.0,40.835998,-73.916246
1558,67.0,94338.0,2009,1,100.0,76.6,5.7,0.0,84.7,0.0,0.0,0.0,0.95402,0.0,90.0,0.95402,90.0,5690.9,203.0,185.0,40.828264,-73.909054
1559,67.0,94338.0,2009,1,100.0,76.6,5.7,0.0,84.7,0.0,0.0,0.0,0.95402,0.0,90.0,0.95402,90.0,5690.9,203.0,185.0,40.828264,-73.909054
1563,8.0,150135.0,1956,1,100.0,99.1,8.1,0.0,84.7,0.0,0.0,0.0,0.93249,0.0,0.0,0.0,100.0,9424.0,207.0,413.0,40.875123,-73.886286
1570,92.0,189592.0,1941,1,100.0,48.3,2.5,0.0,84.7,0.0,0.0,0.0,0.75953,0.0,0.0,0.0,0.0,5419.6,208.0,323.0,40.8868586,-73.90692
1610,99.0,85005.0,2007,1,100.0,61.5,7.256123539601224,0.0,84.7,0.0,0.0,0.0,0.96465,0.96465,0.0,0.0,80.0,6785.6,204.0,195.0,40.83213,-73.922213
1611,100.0,72886.0,1923,1,100.0,32.1,7.256123539601224,0.0,84.7,0.0,0.0,0.0,1.07016,0.0,78.0,1.07016,0.0,8799.3,205.0,24502.0,40.854936,-73.911096
1612,84.0,98718.0,1924,1,100.0,86.7,7.256123539601224,0.0,84.7,0.0,0.0,0.0,0.81039,0.0,80.0,0.81039,70.0,7051.9,205.0,21501.0,40.848568,-73.918117
1613,93.0,64630.0,1925,1,100.0,71.1,7.256123539601224,0.0,84.7,0.0,0.0,0.0,0.74269,0.0,48.0,0.74269,0.0,4082.3,205.0,21502.0,40.84754,-73.916242
1614,100.0,68017.0,1926,1,100.0,48.2,7.256123539601224,0.0,84.7,0.0,0.0,0.0,0.88213,0.0,60.0,0.88213,90.0,4694.2,205.0,20501.0,40.847628,-73.921002
1615,84.0,56370.0,1923,1,100.0,87.3,7.256123539601224,0.0,84.7,0.0,0.0,0.0,0.67412,0.0,38.0,0.67412,70.0,3853.2,205.0,21501.0,40.849441,-73.918445
1616,100.0,63828.0,1923,2,100.0,50.2,7.256123539601224,0.0,84.7,0.0,0.0,0.0,0.92436,0.0,59.0,0.92436,70.0,8360.1,205.0,21501.0,40.848568,-73.919136
1617,99.0,46424.0,1924,1,100.0,58.5,7.256123539601224,0.0,84.7,0.0,0.0,0.0,0.86162,0.0,40.0,0.86162,70.0,2684.0,205.0,21501.0,40.84728,-73.921252
1637,37.0,47565.0,1963,1,100.0,115.4,7.256123539601224,0.0,84.7,0.0,0.0,0.0,1.59781,0.0,25.0,0.5256,90.0,3482.9,209.0,222.0,40.836088,-73.854702
1638,50.0,47565.0,1963,1,100.0,115.4,7.256123539601224,0.0,84.7,0.0,0.0,0.0,1.59781,0.0,76.0,1.59781,90.0,3482.9,209.0,222.0,40.836088,-73.854702
1639,74.0,92666.0,1930,1,100.0,83.6,3.3,0.0,84.7,0.0,0.0,0.0,0.94965,0.0,88.0,0.94965,90.0,5942.8252124221,209.0,92.0,40.833162,-73.854496
1640,76.0,126054.0,1928,1,100.0,78.9,7.256123539601224,0.0,84.7,0.0,0.0,0.0,0.96784,0.0,122.0,0.96784,90.0,9236.5,209.0,92.0,40.8332,-73.854481
1641,62.0,107340.0,1928,1,100.0,94.3,7.256123539601224,0.0,84.7,0.0,0.0,0.0,1.16452,0.0,125.0,1.16452,90.0,7245.6,211.0,256.0,40.845856,-73.847756
1649,7.0,56500.0,1926,1,100.0,124.2,7.2,0.0,84.7,0.0,0.0,0.0,0.99115,0.0,56.0,0.99115,90.0,4900.7,207.0,431.0,40.881313,-73.878395
1650,45.0,92000.0,1962,1,100.0,98.5,6.1,0.0,84.7,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,3655.0,208.0,335.0,40.8868586,-73.904431
1651,52.0,66000.0,1926,1,100.0,93.4,4.8,0.0,84.7,0.0,0.0,0.0,0.86364,0.0,57.0,0.86364,90.0,5942.8252124221,205.0,23302.0,40.848054,-73.907271
1652,43.0,79600.0,1927,1,100.0,106.0,3.9,0.0,84.7,0.0,0.0,0.0,0.99246,0.0,79.0,0.99246,90.0,10473.9,207.0,40304.0,40.86762,-73.895843
1653,23.0,74830.0,1961,1,100.0,93.7,6.8,0.0,84.7,0.0,0.0,0.0,0.81518,0.0,61.0,0.81518,90.0,5942.8252124221,208.0,273.0,40.872947,-73.904448
1655,58.0,106500.0,1928,1,100.0,86.4,7.256123539601224,0.0,84.7,0.0,0.0,0.0,0.83568,0.0,89.0,0.83568,90.0,9549.6,207.0,419.0,40.87606,-73.881482
1861,64.0,133990.0,1951,1,100.0,83.3,4.4,0.0,84.7,0.0,0.0,0.0,0.91798,0.91798,0.0,0.0,0.0,8004.2,208.0,30701.0,40.8868586,-73.912142
1862,64.0,133990.0,1951,1,100.0,83.3,4.4,0.0,84.7,0.0,0.0,0.0,0.91798,0.91798,0.0,0.0,0.0,8004.2,208.0,30701.0,40.8868586,-73.912142
1893,100.0,127000.0,1950,1,100.0,17.1,2.5,0.0,84.7,0.0,0.0,0.0,0.75591,0.0,96.0,0.75591,100.0,4906.7,211.0,228.0,40.853081,-73.863894
1901,86.0,227416.0,2000,1,100.0,69.1,4.2,0.0,84.7,0.0,0.0,0.0,0.9870696988034008,0.1636301881821998,37.19692364208867,0.5598969481473706,72.16347480279028,5942.8252124221,206.0,397.0,40.857872,-73.882884
1927,55.0,318060.0,1967,1,100.0,86.2,4.6,0.0,84.7,0.0,0.0,0.0,0.83318,0.83318,0.0,0.0,100.0,18373.7,212.0,380.0,40.876864,-73.861578
1938,66.0,70200.0,1927,1,100.0,79.4,4.7,0.0,84.7,0.0,0.0,0.0,0.8547,0.0,60.0,0.8547,90.0,3252.5,210.0,300.0,40.854897,-73.82907658
1968,56.0,115428.0,1928,1,100.0,92.4,3.9,0.0,84.7,0.0,0.0,0.0,1.19555,0.0,138.0,1.19555,0.0,7963.5,208.0,279.0,40.88308,-73.897823
2004,73.0,63600.0,1956,1,100.0,81.2,4.7,0.0,79.5,0.0,0.0,0.0,1.1478,0.0,73.0,1.1478,100.0,5392.7,205.0,231.0,40.846709,-73.903781
2005,80.0,124800.0,1964,1,100.0,73.8,3.3,0.0,84.7,0.0,0.0,0.0,0.82532,0.0,103.0,0.82532,100.0,8206.5,204.0,195.0,40.833726,-73.920936
2006,20.0,120515.0,1936,1,100.0,117.1,4.7,0.0,84.7,0.0,0.0,0.0,0.92934,0.0,112.0,0.92934,100.0,11043.6,204.0,18102.0,40.832764,-73.918042
2007,32.0,72000.0,1936,1,100.0,106.4,3.6,0.0,84.7,0.0,0.0,0.0,0.93056,0.0,67.0,0.93056,100.0,5913.4,204.0,18102.0,40.833496,-73.917098
2010,13.0,57000.0,1950,1,100.0,127.8,5.0,0.0,84.7,0.0,0.0,0.0,1.03509,0.0,59.0,1.03509,100.0,4318.5,205.0,241.0,40.852803,-73.907076
2011,57.0,57000.0,1935,1,100.0,92.5,3.8,0.0,84.7,0.0,0.0,0.0,0.96491,0.0,55.0,0.96491,100.0,3023.0,205.0,23301.0,40.850031,-73.907911
2012,46.0,56400.0,1936,1,100.0,100.6,3.7,0.0,84.7,0.0,0.0,0.0,1.01064,0.0,57.0,1.01064,100.0,5024.7,205.0,39902.0,40.859065,-73.896063
2013,64.0,66600.0,1954,1,100.0,88.9,3.2,0.0,84.7,0.0,0.0,0.0,0.88589,0.0,59.0,0.88589,100.0,4682.1,207.0,40502.0,40.867511,-73.888146
2014,65.0,64800.0,1935,1,100.0,84.8,3.9,0.0,84.7,0.0,0.0,0.0,1.04938,0.0,68.0,1.04938,100.0,5385.4,205.0,23301.0,40.848305,-73.908477
2016,58.0,66990.0,1940,1,100.0,102.5,7.256123539601224,0.0,84.7,0.0,0.0,0.0,0.76131,0.0,51.0,0.76131,0.0,4336.5,207.0,415.0,40.869871,-73.885145
2072,84.0,138752.0,1941,1,100.0,67.5,3.4,0.0,84.7,0.0,0.0,0.0,0.77837,0.0,108.0,0.77837,0.0,14216.6,204.0,225.0,40.840864,-73.911364
2080,61.0,83804.0,1930,1,100.0,87.6,3.7,0.0,84.7,0.0,0.0,0.0,0.93074,0.0,78.0,0.93074,0.0,8877.2,204.0,199.0,40.834637,-73.924299
2081,77.0,73799.0,1926,1,100.0,77.2,3.8,0.0,84.7,0.0,0.0,0.0,1.00272,0.0,74.0,1.00272,0.0,5592.0,204.0,195.0,40.830324,-73.922266
2086,55.0,85904.0,1941,1,100.0,88.4,3.1,0.0,84.7,0.0,0.0,0.0,0.83814,0.0,72.0,0.83814,0.0,8709.3,204.0,175.0,40.832908,-73.913287
2088,100.0,150822.0,1929,1,100.0,13.734,3.0,0.0,84.7,0.0,0.0,0.0,0.73597,0.0,111.0,0.73597,0.0,12777.2,204.0,225.0,40.842459,-73.912176
2089,86.0,55620.0,1926,1,100.0,63.9,4.2,0.0,84.7,0.0,0.0,0.0,0.98885,0.0,55.0,0.98885,0.0,5942.8252124221,204.0,201.0,40.843456,-73.924705
2090,64.0,98580.0,1929,1,100.0,85.5,2.8,0.0,84.7,0.0,0.0,0.0,0.66951,0.0,66.0,0.66951,0.0,8438.2,207.0,40302.0,40.867269,-73.893454
2091,95.0,89580.0,1926,1,100.0,58.5,2.9,0.0,84.7,0.0,0.0,0.0,0.66979,0.0,60.0,0.66979,0.0,5942.8252124221,207.0,40303.0,40.869716,-73.891552
2132,46.0,53856.0,1939,1,100.0,98.3,4.0,0.0,84.7,0.0,0.0,0.0,1.02124,0.0,55.0,1.02124,0.0,8801.3,205.0,23302.0,40.847416,-73.904752
2133,60.0,65208.0,1954,1,100.0,91.1,3.6,0.0,84.7,0.0,0.0,0.0,0.93547,0.0,61.0,0.93547,0.0,4849.6,205.0,251.0,40.857361,-73.906704
2134,47.0,66822.0,1929,1,100.0,95.4,3.4,0.0,84.7,0.0,0.0,0.0,0.9877,0.0,66.0,0.9877,0.0,5766.0,207.0,411.0,40.87607,-73.88589
2135,73.0,71663.0,1950,1,100.0,74.9,3.1,0.0,84.7,0.0,0.0,0.0,0.83725,0.0,60.0,0.83725,0.0,5942.8252124221,205.0,239.0,40.859175,-73.902288
2136,63.0,75644.0,1960,1,100.0,86.8,4.5,0.0,84.7,0.0,0.0,0.0,0.97827,0.0,74.0,0.97827,0.0,8277.2,205.0,379.0,40.851776,-73.900224
2137,68.0,86496.0,1952,1,100.0,74.6,2.7,0.0,84.7,0.0,0.0,0.0,0.72836,0.0,63.0,0.72836,0.0,5528.1,204.0,209.0,40.843139,-73.91447
2139,40.0,61182.0,1940,1,100.0,104.6,4.2,0.0,84.7,0.0,0.0,0.0,1.07875,0.0,66.0,1.07875,0.0,8044.6,205.0,38301.0,40.857841,-73.896607
2142,40.0,114908.0,1964,1,100.0,107.7,5.5,0.0,84.7,0.0,0.0,0.0,1.04431,1.04431,0.0,0.0,0.0,10704.6,209.0,78.0,40.826883,-73.855387
2152,60.0,89479.0,1928,1,100.0,88.2,4.0,0.0,84.7,0.0,0.0,0.0,0.80466,0.0,72.0,0.80466,0.0,11736.9,204.0,225.0,40.841251,-73.911205
2155,74.0,144062.0,1938,1,100.0,73.1,3.9,0.0,84.7,0.0,0.0,0.0,0.77744,0.0,112.0,0.77744,0.0,12822.9,205.0,251.0,40.858118,-73.909086
2156,59.0,80031.0,1925,1,100.0,90.2,2.8,0.0,84.7,0.0,0.0,0.0,0.68723,0.0,55.0,0.68723,0.0,4661.6,207.0,419.0,40.878644,-73.878176
2158,100.0,56882.0,1930,1,100.0,23.5,5.0,0.0,84.7,0.0,0.0,0.0,0.87901,0.0,50.0,0.87901,0.0,5700.5,207.0,253.0,40.859342,-73.905501
2159,82.0,80649.0,1925,1,100.0,69.8,2.8,0.0,84.7,0.0,0.0,0.0,0.75636,0.0,61.0,0.75636,0.0,5942.8252124221,207.0,425.0,40.872835,-73.876487
2163,60.0,59384.0,1930,1,100.0,90.6,3.9,0.0,84.7,0.0,0.0,0.0,0.99353,0.0,59.0,0.99353,0.0,8031.8,205.0,21502.0,40.847474,-73.915816
2164,74.0,65342.0,1965,1,100.0,77.7,3.5,0.0,84.7,0.0,0.0,0.0,0.84173,0.0,55.0,0.84173,0.0,6558.9,207.0,431.0,40.879376,-73.872291
2165,19.0,55650.0,1930,1,100.0,105.1,7.3,0.0,84.7,0.0,0.0,0.0,0.93441,0.0,52.0,0.93441,0.0,6636.0,207.0,40702.0,40.869673,-73.88965
2166,46.0,69229.0,1940,1,100.0,87.6,4.9,0.0,84.7,0.0,0.0,0.0,0.9678,0.0,67.0,0.9678,0.0,5942.8252124221,212.0,372.0,40.871573,-73.865194
2167,39.0,119706.0,1937,1,100.0,96.6,4.3,0.0,84.7,0.0,0.0,0.0,0.91892,0.0,110.0,0.91892,0.0,5942.8252124221,204.0,21302.0,40.844033,-73.917454
2169,25.0,57432.0,1962,1,100.0,120.3,5.4,0.0,84.7,0.0,0.0,0.0,1.11436,0.0,64.0,1.11436,0.0,6575.4,210.0,160.0,40.829554,-73.82907658
2191,86.0,70053.0,1961,1,100.0,70.8,3.2,0.0,84.7,0.0,0.0,0.0,0.81367,0.0,57.0,0.81367,0.0,2078.1,208.0,295.0,40.886026,-73.908863
2333,67.0,64824.0,1947,1,100.0,103.9,7.256123539601224,0.0,84.7,0.0,0.0,0.0,0.97186,0.0,63.0,0.97186,0.0,4157.9,207.0,415.0,40.869586,-73.882632
2338,14.0,63090.0,1937,1,100.0,128.4,5.2,0.0,84.7,0.0,0.0,0.0,0.96687,0.0,61.0,0.96687,0.0,5942.8252124221,205.0,23501.0,40.850746,-73.906172
2339,14.0,63090.0,1937,1,100.0,128.4,5.2,0.0,84.7,0.0,0.0,0.0,0.96687,0.0,61.0,0.96687,0.0,5942.8252124221,205.0,23501.0,40.850746,-73.906172
2348,49.0,107490.0,1927,1,100.0,80.4,4.1,0.0,84.7,0.0,0.0,0.0,0.61401,0.0,66.0,0.61401,0.0,12448.9,204.0,195.0,40.829185,-73.922929
2349,49.0,107490.0,1927,1,100.0,80.4,4.1,0.0,84.7,0.0,0.0,0.0,0.61401,0.0,66.0,0.61401,0.0,12448.9,204.0,195.0,40.829185,-73.922929
2350,90.0,59290.0,1922,1,100.0,61.0,4.2,0.0,84.7,0.0,0.0,0.0,0.97824,0.0,58.0,0.97824,0.0,7610.7,204.0,197.0,40.833302,-73.918858
2351,90.0,59290.0,1922,1,100.0,61.0,4.2,0.0,84.7,0.0,0.0,0.0,0.97824,0.0,58.0,0.97824,0.0,7610.7,204.0,197.0,40.833302,-73.918858
2352,18.0,53366.0,1926,1,100.0,125.1,5.1,0.0,84.7,0.0,0.0,0.0,1.23674,0.0,66.0,1.23674,0.0,10716.0,204.0,199.0,40.836846,-73.923306
2353,18.0,53366.0,1926,1,100.0,125.1,5.1,0.0,84.7,0.0,0.0,0.0,1.23674,0.0,66.0,1.23674,0.0,10716.0,204.0,199.0,40.836846,-73.923306
2354,26.0,63790.0,1940,1,100.0,95.8,6.4,0.0,84.7,0.0,0.0,0.0,0.8622,0.0,55.0,0.8622,0.0,6945.7,204.0,225.0,40.842019,-73.911081
2355,26.0,63790.0,1940,1,100.0,95.8,6.4,0.0,84.7,0.0,0.0,0.0,0.8622,0.0,55.0,0.8622,0.0,6945.7,204.0,225.0,40.842019,-73.911081
2369,12.0,53349.0,1962,1,100.0,147.1,7.0,0.0,84.7,0.0,0.0,0.0,1.53705,0.0,82.0,1.53705,0.0,374.0,208.0,273.0,40.872853,-73.904492
2370,38.0,78110.0,1927,1,100.0,103.2,3.3,0.0,84.7,0.0,0.0,0.0,0.90897,0.0,71.0,0.90897,0.0,6787.8,207.0,419.0,40.87462,-73.880396
2371,38.0,358905.81999999925,1965,1,100.0,106.8,4.5,0.0,84.7,0.0,0.0,0.0,0.86528,0.86528,0.0,0.0,0.0,31522.859999999906,209.0,42.0,40.824735,-73.860891
2373,66.0,234480.0,1965,1,100.0,85.1,6.1,0.0,84.7,0.0,0.0,0.0,1.09604,1.09604,0.0,0.0,0.0,27096.7,211.0,33201.0,40.859569,-73.868544
2374,68.0,179130.0,1985,1,100.0,85.0,5.5,0.0,84.7,0.0,0.0,0.0,1.06626,0.0,191.0,1.06626,0.0,5942.8252124221,201.0,33.0,40.809478,-73.915752
2375,48.0,102399.0,1965,1,100.0,95.6,4.9,0.0,84.7,0.0,0.0,0.0,0.81055,0.81055,0.0,0.0,0.0,9100.0,211.0,33202.0,40.862179,-73.868459
2376,24.0,88940.0,1964,1,100.0,94.6,5.7,0.0,84.7,0.0,0.0,0.0,0.79829,0.0,71.0,0.79829,0.0,7040.5,212.0,444.0,40.8868586,-73.845657
2377,55.0,153900.0,1927,1,100.0,83.9,3.9,0.0,84.7,0.0,0.0,0.0,0.76023,0.0,117.0,0.76023,0.0,13152.2,208.0,287.0,40.882648,-73.903787
2378,28.0,137495.0,1962,1,100.0,118.1,4.6,0.0,84.7,0.0,0.0,0.0,0.9964,0.9964,0.0,0.0,0.0,5942.8252124221,208.0,287.0,40.882723,-73.903711
2379,95.0,73771.0,1964,1,100.0,53.3,4.3,0.0,84.7,0.0,0.0,0.0,0.74555,0.74555,0.0,0.0,0.0,5942.8252124221,208.0,287.0,40.882731,-73.903729
2418,51.0,216875.0,1927,1,100.0,97.1,3.0,0.0,84.7,0.0,0.0,0.0,0.79769,0.0,173.0,0.79769,0.0,31522.859999999906,211.0,22404.0,40.851648,-73.865867
2423,36.0,54000.0,1928,1,100.0,103.5,5.0,0.0,84.7,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,3820.6,210.0,26602.0,40.845076,-73.82907658
2468,56.0,60890.0,1931,1,100.0,87.7,5.2,0.0,84.7,0.0,0.0,0.0,1.18246,0.0,72.0,1.18246,0.0,7219.5,206.0,393.0,40.852612,-73.881892
2469,56.0,60890.0,1931,1,100.0,87.7,5.2,0.0,84.7,0.0,0.0,0.0,1.18246,0.0,72.0,1.18246,0.0,7219.5,206.0,393.0,40.852612,-73.881892
2497,24.0,100000.0,1939,1,100.0,102.3,6.1,0.0,84.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9725.0,204.0,63.0,40.826607,-73.925483
2507,61.0,52754.0,1928,1,100.0,85.2,3.7,0.0,84.7,0.0,0.0,0.0,0.96675,0.0,51.0,0.96675,72.16347480279028,3613.8,209.0,5002.0,40.827771,-73.880881
2508,61.0,52754.0,1928,1,100.0,85.2,3.7,0.0,84.7,0.0,0.0,0.0,0.96675,0.0,51.0,0.96675,72.16347480279028,3613.8,209.0,5002.0,40.827771,-73.880881
2509,53.0,158399.0,2006,1,100.0,82.3,5.4,0.0,84.7,0.0,0.0,0.0,0.87122,0.0,138.0,0.87122,72.16347480279028,14980.5,203.0,125.0,40.828949,-73.891897
2510,53.0,158399.0,2006,1,100.0,82.3,5.4,0.0,84.7,0.0,0.0,0.0,0.87122,0.0,138.0,0.87122,72.16347480279028,14980.5,203.0,125.0,40.828949,-73.891897
2511,63.0,171034.0,1928,1,100.0,81.7,4.0,0.0,84.7,0.0,0.0,0.0,0.95303,0.0,163.0,0.95303,72.16347480279028,20315.6,204.0,197.0,40.835879,-73.918837
2512,63.0,171034.0,1928,1,100.0,81.7,4.0,0.0,84.7,0.0,0.0,0.0,0.95303,0.0,163.0,0.95303,72.16347480279028,20315.6,204.0,197.0,40.835879,-73.918837
2513,62.0,71840.0,1926,1,100.0,86.3,4.0,0.0,84.7,0.0,0.0,0.0,1.07183,0.0,77.0,1.07183,72.16347480279028,5130.9,204.0,22101.0,40.836551,-73.918334
2514,62.0,71840.0,1926,1,100.0,86.3,4.0,0.0,84.7,0.0,0.0,0.0,1.07183,0.0,77.0,1.07183,72.16347480279028,5130.9,204.0,22101.0,40.836551,-73.918334
2515,3.0,50200.0,1925,1,100.0,156.9,8.3,0.0,84.7,0.0,0.0,0.0,1.33466,0.0,67.0,1.33466,72.16347480279028,11269.9,204.0,17902.0,40.836252,-73.914551
2516,3.0,50200.0,1925,1,100.0,156.9,8.3,0.0,84.7,0.0,0.0,0.0,1.33466,0.0,67.0,1.33466,72.16347480279028,11269.9,204.0,17902.0,40.836252,-73.914551
2517,50.0,52730.0,1926,1,100.0,99.3,4.2,0.0,84.7,0.0,0.0,0.0,1.04305,0.0,55.0,1.04305,100.0,6238.6,204.0,17902.0,40.836645,-73.914167
2518,50.0,52730.0,1926,1,100.0,99.3,4.2,0.0,84.7,0.0,0.0,0.0,1.04305,0.0,55.0,1.04305,100.0,6238.6,204.0,17902.0,40.836645,-73.914167
2519,18.0,75104.0,1941,1,100.0,111.8,6.7,0.0,84.7,0.0,0.0,0.0,1.05188,0.0,79.0,1.05188,100.0,9287.8,204.0,225.0,40.837759,-73.910458
2520,18.0,75104.0,1941,1,100.0,111.8,6.7,0.0,84.7,0.0,0.0,0.0,1.05188,0.0,79.0,1.05188,100.0,9287.8,204.0,225.0,40.837759,-73.910458
2521,14.0,66554.0,1941,1,100.0,114.1,7.2,0.0,84.7,0.0,0.0,0.0,1.0668,0.0,71.0,1.0668,100.0,5942.8252124221,204.0,225.0,40.838196,-73.911184
2522,14.0,66554.0,1941,1,100.0,114.1,7.2,0.0,84.7,0.0,0.0,0.0,1.0668,0.0,71.0,1.0668,100.0,5942.8252124221,204.0,225.0,40.838196,-73.911184
2523,42.0,58885.0,1923,1,100.0,107.7,4.6,0.0,84.7,0.0,0.0,0.0,1.08686,0.0,64.0,1.08686,100.0,5942.8252124221,204.0,223.0,40.840212,-73.916562
2524,42.0,58885.0,1923,1,100.0,107.7,4.6,0.0,84.7,0.0,0.0,0.0,1.08686,0.0,64.0,1.08686,100.0,5942.8252124221,204.0,223.0,40.840212,-73.916562
2525,62.0,56832.0,1926,1,100.0,92.4,3.3,0.0,84.7,0.0,0.0,0.0,1.03815,0.0,59.0,1.03815,100.0,4361.1,204.0,223.0,40.841186,-73.915871
2526,59.0,56832.0,1926,1,100.0,94.4,3.3,0.0,84.7,0.0,0.0,0.0,1.03815,0.0,59.0,1.03815,100.0,4361.1,204.0,223.0,40.841186,-73.915871
2527,59.0,87146.0,1927,1,100.0,96.1,4.7,0.0,84.7,0.0,0.0,0.0,0.99832,0.0,87.0,0.99832,100.0,5942.8252124221,205.0,21502.0,40.848969,-73.914813
2528,59.0,87146.0,1927,1,100.0,96.1,4.7,0.0,84.7,0.0,0.0,0.0,0.99832,0.0,87.0,0.99832,100.0,5942.8252124221,205.0,21502.0,40.848969,-73.914813
2529,42.0,81826.0,1927,1,100.0,96.2,5.5,0.0,84.7,0.0,0.0,0.0,1.03879,0.0,85.0,1.03879,100.0,10091.4,205.0,21502.0,40.849218,-73.914646
2530,42.0,81826.0,1927,1,100.0,96.2,5.5,0.0,84.7,0.0,0.0,0.0,1.03879,0.0,85.0,1.03879,100.0,10091.4,205.0,21502.0,40.849218,-73.914646
2531,74.0,66332.0,1929,1,100.0,65.2,4.3,0.0,84.7,0.0,0.0,0.0,0.87439,0.0,58.0,0.87439,100.0,5484.8,209.0,72.0,40.832358,-73.858906
2532,74.0,66332.0,1929,1,100.0,65.2,4.3,0.0,84.7,0.0,0.0,0.0,0.87439,0.0,58.0,0.87439,100.0,5484.8,209.0,72.0,40.832358,-73.858906
2533,85.0,77990.0,1921,1,100.0,74.1,3.5,0.0,84.7,0.0,0.0,0.0,0.83344,0.0,65.0,0.83344,100.0,5942.8252124221,205.0,24502.0,40.855322,-73.910742
