,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,green_power_offsite_kwh,egrid_output_emissions_rate_kgco2e_mbtu,percent_of_electricity_that_is_green_power,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_total,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,longitude,latitude,letters
2920,96.0,237067.0,1928,1,100,44.4,8.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,0,0,-73.985619,40.744096,A
2921,91.0,110000.0,1930,1,100,47.5,5.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,235.6,5,0,0,-73.988635,40.745869,A
2922,75.0,47182.0,1912,1,100,56.9,9.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1253.5,6,0,0,-73.983489,40.746297,B
2923,61.0,501071.0,1970,1,100,76.8,11.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,11078.8,3,0,0,-73.975783,40.74898,C
2932,81.0,87408.0,1901,1,100,71.5,12.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-73.992581,40.737416,B
2933,72.0,730647.0,1925,1,100,59.6,12.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,14644.8,3,0,0,-73.982071,40.746069,B
2936,71.0,54000.0,1900,1,100,52.4,14.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,0,0,-74.001807,40.723374,B
2939,92.0,733766.0,1929,1,100,49.2,9.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4831.7,6,0,0,-74.006897,40.717363,A
2942,97.0,110000.0,1905,1,100,39.1,5.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1380.9,7,1,0,-73.996067,40.726247,A
2969,71.0,68667.0,1964,1,90,66.9,12.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,791.7,3,0,0,-73.978238,40.757129,B
2999,31.0,97780.0,1924,1,100,77.2,20.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4454.3,4,0,0,-73.979855,40.757193,D
3000,64.0,246417.0,1912,1,100,56.5,15.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,8,0,0,-73.98648,40.749256,C
3001,97.0,141478.0,1908,1,100,21.8,6.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1743.0,3,0,0,-73.984243,40.748888,A
3002,72.0,400080.0,1928,1,100,63.3,10.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,2,0,0,-73.981091,40.751879,B
3003,89.0,111449.0,1927,1,100,45.3,6.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.986075,40.753173,A
3005,52.0,112490.0,1910,1,100,69.4,18.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1703.3,3,0,0,-73.979975,40.755604,D
3006,93.0,72511.0,1930,1,100,29.1,8.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2640.6,2,0,0,-73.972082,40.762162,A
3008,60.0,61240.0,1906,1,100,52.3,15.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1090.7,2,0,0,-73.982372,40.751427,C
3011,31.0,500190.0,1981,1,100,105.0,17.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.971124,40.755341,D
3013,79.0,150358.0,1902,1,100,69.2,13.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,13907.4,9,3,0,-73.999033,40.722748,B
3023,95.0,319422.0,1969,1,100,68.9,8.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.979997,40.753979,A
3029,55.0,663404.0,1981,1,100,91.6,18.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.978428,40.751684,D
3045,68.0,35057.0,1900,1,100,54.2,11.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-74.000076,40.721543,C
3048,74.0,103707.0,1926,1,100,60.0,9.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.977972,40.764655,B
3049,80.0,82500.0,1911,1,90,50.9,7.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,409.2,4,0,0,-73.994089,40.742562,B
3071,71.0,920386.9700000044,1970,1,100,87.0,13.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,27847.7,12,7,0,-73.968333,40.759136,B
3072,71.0,920386.9700000044,1970,1,100,87.0,13.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,27847.7,12,7,0,-73.968333,40.759136,B
3073,84.0,920386.9700000044,1970,1,100,81.9,8.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,2,0,-74.011249,40.704275,B
3074,61.0,672763.0,1970,1,100,86.1,14.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,14698.5,16,7,0,-73.982125,40.757586,C
3075,75.0,463167.0,1920,1,100,76.1,11.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,11104.8,7,4,0,-73.971551,40.763381,B
3076,69.0,564657.0,1964,1,95,77.9,10.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,6950.2,11,5,0,-73.978341,40.762731,C
3077,77.0,478028.0,1956,1,100,65.0,10.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2728.1,8,3,0,-73.973266,40.752374,B
3078,67.0,547848.0,1958,1,100,74.8,13.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,8560.0,12,7,0,-73.972309,40.753722,C
3079,80.0,850336.0,1948,1,100,52.1,10.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,11432.5,14,7,0,-73.978504,40.751,B
3080,76.0,222702.0,1988,1,100,52.2,12.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1789.3,8,3,0,-73.981748,40.752286,B
3081,42.0,760457.0,1971,1,100,105.2,20.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,16989.8,9,4,0,-73.990927,40.770125,D
3082,62.0,443638.0,1988,1,90,72.5,18.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-73.983544,40.757117,C
3083,79.0,920386.9700000044,1928,1,100,56.2,10.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,8763.4,10,4,0,-73.975464,40.752262,B
3085,64.0,634244.0,1969,1,95,91.4,12.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,12122.9,16,7,0,-73.982146,40.762639,C
3086,84.0,311340.0,1914,1,100,56.2,9.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1713.1,6,1,0,-73.988713,40.736963,B
3087,79.0,778294.0,1958,1,80,60.1,11.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,8029.6,16,7,0,-73.973994,40.754244,B
3088,66.0,920386.9700000044,1972,1,100,76.4,11.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,21454.1,11,6,0,-73.985804,40.757636,C
3090,61.0,271818.0,1954,1,100,82.4,16.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,3218.1,4,1,0,-73.994536,40.752652,C
3091,72.0,531574.0,1923,1,100,61.6,15.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,5710.6,11,4,0,-73.977677,40.751681,B
3092,78.0,920386.9700000044,1930,1,85,44.0,12.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,12594.2,10,4,0,-73.973256,40.750256,B
3093,72.0,892704.0,1965,1,100,87.7,14.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,8,2,0,-73.978309,40.760648,B
3096,80.0,573483.0,1953,1,100,51.7,9.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,7,0,0,-73.978666,40.750745,B
3099,100.0,167555.0,1921,1,25,6.0,0.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,2,0,0,-74.01239,40.708645,A
3171,79.0,150355.0,1931,1,100,56.6,7.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1523.8,4,0,0,-73.982495,40.738548,B
3172,95.0,122841.0,1914,1,100,52.8,6.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,0,0,-73.983124,40.746972,A
3173,30.0,118008.0,1915,1,100,115.7,21.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,2,0,-73.980495,40.754001,D
3197,94.0,54395.0,1925,1,100,44.1,1.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,62.3,4,0,0,-73.992864,40.755237,A
3201,52.0,160675.0,1971,1,100,75.4,14.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.981159,40.75309,D
3202,64.0,49000.0,1915,1,100,60.5,8.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1263.5,4,0,0,-73.984381,40.745062,C
3220,87.0,109361.0,1915,1,100,51.5,9.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-74.00759,40.716965,A
3251,53.0,920386.9700000044,2008,1,100,180.3249999999999,8.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.984248,40.755355,D
3309,93.0,57300.0,1900,1,100,50.3,4.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,773.6,5,0,0,-73.987048,40.745037,A
3310,96.0,98280.0,1900,1,100,36.6,5.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1090.3,6,0,0,-73.996136,40.726165,A
3311,75.0,103823.0,1927,1,100,64.9,8.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,751.8,7,0,0,-73.989616,40.75547,B
3361,45.0,114825.0,1912,1,100,84.6,14.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.988097,40.748655,D
3415,71.0,556724.0,1982,1,95,57.3,13.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-73.974172,40.753157,B
3422,82.0,91764.0,1900,1,100,69.5,7.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1534.9,5,0,0,-74.006172,40.714349,B
3423,47.0,52343.0,1915,1,100,105.2,11.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,17,7,0,-74.004787,40.715999,D
3449,76.0,166438.0,1910,1,75,54.8,10.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-73.986225,40.7433,B
3459,81.0,117370.0,1929,1,100,48.9,10.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,7329.2,5,0,0,-73.942917,40.819265,B
3461,83.0,157256.0,1912,1,85,61.0,7.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,9,0,0,-73.982977,40.74485,B
3462,86.0,285845.0,1927,1,90,52.9,8.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,3141.8,5,0,0,-73.987434,40.744478,A
3464,93.0,138354.0,1973,1,100,27.8,7.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,15.384,6,0,0,-73.942903,40.819265,A
3467,60.0,920386.9700000044,1963,1,95,101.0,13.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,2,0,0,-73.975138,40.755564,C
3470,58.0,52650.0,1970,1,100,81.4,9.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1609.1,8,0,0,-73.942589,40.819265,C
3484,91.0,920386.9700000044,1911,1,100,106.2,15.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,0,0,-73.988627,40.734163,A
3488,84.0,88683.0,1911,1,100,49.8,9.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,0,0,-73.980716,40.751723,B
3489,88.0,80521.0,1907,1,100,54.8,6.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,0,0,-73.991338,40.752965,A
3491,89.0,298082.0,1907,1,100,50.2,10.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2945.7,4,0,0,-73.986045,40.74061,A
3517,62.0,916603.0,1962,1,95,79.6,12.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,15368.2,7,0,0,-73.975061,40.74991,C
3526,78.0,56968.0,1914,1,100,74.8,4.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,6184.1,6,1,0,-73.94049,40.819265,B
3577,71.0,81337.0,1921,1,90,81.5,18.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1220.3,3,0,0,-73.972183,40.762552,B
3586,75.0,197424.0,1913,1,80,50.8,8.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2443.6,17,1,0,-73.997704,40.753099,B
3599,59.0,56000.0,1907,1,100,69.8,12.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1091.4,5,0,0,-73.985596,40.747002,C
3651,64.0,281840.0,1923,1,100,73.3,14.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,7,0,0,-73.988482,40.755802,C
3670,61.0,135720.0,1980,1,100,76.5,21.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,7,0,0,-73.960336,40.760561,C
3716,50.0,45850.0,1930,1,100,72.7,12.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1769.6,3,0,0,-73.980747,40.75595,D
3736,77.0,327227.0,1900,1,100,54.1,9.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.997633,40.724398,B
3741,77.0,920386.9700000044,1971,1,90,68.3,8.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,367.2,4,0,0,-73.987068,40.753716,B
3750,94.0,92415.0,1902,1,100,45.0,8.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,399.5,5,0,0,-73.985438,40.747249,A
3751,85.0,70425.0,1898,1,60,57.0,16.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2744.6,11,2,0,-73.990452,40.736976,B
3752,96.0,126500.0,1911,1,100,36.1,4.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1336.0,3,0,0,-73.988342,40.751721,A
3753,91.0,59899.0,1917,1,100,70.1,7.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,15.384,5,1,0,-73.983661,40.751364,A
3757,81.0,741337.0,1902,1,95,51.2,8.1,0.0,79.5,0.0,1.00314,1.00314,0.0,0.0,100.0,100.0,4096.18123289184,6,0,0,-74.01311166,40.704884,B
3760,64.0,920386.9700000044,2011,1,90,73.4,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,10478.9,10,0,0,-73.990193,40.756664,C
3769,94.0,218558.0,1906,1,100,38.5,6.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1303.9,7,0,0,-73.989363,40.754576,A
3770,90.0,68213.0,1922,1,100,49.1,4.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1274.8,3,0,0,-73.981741,40.750534,A
3779,27.0,61600.0,1928,1,100,180.3249999999999,9.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2095.4,3,0,0,-73.954148,40.788937,D
3811,67.0,642461.0,1963,1,100,77.2,11.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,1,0,-74.007301,40.712982,C
3872,100.0,920386.9700000044,1961,1,75,6.5,1.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,6602.1,4,1,0,-73.975109,40.755641,A
3919,80.0,187653.0,1928,1,95,51.4,7.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.987378,40.752577,B
3982,78.0,58508.0,1921,1,100,81.7,13.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2602.5,3,0,0,-73.974687,40.765006,B
3986,55.0,51900.0,1924,1,100,145.0,27.14799999999996,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,4,0,-73.984054,40.753129,D
3994,85.0,144541.0,1925,1,100,64.1,10.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,0,0,-74.007758,40.707657,B
4001,79.0,72000.0,1926,1,100,78.0,7.5,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-73.983217,40.764338,B
4002,87.0,121004.0,1923,1,80,85.0,8.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,3108.7,8,0,0,-73.992663,40.748208,A
4014,63.0,136764.0,1959,1,100,88.0,13.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-74.007607,40.707443,C
4016,39.0,110957.0,1903,1,95,131.3,13.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,16758.0,15,7,0,-73.971362,40.76438,D
4022,84.0,97180.0,1900,1,100,52.6,5.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-74.003934,40.750893,B
4092,91.0,47484.0,1911,1,100,43.3,4.9,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,133.5,10,3,0,-73.99384,40.738585,A
4140,74.0,136069.0,1925,1,100,59.6,11.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2349.2,3,0,0,-73.985239,40.747521,B
4154,88.0,119957.0,1924,1,100,40.3,8.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,514.7,6,0,0,-73.991612,40.752289,A
4204,89.0,92088.0,1898,1,90,42.4,7.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,1004.6,4,0,0,-73.995173,40.726204,A
4248,53.0,44968.0,1915,1,100,67.9,13.6,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,913.8,4,0,0,-74.002255,40.718946,D
4251,76.0,46740.0,1912,1,100,57.3,10.7,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,904.4,5,0,0,-73.997586,40.722506,B
4254,92.0,190341.0,1910,1,100,45.6,6.2,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,4,0,0,-73.989049,40.754422,A
4471,15.0,36092.0,1923,1,100,98.7,26.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,3,0,0,-74.005666,40.741086,D
4481,68.0,115060.5,1928,1,100,67.1,11.8,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4419.0,3,0,0,-73.974346,40.759555,C
4495,86.0,35400.0,1910,1,60,29.7,2.4,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,253.6,3,0,0,-73.98939,40.744744,A
4582,90.0,58901.0,1920,1,100,49.8,6.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,6,0,0,-73.991238,40.740558,A
4583,89.0,91001.0,1930,1,100,74.5,6.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,2113.7,8,0,0,-73.989224,40.744673,A
4584,70.0,88001.0,1930,1,100,76.8,13.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,5,0,0,-73.989762,40.744102,C
4586,54.0,248567.0,1909,1,100,79.5,16.0,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,3633.3,10,0,0,-73.984269,40.743042,D
4588,40.0,141051.0,1898,1,100,110.5,20.1,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4177.9,6,0,0,-74.00053,40.720978,D
4590,79.0,145501.0,1931,1,100,69.9,9.3,0.0,79.5,0.0,0.6154217272727274,0.41315932727272736,1.7763636363636357,0.09410454545454545,95.71428571428571,100.0,4096.18123289184,8,0,0,-73.985059,40.746958,B
