,score,property_id,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,electricity_use_grid_purchase_and_generated_from_onsite_renewable_systems_kwh,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_10_or_more_stories,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
21721,6,7468571.0,2014.0,1,100,11.2,0.5,644367.9,5.4,2.5,79.5,0.0,0.0,1.0187,0.0,1.0187,0.0,31.0,0.5177,100.0,100.0,2844.8,5.0,2,0,204.0,21302.0,-73.922008,40.843998
21723,100,7468582.0,2016.0,1,100,2.4,0.2,340831.3,1.7,1.0,79.5,0.0,0.0,0.7631076,0.0,0.5759018,0.0,30.0,0.21844,100.0,100.0,3370.7,6.0,2,0,204.0,211.0,-73.924196,40.83994
21724,53,7468590.0,2014.0,1,95,6.0,0.5,928209.8,4.2,2.6,79.5,0.0,0.0,1.3819,0.0,0.92785,0.0,78.0,0.51328,100.0,100.0,4594.425778134381,7.0,0,0,202.0,12901.0,-73.899024,40.821031
21762,87,7524971.0,1927.0,1,90,3.4,0.1,142799.5,5.8,4.8,79.5,0.0,0.0,2.05141,0.0,1.70539,0.0,21.0,0.51903,100.0,100.0,5177.9,8.0,0,0,207.0,415.0,-73.88604,40.870633
21769,100,7526172.0,1949.0,1,100,2.7,0.0,86197.7,1.0,0.3,79.5,0.0,0.0,1.01743,0.0,0.82051,0.0,8.0,0.26256,100.0,100.0,1749.7,5.0,0,0,207.0,415.0,-73.883853,40.870213
21812,57,7533164.0,2014.0,1,90,10.9,0.0,347807.7,2.8,0.1,79.5,0.0,0.0,1.13026,0.0,0.87595,0.0,11.0,0.31082,100.0,100.0,662.0,3.0,0,0,206.0,389.0,-73.887258,40.85593
21815,25,7533525.0,1922.0,1,100,4.0,0.0,217302.8,9.2,8.1,79.5,0.0,0.0,1.56459,0.0,1.10666,0.0,58.0,1.10666,73.35970197368421,95.78447655077947,7571.1,8.0,0,0,204.0,223.0,-73.915663,40.839931
21818,13,7533673.0,1912.0,1,90,4.8,0.1,132305.3,10.7,9.4,79.5,0.0,0.0,2.51852,0.0,1.14815,0.0,8.0,0.2963,100.0,100.0,4594.425778134381,7.0,0,0,207.0,40701.0,-73.889581,40.872231
21833,7,7534827.0,1923.0,1,100,5.2,0.9,190040.8,6.4,5.0,79.5,0.0,0.0,0.84839,0.0,0.73527,0.0,26.0,0.73527,73.35970197368421,95.78447655077947,4594.425778134381,10.0,0,0,207.0,40302.0,-73.890547,40.869896
21836,100,7534830.0,1932.0,1,100,4.0,0.1,174674.1,1.4,0.3,79.5,0.0,0.0,1.06808,0.0,1.06808,0.0,46.0,1.06808,73.35970197368421,95.78447655077947,3085.0,9.0,0,0,212.0,394.0,-73.861748,40.887373
21856,36,7537991.0,1924.0,1,100,5.1,0.1,219657.1,8.6,7.2,79.5,0.0,0.0,1.82998,0.0,1.36669,0.0,59.0,1.36669,73.35970197368421,95.78447655077947,8931.4,15.0,3,0,204.0,223.0,-73.914836,40.839607
21887,54,7566305.0,2006.0,1,100,12.5,0.1,415459.0,3.7,0.4,79.5,0.0,0.0,1.75706,0.0,0.87853,0.0,30.0,0.87853,90.0,100.0,4594.425778134381,12.0,0,0,212.0,390.0,-73.859161,40.880766
21888,100,7567159.0,1911.0,1,100,4.3,0.1,109945.0,1.7,0.5,79.5,0.0,0.0,1.87438,0.0,0.99701,0.0,25.0,0.99701,73.35970197368421,95.78447655077947,4594.425778134381,5.0,4,0,205.0,39902.0,-73.893689,40.860726
21889,100,7567161.0,1995.0,2,100,3.2,0.3,120148.0,2.7,1.8,79.5,0.0,0.0,1.89673,0.0,1.08008,0.0,41.0,1.08008,73.35970197368421,95.78447655077947,2928.2,9.0,5,0,205.0,241.0,-73.906428,40.851002
21890,68,7567162.0,1927.0,1,100,7.1,0.5,188508.0,4.5,2.5,79.5,0.0,0.0,2.00076,0.0,0.9815,0.0,26.0,0.9815,73.35970197368421,95.78447655077947,2454.9,5.0,3,0,205.0,22701.0,-73.911551,40.84719
21891,81,7567163.0,1923.0,1,100,3.8,0.7,102809.0,4.6,3.5,79.5,0.0,0.0,1.75079,0.0,1.37828,0.0,37.0,1.37828,73.35970197368421,95.78447655077947,1680.2,8.0,5,0,205.0,241.0,-73.907952,40.851812
21941,72,7797031.0,1926.0,1,100,4.1,0.0,348831.7,5.6,4.4,79.5,0.0,0.0,1.39301,0.0,0.85536,0.0,70.0,0.85536,90.0,100.0,8903.3,18.0,0,0,204.0,201.0,-73.92615,40.840709
21943,1,7798281.0,1926.0,1,100,9.3,0.0,249556.9,13.0,10.5,79.5,0.0,0.0,1.82184,0.0,0.91092,0.0,24.0,0.91092,73.35970197368421,95.78447655077947,6742.9,16.0,1,0,203.0,151.0,-73.900165,40.831144
21945,100,7841083.0,1951.0,1,100,2.4,0.0,494357.6,1.8,1.1,79.5,0.0,0.0,0.7631076,0.0,0.63648,0.0,127.0,0.63648,90.0,100.0,5310.4,10.0,0,0,208.0,335.0,-73.904958,40.88786849
21973,99,7880115.0,1928.0,1,100,4.5,0.2,257908.0,2.6,1.3,79.5,0.0,0.0,1.8997,0.0,1.28456,0.0,71.0,1.28456,50.0,100.0,6009.1,20.0,0,0,206.0,37504.0,-73.894196,40.848433
21981,86,7916496.0,1924.0,1,100,4.2,0.6,199985.5,4.0,2.8,79.5,0.0,0.0,1.55629,0.0,1.25368,0.0,58.0,1.25368,90.0,100.0,5469.0,4.0,0,0,202.0,85.0,-73.898013,40.815879
21983,17,7919847.0,1923.0,1,100,3.9,0.1,118969.3,8.9,7.8,79.5,0.0,0.0,1.20507,0.0,1.03292,0.0,30.0,1.03292,90.0,100.0,4456.1,7.0,0,0,207.0,401.0,-73.89766,40.866592
21984,20,7937776.0,1927.0,1,100,3.9,1.1,156246.5,6.7,5.6,79.5,0.0,0.0,1.40485,0.0,0.94508,0.0,37.0,0.94508,90.0,100.0,5232.9,8.0,0,0,207.0,269.0,-73.905434,40.871495
21993,87,7945034.0,1922.0,1,100,3.5,0.5,159989.0,3.8,2.9,79.5,0.0,0.0,1.316,0.0,1.15986,0.0,52.0,1.15986,90.0,100.0,4594.425778134381,8.0,0,0,207.0,413.0,-73.883296,40.872828
22009,59,7954793.0,1929.0,1,100,2.5,0.9,121893.9,4.9,4.1,79.5,0.0,0.0,1.19215,0.0,0.78767,0.0,37.0,0.78767,90.0,100.0,4765.8,7.0,0,0,207.0,413.0,-73.885623,40.871211
22024,32,7968757.0,1951.0,1,100,3.5,0.9,162525.8,5.6,4.6,79.5,0.0,0.0,1.08889,0.0,0.82222,0.0,37.0,0.82222,100.0,100.0,3713.4,8.0,0,0,207.0,413.0,-73.886503,40.872502
22031,54,7989611.0,2010.0,1,100,5.9,0.4,1385379.0,3.6,2.0,79.5,0.0,0.0,0.7631076,0.0,0.7184,0.0,168.0,0.7184,73.35970197368421,95.78447655077947,4594.425778134381,7.0,1,0,206.0,359.0,-73.882783,40.83957
22037,100,8000379.0,2018.0,1,95,2.0,0.1,226267.6,1.2,0.7,79.5,0.0,0.0,1.78398,124.0,1.10607,1.10607,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,5.0,0,0,209.0,92.0,-73.856202,40.832722
22038,99,8000380.0,2018.0,1,95,6.7,0.0,635761.7,1.9,0.1,79.5,0.0,0.0,1.58952,82.0,0.97269,0.97269,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,7.0,0,0,209.0,92.0,-73.856301,40.833705
22039,100,8000382.0,2018.0,2,95,4.2,0.1,862029.3,1.5,0.4,79.5,0.0,0.0,1.70052,206.0,1.04882,1.04882,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,12.0,0,0,209.0,92.0,-73.856202,40.832722
22041,58,8000431.0,2015.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,4.994492941049683,0.0,79.5,0.0,0.0,0.7631076,0.0,1.03544,0.0,35.0,1.03544,100.0,100.0,4594.425778134381,0.0,0,0,210.0,26602.0,-73.830301,40.847736
22044,3,8014978.0,1928.0,1,90,5.2,1.4,227562.8,8.1,6.7,79.5,0.0,0.0,1.67571,0.0,1.10928,0.0,18.0,0.42483,100.0,100.0,5454.8,10.0,0,0,204.0,225.0,-73.910309,40.840838
22045,99,8014979.0,1927.0,1,100,7.104354130776716,0.1,176322.9,1.8,0.4,79.5,0.0,0.0,1.5258,0.0,1.13687,0.0,15.0,0.44877,100.0,100.0,4594.425778134381,11.0,0,0,204.0,199.0,-73.927461,40.83801
22070,100,8151618.0,2016.0,1,100,3.8,0.2,959866.7,2.0,0.9,79.5,0.0,0.0,1.1299,185.0,0.7685,0.7685,0.0,0.0,73.35970197368421,95.78447655077947,12428.5,6.0,5,0,206.0,359.0,-73.881325,40.838446
22085,100,8156381.0,1928.0,1,100,4.5,0.0,175916.5,1.5,0.2,79.5,0.0,0.0,1.3172,0.0,0.96774,0.0,4.0,0.10753,100.0,100.0,2690.9,7.0,0,0,212.0,434.0,-73.856046,40.88786849
22194,100,8465307.0,1928.0,1,100,4.0,0.0,203519.8,1.3,0.2,79.5,0.0,0.0,1.40004,0.0,1.08812,0.0,54.0,1.08812,73.35970197368421,95.78447655077947,5507.9,6.0,0,0,207.0,40303.0,-73.895537,40.869459
22195,100,8465308.0,1935.0,1,100,3.4,0.0,180809.2,1.2,0.2,79.5,0.0,0.0,1.4,0.0,0.86,0.0,43.0,0.86,73.35970197368421,95.78447655077947,4567.6,6.0,0,0,207.0,419.0,-73.882581,40.880076
22215,30,8489061.0,1990.0,1,100,11.5,0.9,546257.3,7.5,4.2,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,1558.9,2.0,0,0,205.0,217.0,-73.910133,40.850733
22220,1,8489952.0,1972.0,1,100,14.0,1.0,2376387.5599999996,8.7,5.1,79.5,0.0,0.0,0.83709,99.0,0.5759018,0.49624,0.0,0.0,73.35970197368421,95.78447655077947,15819.6,4.0,4,0,205.0,379.0,-73.900907,40.849106
22221,2,8489953.0,1973.0,1,100,14.307999999999993,0.2,2376387.5599999996,5.8,0.9,79.5,0.0,0.0,1.19344,169.0,0.84038,0.84038,0.0,0.0,73.35970197368421,95.78447655077947,18710.9,3.0,2,0,206.0,36501.0,-73.884177,40.846343
22222,1,8489954.0,1973.0,1,100,14.307999999999993,0.9,2376387.5599999996,8.8,4.7,79.5,0.0,0.0,1.42315,0.0,0.5759018,0.0,99.0,0.52768,73.35970197368421,95.78447655077947,4594.425778134381,3.0,0,0,205.0,379.0,-73.900714,40.850099
22223,1,8489955.0,1971.0,1,100,8.7,1.9,793400.0,14.1,11.0,79.5,0.0,0.0,2.48044,84.0,0.97363,0.97363,0.0,0.0,73.35970197368421,95.78447655077947,14077.6,4.0,2,0,205.0,379.0,-73.898903,40.852804
22224,100,8489956.0,1972.0,2,100,1.4,0.2,321099.0,1.2,0.8,79.5,0.0,0.0,2.1412,0.0,1.11558,0.0,190.0,1.11558,73.35970197368421,95.78447655077947,4594.425778134381,3.0,2,0,206.0,36501.0,-73.885438,40.846454
22225,30,8489957.0,1972.0,1,100,14.307999999999993,0.4,2111569.0,6.9,2.1,79.5,0.0,0.0,3.605774,111.0,0.925,0.925,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,3.0,2,0,205.0,38302.0,-73.895519,40.857975
22226,38,8489958.0,1972.0,1,100,8.9,0.6,1124717.0,5.6,3.2,79.5,0.0,0.0,2.14823,120.0,0.95477,0.95477,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,3.0,2,0,205.0,379.0,-73.898894,40.853979
22244,44,8550794.0,1931.0,1,100,3.8,0.1,99499.0,7.7,6.6,79.5,0.0,0.0,1.58667,0.0,0.99167,0.0,25.0,0.99167,100.0,100.0,4594.425778134381,7.0,0,0,207.0,421.0,-73.883746,40.88173
22251,100,8600606.0,1927.0,1,100,4.0,0.1,204562.7,1.5,0.3,79.5,0.0,0.0,0.96872,0.0,0.96872,0.0,48.0,0.96872,73.35970197368421,95.78447655077947,4640.2,9.0,0,0,209.0,92.0,-73.853279,40.832362
22252,100,8600608.0,1922.0,1,100,4.5,0.1,190852.1,1.8,0.5,79.5,0.0,0.0,1.16054,0.0,1.16054,0.0,48.0,1.16054,73.35970197368421,95.78447655077947,7110.6,6.0,0,0,207.0,423.0,-73.8787,40.874937
22255,11,8643106.0,1931.0,1,95,4.2,0.1,109517.6,12.2,11.0,79.5,0.0,0.0,2.38095,0.0,0.99206,0.0,25.0,0.99206,0.0,90.0,4594.425778134381,8.0,0,0,208.0,26702.0,-73.900622,40.873363
22256,8,8643111.0,1927.0,1,95,4.6,0.1,214933.5,11.7,10.5,79.5,0.0,0.0,1.96769,0.0,0.94012,0.0,43.0,0.94012,0.0,90.0,8907.8,7.0,0,0,208.0,277.0,-73.9017,40.877627
22257,4,8643123.0,1967.0,1,100,5.6,0.1,284733.2,13.5,11.0,79.5,0.0,0.0,2.2449,0.0,1.16326,0.0,57.0,1.16326,0.0,90.0,6049.7,6.0,0,0,208.0,279.0,-73.896628,40.883595
22277,25,8659143.0,1927.0,1,100,4.5,0.9,192629.8,5.9,4.6,79.5,0.0,0.0,1.7697,0.0,1.09091,0.0,9.0,0.21818,100.0,100.0,4594.425778134381,7.0,0,0,205.0,217.0,-73.913716,40.847387
22278,15,8659144.0,1923.0,1,100,4.0,1.0,181029.5,6.1,5.0,79.5,0.0,0.0,1.42529,0.0,0.96552,0.0,8.0,0.18391,100.0,100.0,6019.8,7.0,0,0,207.0,40302.0,-73.892899,40.866053
22279,10,8659145.0,1925.0,1,100,4.8,0.1,194671.3,9.4,8.1,79.5,0.0,0.0,1.4636,0.0,1.23251,0.0,18.0,0.46219,100.0,100.0,4569.1,8.0,0,0,207.0,42901.0,-73.875825,40.874926
22280,48,8659148.0,1921.0,1,100,4.6,0.1,145023.4,7.4,6.1,79.5,0.0,0.0,2.39322,0.0,1.29633,0.0,7.0,0.23267,100.0,100.0,4594.425778134381,6.0,0,0,205.0,23301.0,-73.909402,40.849201
22317,57,8699674.0,1915.0,1,100,6.4,0.6,332407.7,4.8,3.1,79.5,0.0,0.0,2.26054,0.0,0.90038,0.0,16.0,0.30651,100.0,100.0,7829.1,3.0,0,0,202.0,87.0,-73.897861,40.820564
22322,41,8704841.0,1925.0,1,100,4.5,0.9,232744.7,5.9,4.6,79.5,0.0,0.0,1.48222,0.0,1.24186,0.0,62.0,1.24186,100.0,100.0,7981.7,11.0,0,0,204.0,195.0,-73.922079,40.832357
22323,86,8704842.0,1930.0,1,100,4.1,0.1,195229.9,4.9,3.8,79.5,0.0,0.0,1.40426,0.0,1.14894,0.0,54.0,1.14894,100.0,100.0,3850.9,7.0,0,0,209.0,5002.0,-73.875979,40.827113
22324,9,8704843.0,1930.0,1,100,4.9,1.5,182670.2,8.5,7.2,79.5,0.0,0.0,1.83562,0.0,1.34247,0.0,49.0,1.34247,100.0,100.0,3947.5,9.0,0,0,209.0,5002.0,-73.878762,40.826776
22325,1,8704844.0,1928.0,1,100,5.0,1.9,202434.7,14.1,11.0,79.5,0.0,0.0,1.34804,0.0,1.05392,0.0,43.0,1.05392,100.0,100.0,5498.1,8.0,0,0,204.0,199.0,-73.924895,40.835238
22326,33,8704845.0,1927.0,1,100,5.5,1.0,191706.3,6.7,5.1,79.5,0.0,0.0,1.93712,0.0,1.40068,0.0,47.0,1.40068,100.0,100.0,4512.8,6.0,0,0,204.0,17902.0,-73.914297,40.83654
22327,2,8704846.0,1924.0,1,100,10.4,1.1,321381.5,8.1,5.2,79.5,0.0,0.0,1.50204,0.0,1.07755,0.0,33.0,1.07755,100.0,100.0,4594.425778134381,13.0,0,0,204.0,17702.0,-73.909671,40.836896
22328,100,8704847.0,1924.0,1,100,5.0,0.1,182779.3,1.8,0.4,79.5,0.0,0.0,1.67698,0.0,1.40206,0.0,51.0,1.40206,100.0,100.0,4754.6,9.0,0,0,204.0,167.0,-73.904846,40.842758
22329,7,8704848.0,1924.0,1,100,5.8,1.4,288479.7,8.4,6.8,79.5,0.0,0.0,1.7641,0.0,1.21026,0.0,59.0,1.21026,100.0,100.0,9608.4,11.0,0,0,205.0,22701.0,-73.910867,40.848192
22330,100,8704849.0,1927.0,1,100,5.7,0.1,202620.5,1.9,0.3,79.5,0.0,0.0,1.60088,0.0,1.30982,0.0,45.0,1.30982,100.0,100.0,1465.7,13.0,0,0,209.0,218.0,-73.867135,40.837525
22331,1,8704850.0,1927.0,1,100,8.2,1.8,293266.5,10.9,8.6,79.5,0.0,0.0,1.60252,0.0,1.28774,0.0,45.0,1.28774,100.0,100.0,5181.7,16.0,0,0,209.0,218.0,-73.866929,40.837544
22333,6,8704852.0,1929.0,1,100,8.4,0.3,392138.1,8.7,6.4,79.5,0.0,0.0,1.33459,0.0,1.05017,0.0,48.0,1.05017,100.0,100.0,6533.5,15.0,0,0,203.0,149.0,-73.901757,40.834606
22334,66,8704853.0,1931.0,1,100,4.1,0.7,183651.5,4.6,3.5,79.5,0.0,0.0,1.37931,0.0,1.08046,0.0,47.0,1.08046,100.0,100.0,5277.5,7.0,0,0,206.0,36902.0,-73.893581,40.841894
22336,84,8704926.0,1922.0,1,100,3.6,0.5,169242.7,3.4,2.4,79.5,0.0,0.0,1.4945,0.0,0.96703,0.0,8.0,0.17582,100.0,100.0,4594.425778134381,12.0,0,0,207.0,425.0,-73.880088,40.873207
22343,67,8705690.0,2018.0,1,100,6.9,0.6,881144.2,4.9,3.0,79.5,0.0,0.0,2.15681,154.0,1.31284,1.1123058000000001,0.0,0.0,73.35970197368421,95.78447655077947,8363.2,8.0,3,0,201.0,65.0,-73.922339,40.820725
22344,34,8707885.0,1927.0,1,100,3.5,0.1,174982.0,6.8,5.8,79.5,0.0,0.0,1.32231,0.0,0.99174,0.0,8.0,0.16529,100.0,100.0,6950.9,8.0,0,0,207.0,419.0,-73.88243,40.879807
22345,10,8707911.0,1927.0,1,100,4.5,1.2,246207.0,7.0,5.7,79.5,0.0,0.0,1.6281,0.0,1.16293,0.0,20.0,0.38764,100.0,100.0,4594.425778134381,7.0,0,0,207.0,39901.0,-73.890916,40.863125
22356,10,8715359.0,1962.0,1,100,4.6,1.0,319690.9,6.4,5.1,79.5,0.0,0.0,1.26866,0.0,1.01492,0.0,24.0,0.35821,100.0,100.0,8307.0,6.0,0,0,207.0,431.0,-73.872262,40.879393
22357,100,8715367.0,1966.0,1,100,5.5,0.1,210912.4,1.8,0.3,79.5,0.0,0.0,1.55413,0.0,1.23258,0.0,26.0,0.69668,100.0,100.0,4928.9,4.0,0,0,208.0,279.0,-73.893961,40.884693
22362,46,8716226.0,1978.0,1,100,5.7,0.7,1320101.0,5.2,3.6,79.5,0.0,0.0,1.58156,0.0,0.80886,0.0,179.0,0.80886,90.0,100.0,20828.8,29.539999999999964,0,0,209.0,74.0,-73.853656,40.820442
22377,29,8718398.0,1962.0,1,100,4.6,0.7,400058.9,5.1,3.8,79.5,0.0,0.0,1.22218,0.0,0.98714,0.0,28.0,0.32905,100.0,100.0,4594.425778134381,5.0,0,0,207.0,431.0,-73.879058,40.882408
22378,100,8718413.0,1927.0,1,100,3.7,0.1,162009.9,1.4,0.3,79.5,0.0,0.0,1.47746,0.0,1.16767,0.0,17.0,0.40511,100.0,100.0,4109.0,6.0,0,0,211.0,340.0,-73.864435,40.86596
22389,80,8718589.0,2008.0,2,100,4.9,0.5,206186.2,3.9,2.6,79.5,0.0,0.0,1.51877,42.0,1.01251,1.01251,0.0,0.0,73.35970197368421,95.78447655077947,4025.3,5.0,0,0,205.0,23704.0,-73.901558,40.856715
22390,44,8718591.0,2015.0,3,100,12.3,0.5,504060.3,5.7,2.3,79.5,0.0,0.0,1.98335,0.0,1.7804211999999997,0.0,81.0,1.6472331999999985,73.35970197368421,95.78447655077947,2022.7,6.0,0,0,203.0,161.0,-73.882148,40.836756
22402,66,8720790.0,1925.0,1,100,4.3,0.3,195221.8,5.6,4.4,79.5,0.0,0.0,1.56782,0.0,0.99977,0.0,44.0,0.99977,100.0,100.0,4594.425778134381,9.0,0,0,204.0,18102.0,-73.917377,40.832985
22408,64,8721702.0,1958.0,1,100,4.8,0.0,396693.0,6.5,5.2,79.5,0.0,0.0,1.64981,0.0,0.82491,0.0,66.0,0.82491,100.0,100.0,3983.5,3.0,0,0,204.0,18302.0,-73.918321,40.829613
22412,100,8726717.0,1972.0,1,90,7.104354130776716,0.2,887466.4674056921,1.2,1.2,79.5,0.0,0.0,1.06602,0.0,0.59697,0.0,112.0,0.59697,73.35970197368421,95.78447655077947,28611.841999999982,1.0,0,0,205.0,379.0,-73.899503,40.850161
22417,26,8726891.0,1973.0,2,90,7.3,0.7,2376387.5599999996,5.4,3.4,79.5,0.0,0.0,1.24459,0.0,0.5759018,0.0,190.0,0.56233,73.35970197368421,95.78447655077947,28611.841999999982,5.0,0,0,205.0,379.0,-73.900714,40.850099
22425,96,8778102.0,2016.0,1,100,5.4,0.3,416413.9,2.8,1.3,79.5,0.0,0.0,1.29675,0.0,1.29675,0.0,100.0,1.29675,73.35970197368421,95.78447655077947,2821.3,4.0,0,0,207.0,40502.0,-73.890312,40.865079
22434,93,8850738.0,1926.0,1,95,2.9,0.6,126686.7,3.7,2.9,79.5,0.0,0.0,1.66712,0.0,0.72092,0.0,32.0,0.72092,73.35970197368421,95.78447655077947,4594.425778134381,9.0,0,0,204.0,21302.0,-73.920792,40.842622
22437,51,8856497.0,1974.0,3,100,10.9,0.3,2376387.5599999996,4.4,1.4,79.5,0.0,0.0,1.81717,315.0799999999999,0.99853,0.99853,0.0,0.0,100.0,100.0,28611.841999999982,3.0,4,0,201.0,65.0,-73.924286,40.81779
22438,18,8860213.0,1930.0,1,100,3.9,1.0,148495.7,6.2,5.1,79.5,0.0,0.0,1.56079,0.0,1.04053,0.0,7.0,0.19168,100.0,100.0,2210.9,7.0,0,0,207.0,42902.0,-73.87431,40.876991
22445,96,8872118.0,2018.0,1,100,4.9,0.3,253922.4,2.8,1.5,79.5,0.0,0.0,1.20752,0.0,1.20752,0.0,63.0,1.20752,0.0,0.0,2196.3,5.0,0,0,203.0,12101.0,-73.88876,40.828803
22456,58,8982576.0,1926.0,1,100,7.104354130776716,0.5096468802428696,887466.4674056921,4.994492941049683,2.935725305873489,79.5,0.0,0.0,1.52958,0.0,0.92302,0.0,70.0,0.92302,0.0,90.0,4594.425778134381,0.0,0,0,207.0,431.0,-73.87886,40.884313
22496,21,9125599.0,1927.0,1,100,12.8,0.5,448156.0,6.1,2.7,79.5,0.0,0.0,2.34192,0.0,1.17096,0.0,33.0,1.17096,90.0,100.0,1402.6,7.0,0,0,207.0,425.0,-73.877134,40.870958
22502,58,9130380.0,1922.0,1,100,4.2,0.7,173710.5,5.5,4.3,79.5,0.0,0.0,1.27341,0.0,1.34832,0.0,11.0,0.27466,73.35970197368421,95.78447655077947,7942.0,10.0,0,0,204.0,17901.0,-73.916233,40.834574
22503,58,9130408.0,1922.0,1,100,5.4,0.0,221227.3,1.6,0.1,79.5,0.0,0.0,1.29838,0.0,1.34832,0.0,11.0,0.27466,73.35970197368421,95.78447655077947,9997.9,9.0,0,0,204.0,17901.0,-73.915911,40.834897
22504,10,9130412.0,1923.0,1,100,4.9,0.1,200587.2,9.2,7.9,79.5,0.0,0.0,1.44819,0.0,1.34832,0.0,11.0,0.27466,73.35970197368421,95.78447655077947,8218.8,13.0,0,0,204.0,17901.0,-73.91577,40.83504
22509,1,9137304.0,1958.0,1,100,14.2,0.4,699390.4,10.1,6.2,79.5,0.0,0.0,1.06345,0.0,0.91749,0.0,44.0,0.91749,90.0,100.0,4594.425778134381,13.0,0,0,208.0,26702.0,-73.898873,40.872632
22519,6,9138046.0,1958.0,1,100,4.7,1.3,442824.0,7.7,6.4,79.5,0.0,0.0,1.3989,0.0,1.15329,0.0,60.0,0.64072,0.0,100.0,4924.4,3.0,0,0,212.0,42902.0,-73.867134,40.88786849
22523,100,9147200.0,1928.0,1,100,3.6,0.0,112272.5,1.3,0.2,79.5,0.0,0.0,1.26836,0.0,1.06809,0.0,0.0,0.0,90.0,100.0,2956.4,6.0,0,0,210.0,300.0,-73.82901706000001,40.851651
22528,98,9153419.0,2018.0,1,100,2.5,0.3,873895.7,2.2,1.5,79.5,0.0,0.0,0.7631076,223.0,0.65869,0.65869,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,5.0,0,0,209.0,31.0,-73.878714,40.821517
22529,100,9153423.0,2018.0,1,100,2.8,0.0,999925.8,1.0,0.2,79.5,0.0,0.0,0.7631076,212.0,0.60512,0.60512,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,6.0,0,0,209.0,31.0,-73.877702,40.821656
22530,49,9153516.0,2015.0,1,95,5.3,0.6,1005992.0,4.6,3.2,79.5,0.0,0.0,1.18055,134.0,0.70939,0.70939,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,7.0,0,0,204.0,63.0,-73.926925,40.826092
22534,85,9154175.0,2016.0,1,100,6.5,0.2,252594.0,2.9,1.1,79.5,0.0,0.0,1.00694,0.0,1.00694,0.0,38.0,1.00694,73.35970197368421,95.78447655077947,2196.3,5.0,2,0,202.0,12901.0,-73.897837,40.822312
22535,99,9154177.0,2017.0,1,100,5.5,0.0,381579.1,1.6,0.1,79.5,0.0,0.0,1.12391,0.0,0.73298,0.0,45.0,0.73298,73.35970197368421,95.78447655077947,2454.8,5.0,5,0,202.0,12901.0,-73.898181,40.82145
22537,9,9154404.0,1919.0,1,100,9.1,0.5096468802428696,412290.2,7.2,4.7,79.5,0.0,0.0,1.79533,0.0,1.12208,0.0,50.0,1.12208,50.0,100.0,4594.425778134381,10.0,0,0,204.0,197.0,-73.916839,40.835411
22552,10,9275688.0,1928.0,1,100,5.2,0.9,201554.1,6.3,4.9,79.5,0.0,0.0,1.3982,0.0,1.18715,0.0,0.0,0.0,70.0,100.0,6387.2,7.0,0,0,201.0,31.0,-73.903673,40.811703
22554,93,9276614.0,2018.0,1,100,7.0,0.3,701058.5,3.6,1.7,79.5,0.0,0.0,1.79287,0.0,1.7804211999999997,0.0,161.0,1.6472331999999985,73.35970197368421,95.78447655077947,3356.6,5.0,5,0,201.0,71.0,-73.914557,40.817371
22594,87,9414443.0,1926.0,1,100,5.1,0.8,176526.7,5.1,3.7,79.5,0.0,0.0,3.58971,0.0,1.11811,0.0,38.0,1.11811,90.0,100.0,3379.1,16.0,0,0,207.0,40702.0,-73.88554,40.86722
22597,15,9420816.0,1990.0,1,100,10.7,1.1,544484.2,8.2,5.3,79.5,0.0,0.0,2.9791,0.0,0.84482,0.0,38.0,0.84482,90.0,100.0,4594.425778134381,16.0,0,0,202.0,85.0,-73.898772,40.817427
