,score,property_id,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,electricity_use_grid_purchase_and_generated_from_onsite_renewable_systems_kwh,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_10_or_more_stories,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
5456,41,3054367.0,1941.0,1,100,3.4,0.1,278654.7,6.3,5.3,79.5,0.0,0.0,0.7631076,0.0,0.76012,0.0,61.0,0.76012,90.0,100.0,6182.6,9.0,0,0,204.0,195.0,-73.920933,40.830089
5459,97,3054453.0,1924.0,1,100,4.3,0.2,857433.8,2.0,0.8,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,2.0,0,0,208.0,309.0,-73.907008,40.88786849
5461,32,3061432.0,1910.0,1,100,3.8,0.8,408641.7,5.1,4.0,79.5,0.0,0.0,1.22422,0.0,0.90404,0.0,34.0,0.32018,90.0,90.0,11489.7,9.0,0,0,208.0,277.0,-73.901253,40.879454
5462,11,3061534.0,1910.0,1,100,4.4,1.1,310057.6,6.6,5.3,79.5,0.0,0.0,1.56946,0.0,1.06125,0.0,14.0,0.20926,90.0,90.0,10428.6,9.0,0,0,208.0,277.0,-73.901771,40.878791
5516,61,3078576.0,2010.0,1,100,11.5,0.5096468802428696,1921653.0,5.1,1.9,79.5,0.0,0.0,1.511241939483864,33.39090600826534,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,4594.425778134381,2.0,0,0,206.0,397.0,-73.889679,40.860807
5531,98,3091288.0,1909.46,1,100,4.3,0.3,717579.9,8.0,1.4,79.5,0.0,0.0,1.49645,0.0,0.68961,0.0,100.0,0.68961,0.0,100.0,14519.2,19.0,0,0,202.0,89.0,-73.892412,40.82097
5533,97,3091417.0,1926.0,1,100,6.2,0.1,1618635.0,2.4,0.6,79.5,0.0,0.0,1.44645,0.0,0.87098,0.0,190.0,0.87098,0.0,100.0,28611.841999999982,5.0,0,0,205.0,24502.0,-73.912657,40.855362
5548,30,3094753.0,1960.0,1,100,4.3,0.9,413073.8,5.6,4.3,79.5,0.0,0.0,1.01946,0.0,1.01946,0.0,92.0,1.01946,90.0,100.0,9221.8,6.0,0,0,212.0,394.0,-73.864755,40.88786849
5563,45,3095092.0,1937.0,1,100,3.8,0.1,377109.4,6.9,5.8,79.5,0.0,0.0,1.20256,0.0,0.70677,0.0,67.0,0.70677,90.0,100.0,10814.4,9.0,0,0,207.0,255.0,-73.909549,40.860276
5564,33,3095105.0,1929.0,1,100,4.8,0.1,439370.2,7.7,6.3,79.5,0.0,0.0,1.43968,0.0,0.82753,0.0,73.0,0.82753,90.0,100.0,4594.425778134381,9.0,0,0,204.0,223.0,-73.91401,40.840792
5565,40,3095115.0,1928.0,1,100,4.4,0.1,345433.8,7.1,5.8,79.5,0.0,0.0,1.23957,0.0,0.97583,0.0,74.0,0.97583,90.0,100.0,9286.7,15.0,0,0,204.0,199.0,-73.925554,40.837413
5566,45,3095223.0,1928.0,1,100,8.1,0.2,667088.5,7.4,5.2,79.5,0.0,0.0,1.78354,0.0,1.7804211999999997,0.0,132.0,1.6472331999999985,90.0,100.0,10339.7,16.0,0,0,204.0,22101.0,-73.918086,40.838796
5567,68,3095296.0,1928.0,1,100,4.0,0.6,303701.6,4.2,3.0,79.5,0.0,0.0,1.16758,0.0,0.76923,0.0,56.0,0.76923,90.0,100.0,9188.9,8.0,0,0,205.0,20501.0,-73.921808,40.847988
5568,17,3095307.0,1941.0,1,100,5.6,1.0,365855.0,6.6,5.0,79.5,0.0,0.0,1.40187,0.0,1.04361,0.0,67.0,1.04361,90.0,100.0,11058.0,9.0,0,0,205.0,217.0,-73.915719,40.846691
5569,100,3095308.0,1939.0,1,100,4.0,0.1,233996.3,1.9,0.8,79.5,0.0,0.0,1.11512,0.0,0.84962,0.0,48.0,0.84962,90.0,100.0,5005.2,7.0,0,0,205.0,239.0,-73.901493,40.858812
5570,24,3095317.0,1923.0,1,100,4.8,0.1,364639.5,8.9,7.5,79.5,0.0,0.0,1.65012,0.0,1.09546,0.0,79.0,1.09546,90.0,100.0,11610.1,12.0,0,0,204.0,22703.0,-73.911588,40.844199
5571,31,3095337.0,1936.0,1,100,4.9,0.1,363649.8,8.1,6.7,79.5,0.0,0.0,1.60385,0.0,0.95945,0.0,67.0,0.95945,90.0,100.0,6651.3,6.0,0,0,205.0,22901.0,-73.906426,40.847079
5572,34,3095825.0,1953.0,1,100,4.0,0.1,291013.2,8.4,7.3,79.5,0.0,0.0,1.53161,0.0,0.72403,0.0,52.0,0.72403,90.0,100.0,7345.3,8.0,0,0,205.0,23302.0,-73.906995,40.848323
5573,41,3095852.0,1925.0,1,100,4.2,0.1,312368.1,7.8,6.6,79.5,0.0,0.0,1.62857,0.0,0.85714,0.0,60.0,0.85714,90.0,100.0,8069.4,8.0,0,0,205.0,243.0,-73.912206,40.852046
5574,73,3095856.0,1927.0,1,100,3.1,0.0,242528.8,5.7,4.9,79.5,0.0,0.0,1.25974,0.0,0.77922,0.0,60.0,0.77922,90.0,100.0,7761.8,9.0,0,0,205.0,381.0,-73.902967,40.849544
5575,22,3095860.0,1931.0,1,100,5.1,0.0,426205.1,7.9,6.5,79.5,0.0,0.0,1.23794,0.0,0.76574,0.0,60.0,0.76574,90.0,100.0,4594.425778134381,10.0,0,0,205.0,23301.0,-73.910606,40.848433
5576,68,3095865.0,1927.0,1,100,4.8,0.1,1184431.0,6.6,5.2,79.5,0.0,0.0,1.96993,0.0,0.77772,0.0,182.0,0.77772,90.0,100.0,4594.425778134381,14.0,0,0,204.0,5902.0,-73.923153,40.825922
5579,91,3096452.0,1928.0,1,100,3.5,0.7,403726.1,3.4,2.4,79.5,0.0,0.0,1.33612,0.0,0.89075,0.0,92.0,0.89075,80.0,90.0,4594.425778134381,14.0,1,0,209.0,222.0,-73.856961,40.834406
5580,1,3096462.0,1928.0,1,100,5.7,1.6,491053.4,8.5,6.9,79.5,0.0,0.0,1.13341,0.0,0.75561,0.0,62.0,0.75561,90.0,100.0,16419.4,10.0,0,0,204.0,18102.0,-73.919327,40.83095
5611,92,3104007.0,1926.0,1,100,2.8,0.5,212993.1,3.3,2.5,79.5,0.0,0.0,1.0728,0.0,0.99617,0.0,65.0,0.99617,80.0,90.0,5796.3,9.0,1,0,208.0,289.0,-73.906574,40.878331
5612,43,3104014.0,1925.0,1,100,5.2,0.7,339738.5,4.8,3.3,79.5,0.0,0.0,1.03774,0.0,0.95912,0.0,61.0,0.95912,90.0,90.0,5176.5,12.0,0,0,208.0,285.0,-73.900363,40.88786849
5626,100,3106488.0,1925.0,1,100,2.9,0.0,187748.4,0.9,0.1,79.5,0.0,0.0,0.88706,0.0,0.80786,0.0,51.0,0.80786,90.0,100.0,3424.6,9.0,0,0,207.0,419.0,-73.879726,40.877337
5638,100,3107193.0,1950.0,2,100,2.8,0.1,228254.5,1.1,0.3,79.5,0.0,0.0,1.16562,0.0,0.79003,0.0,0.0,0.0,100.0,100.0,4594.425778134381,27.0,0,0,211.0,328.0,-73.86461,40.860053
5639,80,3107466.0,1912.0,2,100,7.6,0.2,411075.7,3.3,1.2,79.5,0.0,0.0,1.48031,0.0,0.80924,0.0,41.0,0.80924,100.0,100.0,7445.8,7.0,5,0,206.0,36502.0,-73.889205,40.844146
5667,48,3109206.0,1929.0,1,100,5.2,0.8,340727.7,5.4,3.9,79.5,0.0,0.0,1.64624,0.0,1.03328,0.0,59.0,1.03328,100.0,100.0,8117.2,4.0,0,0,204.0,21302.0,-73.920692,40.843947
5668,26,3109221.0,2001.0,1,100,7.0,0.7,504835.3,5.6,3.7,79.5,0.0,0.0,1.16926,0.0,1.15517,0.0,82.0,1.15517,100.0,100.0,6274.9,5.0,0,0,204.0,211.0,-73.924312,40.839262
5669,13,3109254.0,2005.0,1,100,4.9,1.1,407635.8,6.9,5.5,79.5,0.0,0.0,1.15517,0.0,1.14174,0.0,85.0,1.14174,90.0,90.0,4461.8,4.0,0,0,204.0,201.0,-73.926429,40.839993
5670,94,3109598.0,1926.0,1,100,5.1,0.3,439204.1,2.9,1.5,79.5,0.0,0.0,1.38593,0.0,0.89456,0.0,71.0,0.89456,100.0,100.0,5346.3,6.0,1,0,204.0,201.0,-73.925346,40.84195
5671,57,3109613.0,2009.0,1,100,6.2,0.6,887353.5,4.7,3.0,79.5,0.0,0.0,1.58092,0.0,0.99394,0.0,127.0,0.99394,90.0,100.0,9302.4,5.0,0,0,204.0,21302.0,-73.921573,40.841533
5672,73,3109615.0,2010.0,1,100,6.7,0.7,362900.1,5.3,3.5,79.5,0.0,0.0,2.72851,0.0,1.36426,0.0,72.0,1.36426,0.0,100.0,2686.2,5.0,0,0,207.0,263.0,-73.903009,40.867788
5673,35,3109624.0,2006.0,1,100,6.2,0.8,541958.7,5.6,3.9,79.5,0.0,0.0,1.63094,0.0,0.98587,0.0,81.0,0.98587,90.0,90.0,8408.8,5.0,0,0,204.0,21302.0,-73.920739,40.84126
5674,77,3109638.0,2006.0,1,100,7.2,0.4,877140.2,3.9,1.9,79.5,0.0,0.0,1.82325,0.0,1.10263,0.0,127.0,1.10263,90.0,90.0,11921.0,5.0,0,0,204.0,21302.0,-73.920768,40.841192
5675,7,3109642.0,1927.0,1,100,6.6,1.3,401867.1,8.2,6.4,79.5,0.0,0.0,1.92504,0.0,1.10732,0.0,65.0,1.10732,100.0,100.0,7121.5,5.0,0,0,204.0,21302.0,-73.92107,40.842243
5676,76,3109680.0,2002.0,1,100,4.8,0.5,391331.9,3.9,2.5,79.5,0.0,0.0,1.11111,0.0,1.09722,0.0,79.0,1.09722,80.0,90.0,3845.4,4.0,0,0,204.0,21302.0,-73.920343,40.843223
5677,86,3109688.0,2003.0,1,100,5.1,0.4,368069.9,3.5,2.1,79.5,0.0,0.0,1.20106,0.0,1.18586,0.0,78.0,1.18586,90.0,100.0,4137.5,4.0,1,0,204.0,21302.0,-73.922243,40.843627
5678,57,3109695.0,2006.0,1,100,6.5,0.5,379071.9,4.4,2.5,79.5,0.0,0.0,1.41451,0.0,0.91198,0.0,49.0,0.91198,90.0,90.0,5142.9,5.0,0,0,204.0,21302.0,-73.919845,40.842412
5679,38,3109780.0,2005.0,1,100,6.3,0.7,403675.1,5.1,3.4,79.5,0.0,0.0,1.26008,0.0,1.05006,0.0,65.0,1.05006,90.0,100.0,3262.3,5.0,0,0,204.0,21302.0,-73.918867,40.843696
5680,43,3109807.0,2007.0,1,100,5.2,0.7,485225.4,5.1,3.6,79.5,0.0,0.0,1.27336,0.0,0.87617,0.0,75.0,0.87617,90.0,90.0,7219.8,4.0,0,0,204.0,21302.0,-73.918661,40.843962
5688,87,3110429.0,1983.0,1,100,4.2,0.4,332532.8,3.4,2.2,79.5,0.0,0.0,1.23377,0.0,0.93506,0.0,72.0,0.93506,80.0,100.0,3991.6,6.0,0,0,208.0,279.0,-73.897043,40.882242
5750,10,3112326.0,1931.0,1,90,6.5,1.2,439997.0,7.6,5.8,79.5,0.0,0.0,1.57695,0.0,1.1069,0.0,73.0,1.1069,50.0,80.0,11166.9,9.0,0,0,202.0,11502.0,-73.885825,40.81699
5765,56,3113469.0,1927.0,1,100,3.7,0.1,339664.7,6.5,5.4,79.5,0.0,0.0,1.81359,0.0,0.9068,0.0,26.0,0.29844,100.0,100.0,7395.2,7.0,0,0,211.0,33202.0,-73.870394,40.863614
5769,73,3113576.0,2009.0,1,100,9.1,0.4,988579.6,4.4,1.9,79.5,0.0,0.0,1.77676,0.0,1.77676,0.0,190.0,1.6472331999999985,90.0,90.0,6175.3,3.0,0,0,201.0,43.0,-73.916537,40.814675
5832,34,3114721.0,1925.0,1,100,4.5,0.8,306780.3,5.4,4.1,79.5,0.0,0.0,1.55924,0.0,1.09447,0.0,22.0,0.32984,100.0,100.0,14572.1,14.0,0,0,205.0,23703.0,-73.899601,40.860075
5839,21,3114742.0,1925.0,1,100,5.4,0.9,321815.9,5.8,4.3,79.5,0.0,0.0,1.55126,0.0,0.69892,0.0,14.0,0.23866,100.0,100.0,7242.6,10.0,0,0,205.0,24502.0,-73.913041,40.854896
5861,36,3114833.0,1928.0,1,100,4.2,1.0,315964.2,6.1,4.9,79.5,0.0,0.0,1.638,0.0,0.9828,0.0,72.0,0.9828,90.0,90.0,9003.1,10.0,0,0,209.0,54.0,-73.875896,40.830857
5862,47,3114841.0,1960.0,1,100,3.7,0.8,264401.8,4.9,3.8,79.5,0.0,0.0,1.30283,0.0,1.07376,0.0,33.0,0.47245,90.0,90.0,3400.6,5.0,0,0,208.0,285.0,-73.902126,40.88582
5863,71,3114849.0,1928.0,1,100,3.6,0.8,276655.1,4.8,3.7,79.5,0.0,0.0,1.7199,0.0,0.9828,0.0,72.0,0.9828,90.0,90.0,7711.1,9.0,0,0,209.0,54.0,-73.875843,40.830623
5865,86,3114851.0,1955.0,1,100,4.7,0.0,474740.7,3.5,2.2,79.5,0.0,0.0,1.35642,0.0,1.02223,0.0,0.0,0.0,100.0,100.0,13417.1,26.0,0,0,209.0,92.0,-73.856907,40.832627
5867,14,3114853.0,1932.0,1,100,4.8,1.0,366674.2,6.0,4.7,79.5,0.0,0.0,1.37294,0.0,0.96914,0.0,24.0,0.32305,90.0,90.0,10400.2,9.0,0,0,207.0,40304.0,-73.894462,40.867978
5868,100,3114855.0,1923.0,1,100,4.2,0.0,343713.1,1.4,0.2,79.5,0.0,0.0,1.43894,0.0,0.82583,0.0,13.0,0.16266,100.0,100.0,10270.2,9.0,0,0,207.0,40302.0,-73.892679,40.868289
5876,45,3115124.0,1939.0,1,100,4.5,0.7,282169.0,4.8,3.5,79.5,0.0,0.0,1.47961,0.0,0.8575,0.0,24.0,0.40353,100.0,100.0,5727.1,8.0,0,0,207.0,255.0,-73.910269,40.860169
5877,89,3115131.0,1963.0,1,100,3.5,0.4,322221.2,2.9,1.9,79.5,0.0,0.0,1.06928,0.0,0.77968,0.0,33.0,0.36757,90.0,90.0,3473.1,5.0,0,0,211.0,296.0,-73.843922,40.856047
5878,69,3115133.0,1964.0,1,100,5.7,0.5,403450.5,4.1,2.5,79.5,0.0,0.0,1.50581,0.0,1.13294,0.0,36.0,0.51628,90.0,90.0,4129.6,6.0,0,0,210.0,516.0,-73.82901706000001,40.84084
5883,41,3115757.0,2009.0,1,100,8.1,0.5,645941.5,4.8,2.6,79.5,0.0,0.0,1.91071,0.0,1.46488,0.0,0.0,0.0,100.0,100.0,6462.1,6.0,0,0,204.0,225.0,-73.910291,40.838039
5891,80,3116352.0,1923.0,1,100,3.0,0.0,165512.3,5.4,4.5,79.5,0.0,0.0,1.22449,0.0,0.68646,0.0,37.0,0.68646,60.0,100.0,3083.3,8.0,0,0,207.0,421.0,-73.88438,40.881442
5894,89,3116420.0,1951.0,1,100,2.9,0.6,284075.7,3.6,2.8,79.5,0.0,0.0,1.14246,0.0,0.85146,0.0,79.0,0.85146,100.0,100.0,3779.2,7.0,3,0,208.0,301.0,-73.917882,40.881081
5900,26,3116754.0,1950.0,1,100,3.6,0.1,297357.4,7.8,6.7,79.5,0.0,0.0,1.52236,0.0,1.21789,0.0,0.0,0.0,100.0,100.0,5108.2,28.0,0,0,208.0,351.0,-73.896854,40.88786849
5903,47,3116781.0,1930.0,1,100,3.2,0.0,185939.3,6.2,5.3,79.5,0.0,0.0,1.22486,0.0,0.86983,0.0,16.0,0.28403,100.0,100.0,3799.3,8.0,0,0,207.0,415.0,-73.883236,40.869625
5908,58,3117196.0,1964.0,1,100,4.2,0.0,273017.8,6.6,5.4,79.5,0.0,0.0,0.94965,0.0,0.94965,0.0,54.0,0.94965,90.0,100.0,2420.6,5.0,0,0,211.0,288.0,-73.855086,40.855549
5920,83,3117475.0,1924.0,1,100,0.9,0.8,44301.834,4.1,4.0,79.5,0.0,0.0,1.4,0.0,1.2,0.0,0.0,0.0,100.0,100.0,4594.425778134381,2.0,0,0,207.0,411.0,-73.887534,40.872514
5925,62,3117638.0,1928.0,1,100,4.5,0.8,393289.4,5.0,3.8,79.5,0.0,0.0,1.70952,0.0,0.7728,0.0,66.0,0.7728,0.0,100.0,7998.7,4.0,0,0,205.0,239.0,-73.90232,40.859158
5958,65,3119202.0,2010.0,1,100,7.0,0.4,657959.2,3.9,2.0,79.5,0.0,0.0,1.32123,71.0,0.80177,0.80177,0.0,0.0,90.0,100.0,5511.6,5.0,0,0,203.0,141.0,-73.915657,40.824454
5960,74,3119293.0,2009.0,3,100,6.4,0.4,2082683.0,3.7,2.0,79.5,0.0,0.0,1.44154,252.0,0.83318,0.83318,0.0,0.0,0.0,0.0,4594.425778134381,10.0,0,0,203.0,141.0,-73.915201,40.824901
5964,53,3119428.0,1962.0,1,100,5.1,0.6,652463.5,4.6,3.1,79.5,0.0,0.0,1.23004,0.0,0.85779,0.0,106.0,0.85779,80.0,100.0,9166.3,5.0,0,0,211.0,296.0,-73.842325,40.855922
6008,83,3120885.0,1924.0,1,100,3.3,0.7,277711.0,4.3,3.3,79.5,0.0,0.0,1.68498,0.0,0.84249,0.0,69.0,0.84249,100.0,100.0,823.2,13.0,0,0,207.0,263.0,-73.903861,40.866611
6012,76,3120974.0,1927.0,1,100,3.7,0.7,280627.7,4.6,3.5,79.5,0.0,0.0,1.80882,0.0,0.90441,0.0,65.0,0.90441,100.0,100.0,7077.3,9.0,0,0,208.0,273.0,-73.904071,40.873509
6033,1,3121257.0,1910.0,1,100,9.9,1.9,686460.3,12.6,9.9,79.5,0.0,0.0,2.29256,0.0,1.15368,0.0,78.0,1.15368,0.0,100.0,4594.425778134381,29.539999999999964,0,0,201.0,39.0,-73.919143,40.807702
6055,100,3122051.0,1927.0,1,100,4.8,0.0,294182.0,1.4,0.0,79.5,0.0,0.0,1.27303,0.0,0.98827,0.0,59.0,0.98827,90.0,100.0,3337.8,10.0,0,0,204.0,21302.0,-73.920446,40.841653
6068,6,3122828.0,1910.0,1,100,7.5,1.2,1120325.0,7.6,5.6,79.5,0.0,0.0,1.51436,0.0,1.021,0.0,149.0,1.021,0.0,100.0,4594.425778134381,21.0,0,0,201.0,31.0,-73.921771,40.808626
6070,61,3126522.0,1926.0,1,100,3.9,0.7,223503.3,4.6,3.5,79.5,0.0,0.0,1.22185,0.0,1.00301,0.0,55.0,1.00301,90.0,100.0,4393.5,7.0,0,0,207.0,415.0,-73.884103,40.87006
6076,71,3126890.0,1961.0,1,100,2.7,0.1,172716.0,5.7,4.9,79.5,0.0,0.0,0.99907,0.0,0.87638,0.0,50.0,0.87638,80.0,80.0,4594.425778134381,4.0,0,0,211.0,228.0,-73.863905,40.852738
6098,20,3127606.0,1927.0,1,100,3.7,0.1,338600.0,8.7,7.7,79.5,0.0,0.0,1.20929,0.0,0.88985,0.0,78.0,0.88985,90.0,100.0,11223.0,8.0,0,0,211.0,22401.0,-73.869476,40.854564
6099,44,3127618.0,1963.0,1,100,4.0,0.1,362596.4,6.9,5.7,79.5,0.0,0.0,1.17647,0.0,1.02353,0.0,87.0,1.02353,90.0,100.0,7036.2,5.0,0,0,212.0,378.0,-73.867815,40.878647
6100,49,3127619.0,1928.0,1,100,2.0,0.0,134032.5,7.1,6.6,79.5,0.0,0.0,1.01748,0.0,0.86332,0.0,56.0,0.86332,90.0,100.0,4594.425778134381,7.0,0,0,207.0,419.0,-73.880603,40.876232
6101,95,3127620.0,1928.0,1,100,4.6,0.3,345920.9,2.9,1.6,79.5,0.0,0.0,1.13308,0.0,1.13308,0.0,83.0,1.13308,90.0,100.0,12978.0,9.0,0,0,208.0,273.0,-73.902536,40.874578
6102,100,3127621.0,1928.0,1,100,4.1,0.1,387368.3,1.4,0.3,79.5,0.0,0.0,1.36135,0.0,0.85355,0.0,79.0,0.85355,90.0,100.0,9486.0,9.0,0,0,208.0,273.0,-73.902511,40.874641
6103,34,3127630.0,1965.0,1,100,5.5,0.8,683839.8,6.0,4.5,79.5,0.0,0.0,1.29479,124.0,1.02264,1.02264,0.0,0.0,90.0,100.0,13899.7,6.0,0,0,205.0,38302.0,-73.89677,40.857408
6114,100,3127828.0,1927.0,1,100,3.6,0.0,396691.8,1.2,0.2,79.5,0.0,0.0,1.02602,0.0,0.79284,0.0,0.0,0.0,100.0,100.0,6627.7,12.0,0,0,208.0,273.0,-73.901495,40.874492
6126,83,3128619.0,1985.0,1,100,4.5,0.6,622474.6,4.1,2.8,79.5,0.0,0.0,1.5614,0.0,0.5759018,0.0,74.0,0.56363,90.0,100.0,10881.4,5.0,0,0,201.0,79.0,-73.903585,40.81478
6171,100,3129093.0,1925.0,1,100,3.8,0.0,293131.1,1.3,0.2,79.5,0.0,0.0,1.13872,0.0,1.05834,0.0,26.0,0.34832,100.0,100.0,3102.2,7.0,0,0,212.0,374.0,-73.866129,40.872255
6172,99,3129098.0,1925.0,1,100,4.6,0.1,291228.6,1.8,0.5,79.5,0.0,0.0,1.50467,0.0,0.9486,0.0,12.0,0.19626,100.0,100.0,8047.3,14.0,0,0,204.0,22102.0,-73.916247,40.838068
6182,39,3129459.0,1960.0,1,100,5.1,0.9,455210.0,5.9,4.5,79.5,0.0,0.0,1.6812,0.0,1.09448,0.0,97.0,1.09448,80.0,100.0,4594.425778134381,6.0,0,0,202.0,12701.0,-73.888833,40.826454
6187,86,3129668.0,1941.0,1,100,3.1,0.6,261533.0,3.8,3.0,79.5,0.0,0.0,1.38138,0.0,0.78078,0.0,65.0,0.78078,0.0,100.0,3230.8,8.0,0,0,208.0,297.0,-73.911331,40.884584
6193,64,3129709.0,1924.0,1,100,3.7,0.0,310157.4,6.6,5.6,79.5,0.0,0.0,1.58457,0.0,0.94319,0.0,75.0,0.94319,0.0,90.0,9278.3,10.0,0,0,205.0,231.0,-73.903216,40.847472
6196,69,3130231.0,1924.0,1,100,3.9,0.7,432862.4,4.3,3.2,79.5,0.0,0.0,1.26872,0.0,0.91422,0.0,98.0,0.91422,90.0,100.0,1323.5,5.0,0,0,208.0,26701.0,-73.903158,40.869984
6207,80,3136193.0,1980.0,1,100,5.2,0.4,1295871.0,3.4,2.0,79.5,0.0,0.0,1.16812,0.0,0.85106,0.0,190.0,0.85106,0.0,100.0,26264.1,5.0,0,0,204.0,173.0,-73.917506,40.825267
6232,36,3199684.0,1936.0,1,100,5.6,0.8,453243.5,5.3,3.7,79.5,0.0,0.0,1.15385,0.0,1.07692,0.0,84.0,1.07692,100.0,100.0,9475.9,9.0,0,0,210.0,204.0,-73.853212,40.841803
6237,59,3204794.0,1960.0,1,100,3.9,0.0,300157.9,6.4,5.3,79.5,0.0,0.0,1.29569,0.0,0.85515,0.0,66.0,0.85515,90.0,100.0,8179.2,6.0,0,0,211.0,254.0,-73.853284,40.849837
6260,13,3223085.0,1924.0,1,100,7.0,0.1,461851.9,9.4,7.4,79.5,0.0,0.0,1.64909,0.0,1.12582,0.0,71.0,1.12582,90.0,100.0,10005.9,8.0,0,0,204.0,223.0,-73.91417,40.84021
6276,69,3240816.0,1929.0,1,100,3.9,0.7,216968.5,4.6,3.6,79.5,0.0,0.0,1.56971,0.0,0.90489,0.0,49.0,0.90489,90.0,100.0,3801.2,9.0,0,0,202.0,117.0,-73.887239,40.815899
6283,12,3245736.0,1940.0,1,100,4.0,0.1,380930.7,9.9,8.8,79.5,0.0,0.0,1.37406,0.0,0.92337,0.0,84.0,0.92337,10.0,0.0,11270.1,8.0,0,0,211.0,228.0,-73.864378,40.856693
6285,31,3245813.0,1931.0,1,100,3.8,0.7,293167.6,6.1,5.0,79.5,0.0,0.0,1.12389,0.0,0.96523,0.0,73.0,0.96523,30.0,0.0,7194.8,10.0,0,0,212.0,434.0,-73.853797,40.88786849
6289,27,3246115.0,1931.0,1,100,4.9,0.1,258229.6,8.4,7.0,79.5,0.0,0.0,1.41684,0.0,1.1232,0.0,57.0,1.1232,10.0,0.0,4752.4,8.0,0,0,212.0,376.0,-73.868255,40.872033
6290,27,3246138.0,1927.0,1,100,3.9,0.1,211886.6,7.9,6.8,79.5,0.0,0.0,1.18774,0.0,0.82375,0.0,43.0,0.82375,10.0,0.0,5597.3,7.0,1,0,208.0,26702.0,-73.899773,40.873058
6293,100,3248828.0,1947.0,1,100,0.9,0.1,44301.834,0.6,0.5,79.5,0.0,0.0,1.4,0.0,0.79066,0.0,77.0,0.79066,30.0,90.0,571.82,3.0,2,0,211.0,248.0,-73.858849,40.855707
6301,83,3251415.0,1991.0,1,100,4.1,0.5,358588.3,3.7,2.6,79.5,0.0,0.0,1.34118,0.0,0.82353,0.0,70.0,0.82353,100.0,90.0,2582.3,4.0,0,0,207.0,40702.0,-73.885562,40.867185
6303,40,3252579.0,1929.0,1,100,3.8,0.0,224447.4,7.6,6.5,79.5,0.0,0.0,1.24822,0.0,1.08773,0.0,61.0,1.08773,100.0,100.0,3764.9,8.0,0,0,210.0,26601.0,-73.831416,40.848501
6320,98,3267231.0,1982.0,1,100,5.6,0.5096468802428696,296795.6,2.5,0.9,79.5,0.0,0.0,1.69133,0.0,0.90332,0.0,47.0,0.90332,90.0,100.0,4594.425778134381,6.0,0,0,206.0,361.0,-73.878502,40.844819
6321,21,3267233.0,1982.0,1,100,5.2,0.5096468802428696,311906.5,6.5,5.1,79.5,0.0,0.0,1.56667,0.0,0.88333,0.0,53.0,0.88333,90.0,100.0,9096.7,8.0,0,0,206.0,361.0,-73.878368,40.844728
6325,30,3269943.0,1939.0,1,100,3.1,0.5096468802428696,225473.7,6.2,5.4,79.5,0.0,0.0,1.20567,0.0,1.12057,0.0,79.0,1.12057,100.0,100.0,4594.425778134381,9.0,0,0,209.0,5001.0,-73.877589,40.825924
6326,33,3269948.0,1929.0,1,100,3.1,0.3,167360.6,7.8,6.9,79.5,0.0,0.0,1.2037,0.0,1.11111,0.0,60.0,1.11111,100.0,100.0,6499.8,9.0,0,0,209.0,5002.0,-73.875821,40.826446
6327,54,3269949.0,1927.0,1,100,4.4,0.5096468802428696,296530.4,5.0,3.8,79.5,0.0,0.0,1.29816,0.0,1.1191,0.0,75.0,1.1191,100.0,100.0,4594.425778134381,9.0,0,0,206.0,220.0,-73.873382,40.84009
6334,48,3275150.0,1927.0,1,100,3.9,0.1,230138.9,6.2,5.1,79.5,0.0,0.0,1.41049,0.0,1.0448,0.0,20.0,0.34827,90.0,90.0,28611.841999999982,12.0,0,0,211.0,330.0,-73.865586,40.859953
6358,100,3311610.0,1961.0,1,100,3.5,0.0,272427.7,1.1,0.2,79.5,0.0,0.0,0.97902,0.0,0.80933,0.0,62.0,0.80933,90.0,100.0,2509.5,4.0,0,0,211.0,288.0,-73.853761,40.853387
6387,62,3325091.0,1926.0,1,100,4.1,1.0,254563.3,5.6,4.4,79.5,0.0,0.0,1.64808,0.0,1.54819,0.0,93.0,1.54819,90.0,90.0,5009.5,7.0,0,0,208.0,309.0,-73.912453,40.875884
