,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_site_electricity_kwh,direct_ghg_emissions_metric_tons_co2e,total_ghg_emissions_intensity_kgco2e_ft,direct_ghg_emissions_intensity_kgco2e_ft,egrid_output_emissions_rate_kgco2e_mbtu,avoided_emissions_offsite_green_power_metric_tons_co2e,percent_of_electricity_that_is_green_power,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_used_to_compute_metrics,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude,letters
20013,57.0,269584.0,2017,1,95,9.7,0.4,2626889.5,499.4,4.5,1.9,79.5,0.0,0.0,1.66924,1.39103,1.39103,0.0,0.0,90.0,90.0,17033.1,6.0,0,0,104.0,99.0,-74.002819,40.751233,C
20014,35.0,29640.0,1925,1,100,10.9,1.5,324085.7,216.6,10.3,7.3,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,9167.7,2.0,0,0,107.0,189.0,-73.963241,40.795236,D
20034,35.0,53340.0,1905,1,100,6.5,0.8,346554.4,199.7,5.5,3.7,79.5,0.0,0.0,1.55606,0.93738,0.0,50.0,0.93738,90.0,100.0,5114.4,8.0,0,0,109.0,219.0,-73.956316,40.818915,D
20040,48.0,48599.0,1989,1,100,6.2,0.6,303380.5,134.9,4.5,2.8,79.5,0.0,0.0,1.17286,0.88479,0.88479,0.0,0.0,90.0,100.0,2630.9,6.0,0,0,108.0,15601.0,-73.949016,40.784167,D
20041,58.519394179544754,46878.0,1986,1,100,7.8,0.6,383085.7,145.3,5.1,3.0,79.5,0.0,0.0,0.72529,0.36264,0.36264,0.0,0.0,100.0,100.0,2363.6,6.0,0,0,108.0,130.0,-73.964832,40.77152,C
20042,58.519394179544754,37626.0,1930,2,100,7.7,0.6,291090.0,114.5,5.2,3.0,79.5,0.0,0.0,1.0631,0.37208,0.0,14.0,0.37208,100.0,100.0,4594.425778134381,4.0,0,0,101.0,39.0,-74.008994,40.722709,C
20044,84.0,86000.0,1986,1,100,5.0,0.0,430717.8,7.6,4.2,0.1,79.5,0.0,0.0,1.86046,0.87209,0.87209,0.0,0.0,100.0,100.0,4594.425778134381,5.0,0,0,106.0,10601.0,-73.961781,40.758698,B
20045,48.0,126000.0,2016,1,100,10.9,0.2,1611752.5,121.1,3.8,0.8,79.5,0.0,0.0,1.14286,0.57143,0.57143,0.0,0.0,73.35970197368421,95.78447655077947,4594.425778134381,7.0,0,0,107.0,167.0,-73.978724,40.784198,D
20051,86.0,210773.0,1929,1,100,2.8,0.5,595084.4,550.2,3.4,2.6,79.5,0.0,0.0,0.92517,0.63101,0.63101,0.0,0.0,100.0,100.0,4876.0,9.0,0,0,107.0,167.0,-73.98081,40.786636,A
20052,66.0,31797.0,1927,1,100,4.0,0.6,127511.3,99.5,4.2,3.1,79.5,0.0,0.0,1.19508,1.16363,0.03145,20.0,0.62899,80.0,100.0,4594.425778134381,6.0,0,0,106.0,72.0,-73.982111,40.742512,C
20063,58.0,44672.0,1999,1,100,5.4,0.7,243457.2,155.3,5.0,3.5,79.5,0.0,0.0,1.47744,1.2312,0.0,55.0,1.2312,0.0,0.0,1709.3,5.0,0,0,107.0,189.0,-73.962706,40.795829,C
20064,52.0,43952.0,1920,1,100,8.4,1.0,369680.9,209.6,7.1,4.8,79.5,0.0,0.0,2.91227,0.61431,0.0,27.0,0.61431,0.0,0.0,4594.425778134381,6.0,0,0,107.0,191.0,-73.968778,40.801334,D
20065,33.0,25336.0,1988,1,100,7.0,1.1,178556.0,134.9,7.3,5.3,79.5,0.0,0.0,2.99968,1.06568,0.0,27.0,1.06568,0.0,0.0,2092.3,4.0,0,0,107.0,193.0,-73.96118,40.799078,D
20066,66.0,34665.0,2008,1,100,7.1,0.4,246175.0,61.2,3.7,1.8,79.5,0.0,0.0,1.39997,0.57695,0.0,10.0,0.28848,73.35970197368421,95.78447655077947,374.8,3.0,0,0,101.0,39.0,-74.008673,40.722676,C
20071,86.0,33402.0,1923,1,100,3.6,0.8,118684.9,122.6,4.6,3.7,79.5,0.0,0.0,2.06574,0.68858,0.0,23.0,0.68858,100.0,100.0,948.4,6.0,0,0,108.0,15002.0,-73.957551,40.781201,A
20074,30.0,33810.0,1984,1,100,8.0,0.5,270352.2,74.5,4.4,2.2,79.5,0.0,0.0,0.94647,0.73943,0.73943,0.0,0.0,100.0,100.0,707.7,4.0,0,0,106.0,98.0,-73.969102,40.756751,D
20078,58.519394179544754,37008.0,1950,1,100,7.1,0.4,261606.5,72.8,3.9,2.0,79.5,0.0,0.0,0.91872,0.40532,0.0,15.0,0.40532,90.0,100.0,977.7,6.0,0,0,101.0,33.0,-74.003398,40.719012,C
20079,1.0,26564.0,1950,1,100,13.1,1.6,348735.9,264.5,12.7,9.3,79.5,0.0,0.0,3.7383419999999967,1.31757,0.0,35.0,1.31757,90.0,100.0,4558.6,6.0,0,0,103.0,16.0,-73.990282,40.715702,D
20080,58.519394179544754,18240.0,1950,1,100,5.4,0.8,97915.3,64.1,5.0,3.5,79.5,0.0,0.0,0.76754,0.71272,0.0,13.0,0.71272,90.0,100.0,4594.425778134381,6.0,0,0,103.0,12.0,-73.990546,40.713339,C
20081,58.519394179544754,31406.0,1950,1,100,8.2,0.4,258739.6,53.9,3.9,1.7,79.5,0.0,0.0,0.63682,0.60498,0.60498,0.0,0.0,90.0,100.0,1153.5,4.0,0,0,103.0,16.0,-73.990066,40.714955,C
20082,58.519394179544754,29124.0,1950,1,100,7.9,0.3,228728.5,35.9,3.4,1.2,79.5,0.0,0.0,0.452758,0.2217655,0.0,6.0,0.20602,90.0,100.0,324.1,6.0,0,0,101.0,33.0,-74.003128,40.719646,C
20083,34.0,106942.0,1950,1,100,4.1,0.0,440737.1,565.0,6.4,5.3,79.5,0.0,0.0,0.80417,0.73872,0.73872,0.0,0.0,90.0,100.0,4594.425778134381,11.0,0,0,109.0,229.0,-73.951543,40.824949,D
20085,58.519394179544754,27525.0,1915,1,100,5.3,0.4,145115.4,46.6,3.1,1.7,79.5,0.0,0.0,0.452758,0.29064,0.0,8.0,0.29064,90.0,100.0,339.6,6.0,0,0,101.0,33.0,-74.00509,40.718156,C
20086,58.519394179544754,30912.0,1950,1,100,4.6,0.3,141254.4,36.3,2.4,1.2,79.5,0.0,0.0,0.54995,0.2217655,0.0,5.0,0.16175,90.0,100.0,284.3,6.0,0,0,101.0,33.0,-74.007926,40.719232,C
20087,85.0,44319.0,1920,1,100,4.5,0.7,197764.4,146.3,4.5,3.3,79.5,0.0,0.0,2.39175,1.12818,0.0,50.0,1.12818,90.0,100.0,3053.6,6.0,0,0,109.0,229.0,-73.949693,40.825223,B
20088,26.0,38847.0,1922,1,100,6.3,0.8,243521.2,157.1,5.7,4.0,79.5,0.0,0.0,1.31284,0.9782,0.0,38.0,0.9782,90.0,100.0,3287.5,14.0,0,0,112.0,253.0,-73.939144,40.84333,D
20089,93.0,43335.0,1912,1,100,3.0,0.2,131859.1,153.8,4.4,3.5,79.5,0.0,0.0,1.70763,0.80766,0.0,35.0,0.80766,90.0,100.0,3216.6,7.0,0,0,112.0,269.0,-73.929138,40.851397,A
20092,86.0,27792.0,1907,1,100,3.9,0.5,109627.2,62.2,3.3,2.2,79.5,0.0,0.0,1.00748,0.86356,0.0,24.0,0.86356,90.0,100.0,1446.4,5.0,0,0,103.0,12.0,-73.989669,40.713429,A
20098,53.0,25573.0,1950,1,100,9.5,0.3,242168.4,41.3,4.2,1.6,79.5,0.0,0.0,1.60325,0.86028,0.0,22.0,0.86028,90.0,100.0,4594.425778134381,4.0,0,0,108.0,110.0,-73.961667,40.761945,D
20107,58.519394179544754,24667.0,1930,3,100,11.6,1.0,364073.7,157.7,8.2,5.0,79.5,0.0,0.0,1.25674,0.93242,0.0,23.0,0.93242,90.0,100.0,1615.8,25.340000000000146,0,0,105.0,11202.0,-73.971616,40.762848,C
20108,100.0,53201.0,1901,1,100,2.8,0.0,148164.2,11.1,1.0,0.2,79.5,0.0,0.0,0.67668,0.67668,0.0,36.0,0.67668,90.0,100.0,1206.0,6.0,0,0,110.0,20102.0,-73.95784,40.803762,A
20116,53.0,49235.0,1904,1,100,8.2,0.1,403927.2,245.7,7.2,5.0,79.5,0.0,0.0,2.03108,0.50777,0.0,25.0,0.50777,90.0,100.0,3099.5,12.0,0,0,111.0,16002.0,-73.954069,40.78808,D
20134,53.0,176584.0,2017,1,100,7.4,0.0,1299688.1,762.5,6.4,4.3,79.5,0.0,0.0,1.47805,1.46672,1.4145867999999988,0.0,0.0,100.0,100.0,6020.3,7.0,0,0,106.0,72.0,-73.979209,40.746178,D
20148,46.0,34200.0,1925,1,100,3.6,0.1,123019.8,222.4,7.5,6.5,79.5,0.0,0.0,1.75439,1.43275,0.0,9.0,0.26316,0.0,100.0,2078.6,8.0,0,0,112.0,273.0,-73.93814,40.854267,D
20149,83.0,25200.0,1986,1,100,3.3,0.8,84109.6,93.1,4.6,3.7,79.5,0.0,0.0,2.18254,1.5873,0.0,15.0,0.59524,0.0,100.0,1563.3,6.0,0,0,103.0,2601.0,-73.981171,40.723529,B
20150,22.0,32540.0,1988,1,100,4.2,0.0,137698.2,242.2,8.6,7.4,79.5,0.0,0.0,1.84388,1.22926,0.0,8.0,0.24585,0.0,100.0,4594.425778134381,7.0,0,0,112.0,263.0,-73.938834,40.846261,D
20154,17.0,101354.0,1988,1,100,11.6,0.5,1174787.4,204.4,5.1,2.0,79.5,0.0,0.0,1.2925,0.76958,0.76958,0.0,0.0,73.35970197368421,95.78447655077947,7335.8,3.0,0,0,108.0,136.0,-73.946801,40.772169,D
20160,44.0,122114.0,2017,1,90,8.6,0.4,1053027.8,261.0,4.5,2.1,79.5,0.0,0.0,0.8271,0.28662,0.28662,0.0,0.0,100.0,100.0,4594.425778134381,4.0,0,0,102.0,69.0,-74.007819,40.73104,D
20163,100.0,25404.0,1900,3,100,1.3,0.1,56246.647999999994,14.2,0.9,0.6,79.5,0.0,0.0,1.02346,1.02346,0.0,0.0,0.0,100.0,100.0,4594.425778134381,4.0,0,0,107.0,173.0,-73.96998,40.787276,A
20164,3.0,246320.0,1968,1,100,8.7,0.9,2131763.6,1125.2,7.0,4.6,79.5,0.0,0.0,1.13267,0.75512,0.53589,30.0,0.12179,80.0,80.0,10380.0,9.0,0,0,108.0,120.0,-73.964734,40.765676,D
20165,17.0,44922.0,1910,1,100,4.3,0.0,191914.2,301.6,7.9,6.7,79.5,0.0,0.0,1.39998,1.20008,0.0,0.0,0.0,0.0,100.0,7025.4,12.0,0,0,109.0,237.0,-73.94806,40.82969,D
20171,88.0,56000.0,2017,1,100,7.0,0.2,462771.8,65.1,2.9,1.0,79.5,0.0,0.0,1.48214,0.98214,0.98214,0.0,0.0,73.35970197368421,95.78447655077947,1720.4,4.0,0,0,106.0,78.0,-73.975411,40.748686,A
20172,46.0,42208.0,1910,1,100,4.8,1.0,207951.5,212.1,6.2,4.9,79.5,0.0,0.0,2.22707,0.99507,0.0,42.0,0.99507,90.0,100.0,1764.0,7.0,0,0,106.0,80.0,-73.97888,40.746925,D
20189,1.0,34322.0,1926,3,100,5.5,1.0,187474.7,168.6,6.4,4.9,79.5,0.0,0.0,0.78667,0.78667,0.0,0.0,0.0,100.0,100.0,4594.425778134381,6.0,0,0,107.0,177.0,-73.970697,40.791684,D
20193,60.0,54500.0,1960,1,100,5.7,0.7,333354.1,185.5,4.8,3.2,79.5,0.0,0.0,1.65138,0.99083,0.0,54.0,0.99083,90.0,100.0,4594.425778134381,7.0,0,0,106.0,48.0,-73.986595,40.733954,C
20194,41.0,27226.0,2000,1,100,6.8,0.8,183864.0,103.4,5.6,3.8,79.5,0.0,0.0,1.76302,1.21208,0.0,33.0,1.21208,73.35970197368421,95.78447655077947,1840.1,5.0,0,0,103.0,2601.0,-73.978264,40.721489,D
20197,58.519394179544754,113068.0,1929,1,100,5.0,0.1,563953.6,30.8,4.2,0.3,79.5,0.0,0.0,0.47759,0.2217655,0.05307,6.0,0.05307,73.35970197368421,95.78447655077947,4594.425778134381,6.0,0,0,108.0,130.0,-73.966702,40.772311,C
20201,58.519394179544754,43946.0,1920,1,95,4.9,0.2,213559.2,227.1,6.5,5.2,79.5,0.0,0.0,1.7294,1.88868,0.0,36.0,0.81919,100.0,100.0,5296.2,9.0,0,0,110.0,216.0,-73.954222,40.8014,C
20204,55.0,35000.0,1940,1,100,3.5,0.0,120876.9,236.0,7.7,6.7,79.5,0.0,0.0,1.71429,1.17143,0.0,41.0,1.17143,90.0,100.0,2581.5,8.0,0,0,110.0,232.0,-73.940371,40.821315,D
20205,45.0,31000.0,1926,2,100,8.0,0.5,247579.3,76.1,4.6,2.5,79.5,0.0,0.0,1.45161,0.93548,0.0,29.0,0.93548,100.0,100.0,4594.425778134381,6.0,0,0,110.0,230.0,-73.941926,40.818687,D
20206,31.0,32000.0,1925,1,100,5.4,0.0,173062.1,207.4,8.0,6.5,79.5,0.0,0.0,1.5625,1.09375,0.0,35.0,1.09375,100.0,100.0,2028.9,4.0,0,0,110.0,212.0,-73.937995,40.815407,D
20208,58.519394179544754,26000.0,1900,1,100,1.3,0.1,56246.647999999994,15.0,0.9,0.6,79.5,0.0,0.0,0.76923,0.2217655,0.0,5.0,0.19231,100.0,100.0,279.106,5.0,0,0,110.0,208.0,-73.940474,40.810614,C
20214,67.0,29500.0,2003,1,100,5.3,0.6,155063.4,87.9,4.4,3.0,79.5,0.0,0.0,1.52542,0.91525,0.0,27.0,0.91525,100.0,100.0,1239.5,5.0,0,0,111.0,188.0,-73.938563,40.799038,C
20218,35.0,34018.0,1939,1,100,4.5,1.1,151826.1,172.9,6.3,5.1,79.5,0.0,0.0,1.76377,1.17585,0.0,40.0,1.17585,50.0,100.0,4594.425778134381,8.0,0,0,112.0,307.0,-73.91984190000001,40.86805158,D
20221,43.0,150000.0,1920,1,100,8.5,0.1,1270454.8,788.5,7.6,5.3,79.5,0.0,0.0,1.88667,1.80667,1.4145867999999988,0.0,0.0,100.0,100.0,4594.425778134381,15.0,0,0,109.0,199.0,-73.966985,40.804287,D
20224,83.0,25980.0,1923,1,100,4.7,0.5,123316.3,75.5,4.2,2.9,79.5,0.0,0.0,2.69438,1.23172,0.0,6.0,0.23095,90.0,90.0,3177.1,7.0,0,0,112.0,277.0,-73.928136,40.855927,B
20225,100.0,26175.0,1924,1,100,4.9,0.1,129393.7,15.4,2.0,0.6,79.5,0.0,0.0,2.48329,1.10793,0.0,6.0,0.22923,90.0,90.0,2813.4,7.0,0,0,112.0,277.0,-73.928204,40.855974,A
20232,58.519394179544754,24000.0,1960,1,100,3.1,0.7,74630.3,81.8,4.3,3.4,79.5,0.0,0.0,1.0,0.33333,0.0,4.0,0.16667,100.0,100.0,471.6,3.0,0,0,102.0,37.0,-74.008428,40.725399,C
20239,58.519394179544754,50568.0,1990,1,100,8.6,0.4,435795.0,91.5,4.1,1.8,79.5,0.0,0.0,0.452758,0.2217655,0.13843,0.0,0.0,90.0,100.0,1006.9,8.0,0,0,105.0,54.0,-73.992003,40.739343,C
20242,92.0,41306.0,1918,1,100,9.3,0.0,384696.8,2.9,2.6,0.1,79.5,0.0,0.0,1.45257,1.45257,0.0,60.0,1.45257,90.0,100.0,4594.425778134381,7.0,0,0,104.0,81.0,-73.996781,40.739079,A
20244,24.0,40681.0,1999,1,100,4.4,0.7,177040.6,130.6,4.4,3.2,79.5,0.0,0.0,0.90952,0.86035,0.0,0.0,0.0,90.0,100.0,4594.425778134381,10.0,0,0,103.0,28.0,-73.978396,40.726246,D
20246,75.0,32020.0,1927,1,100,3.3,0.0,106758.5,161.9,6.0,5.1,79.5,0.0,0.0,1.49906,0.99938,0.0,32.0,0.99938,90.0,100.0,2469.9,6.0,0,0,112.0,295.0,-73.924905,40.86805158,B
20247,100.0,45938.0,1953,1,100,4.2,0.1,191825.8,16.2,1.5,0.4,79.5,0.0,0.0,1.41495,1.13196,0.0,52.0,1.13196,90.0,100.0,1806.5,8.0,0,0,112.0,303.0,-73.91984190000001,40.86805158,A
20248,58.519394179544754,34199.0,1920,1,100,8.0,0.3,272681.1,54.2,3.7,1.6,79.5,0.0,0.0,0.52633,0.23392,0.0,8.0,0.23392,90.0,100.0,4594.425778134381,4.0,0,0,101.0,33.0,-74.003575,40.718282,C
20252,57.0,37782.0,1930,1,100,3.7,0.8,141430.0,144.5,4.9,3.8,79.5,0.0,0.0,1.37632,1.37632,0.0,18.0,0.47642,100.0,100.0,1351.0,4.0,0,0,104.0,81.0,-74.000188,40.740512,C
20268,72.0,67584.0,1958,1,100,10.2,0.2,800327.3,67.7,3.5,0.9,79.5,0.0,0.0,2.10109,1.05054,0.38471,26.0,0.38471,100.0,100.0,3480.7,7.0,0,0,106.0,98.0,-73.969846,40.756263,B
20275,41.0,28500.0,1930,1,100,4.9,0.0,138730.6,215.7,8.9,7.6,79.5,0.0,0.0,1.92982,1.47368,0.0,42.0,1.47368,90.0,100.0,998.6,8.0,0,0,104.0,139.0,-73.984646,40.766578,D
20290,45.0,35568.0,1930,1,85,2.8,0.0,97934.9,258.5,8.0,7.3,79.5,0.0,0.0,1.96806,0.9278,0.0,12.0,0.33738,60.0,100.0,1652.2,7.0,0,0,112.0,241.0,-73.942767,40.832361,D
20291,88.0,331478.0,1974,1,100,7.4,0.2,2517688.4,344.8,3.0,1.0,79.5,0.0,0.0,1.43599,0.95029,0.95029,0.0,0.0,73.35970197368421,95.78447655077947,10734.5,14.0,0,0,108.0,154.0,-73.946545,40.781501,A
20292,88.0,331478.0,1974,1,100,7.4,0.2,2517688.4,344.8,3.0,1.0,79.5,0.0,0.0,1.43599,0.95029,0.95029,0.0,0.0,73.35970197368421,95.78447655077947,10734.5,14.0,0,0,108.0,154.0,-73.946545,40.781501,A
20297,4.0,37570.0,2004,1,95,12.1,0.8,455237.4,158.3,7.5,4.2,79.5,0.0,0.0,1.35747,1.35747,0.0,51.0,1.35747,73.35970197368421,95.78447655077947,2134.9,3.0,0,0,111.0,17402.0,-73.947288,40.796015,D
20298,25.0,31516.0,1920,1,95,4.9,0.9,155497.2,149.0,6.1,4.7,79.5,0.0,0.0,1.36439,0.9519,0.0,30.0,0.9519,73.35970197368421,95.78447655077947,2320.4,4.0,0,0,110.0,218.0,-73.950204,40.80394,D
20318,61.0,27289.0,1900,1,80,6.4,0.9,174345.8,118.8,6.1,4.4,79.5,0.0,0.0,3.07816,1.46579,0.0,40.0,1.46579,0.0,100.0,4594.425778134381,8.0,0,0,102.0,41.0,-73.996768,40.721247,C
20325,9.0,38910.0,1920,1,100,8.9,1.1,401542.2,250.9,8.1,5.6,79.5,0.0,0.0,1.02801,1.02801,0.0,0.0,0.0,100.0,100.0,4594.425778134381,9.0,0,0,109.0,229.0,-73.951105,40.825517,D
20331,18.0,40524.0,1927,1,100,6.1,1.0,276894.6,228.5,6.7,5.0,79.5,0.0,0.0,1.3819,1.13513,0.0,46.0,1.13513,73.35970197368421,100.0,5449.6,12.0,0,0,112.0,285.0,-73.925957,40.861163,D
20334,13.0,108260.0,2004,1,100,9.6,0.7,1037190.4,399.9,6.2,3.7,79.5,0.0,0.0,0.87752,0.29558,0.0,32.0,0.29558,100.0,100.0,2604.7,6.0,0,0,104.0,99.0,-74.00266,40.751955,D
20336,43.0,31614.0,1910,1,100,4.8,0.0,151660.8,232.3,8.7,7.3,79.5,0.0,0.0,2.37237,1.13874,0.0,36.0,1.13874,100.0,100.0,2845.4,8.0,0,0,109.0,225.0,-73.95251,40.822356,D
20337,73.0,28224.0,1908,1,100,3.2,0.7,89883.1,103.7,4.5,3.7,79.5,0.0,0.0,1.41723,0.70862,0.0,20.0,0.70862,100.0,100.0,680.2,5.0,0,0,109.0,199.0,-73.966851,40.805102,B
20339,83.0,89400.0,1956,1,100,4.3,0.5096468802428696,380588.1,222.1,3.7,2.5,79.5,0.0,0.0,1.19687,0.98434,0.98434,0.0,0.0,100.0,100.0,2922.5,6.0,0,0,106.0,10601.0,-73.963345,40.756777,B
20340,1.0,26719.0,1925,1,100,17.9,0.5,542611.5,379.6,12.7,9.3,79.5,0.0,0.0,3.18126,2.019480600000002,0.0,57.0,1.867627100000005,100.0,100.0,6297.8,17.0,0,0,107.0,157.0,-73.978051,40.777108,D
20348,92.0,42108.0,1928,1,100,4.0,0.8,169671.4,166.6,5.1,4.0,79.5,0.0,0.0,3.7383419999999967,1.13993,0.0,48.0,1.13993,90.0,100.0,4594.425778134381,7.0,0,0,112.0,295.0,-73.922846,40.86805158,A
20350,93.0,33250.0,1930,1,100,4.4,0.8,145412.5,130.4,5.1,3.9,79.5,0.0,0.0,3.7383419999999967,1.56391,0.0,52.0,1.56391,90.0,100.0,1658.4,6.0,0,0,104.0,121.0,-73.992398,40.760021,A
20357,100.0,39430.0,1900,1,100,1.3,0.0,56246.647999999994,82.3,2.5,2.1,79.5,0.0,0.0,0.50723,0.50723,0.0,20.0,0.50723,90.0,100.0,489.4,6.0,0,0,102.0,67.0,-74.004092,40.729204,A
20360,84.0,31902.0,1909,1,100,3.8,1.0,121144.3,150.6,5.8,4.7,79.5,0.0,0.0,3.7383419999999967,1.41057,0.0,14.0,0.43884,90.0,100.0,2482.3,8.0,0,0,112.0,253.0,-73.937887,40.841855,B
20365,93.0,42926.0,1936,1,100,4.2,0.7,179195.0,145.8,4.6,3.4,79.5,0.0,0.0,3.30802,1.00172,0.0,43.0,1.00172,90.0,100.0,3699.7,8.0,0,0,112.0,263.0,-73.937599,40.845031,A
20367,89.0,27576.0,2008,1,85,8.4,0.2,232760.6,31.9,3.1,1.2,79.5,0.0,0.0,1.74064,0.97911,0.97911,0.0,0.0,70.0,80.0,4594.425778134381,5.0,0,0,103.0,16.0,-73.99021,40.715699,A
20373,58.519394179544754,62881.0,1909,1,100,5.3,0.1,373950.1,25.6,1.8,0.4,79.5,0.0,0.0,0.452758,0.25445,0.07952,7.0,0.11132,0.0,90.0,4594.425778134381,10.0,0,0,105.0,58.0,-73.989913,40.744165,C
20375,94.0,39313.0,1909,1,100,3.6,1.0,141943.6,183.2,5.7,4.7,79.5,0.0,0.0,3.7383419999999967,0.91573,0.0,36.0,0.91573,0.0,100.0,4170.4,8.0,0,0,112.0,265.0,-73.937056,40.849683,A
20376,58.519394179544754,42978.0,2007,1,100,7.6,0.7,325781.6,145.0,5.4,3.4,79.5,0.0,0.0,1.20992,0.37228,0.13961,7.0,0.16287,73.35970197368421,95.78447655077947,779.1,5.0,0,0,103.0,18.0,-73.993744,40.721041,C
20392,76.0,27300.0,1920,1,100,5.0,0.7,137037.7,95.4,4.9,3.5,79.5,0.0,0.0,2.38095,0.98901,0.0,27.0,0.98901,73.35970197368421,95.78447655077947,4594.425778134381,11.0,0,0,111.0,16002.0,-73.952585,40.787437,B
20393,100.0,52800.0,1924,1,100,4.2,0.0,220095.4,11.7,1.4,0.2,79.5,0.0,0.0,2.63258,1.74242,0.0,92.0,1.74242,73.35970197368421,95.78447655077947,3966.9,3.0,0,0,111.0,16002.0,-73.953257,40.78772,A
20394,56.0,54000.0,1920,1,100,5.5,0.0,294836.8,274.3,6.6,5.1,79.5,0.0,0.0,1.59259,0.7037,0.0,38.0,0.7037,73.35970197368421,95.78447655077947,1944.4,8.0,0,0,111.0,16002.0,-73.953484,40.787833,C
20395,10.0,54000.0,1920,1,100,9.1,0.7,492453.9,182.9,5.9,3.4,79.5,0.0,0.0,1.12963,0.7963,0.0,43.0,0.7963,73.35970197368421,95.78447655077947,4594.425778134381,10.0,0,0,111.0,16002.0,-73.953787,40.787726,D
20396,53.0,37002.0,1915,1,100,5.6,1.3,208384.1,242.1,8.1,6.5,79.5,0.0,0.0,3.7383419999999967,1.13507,0.0,42.0,1.13507,90.0,100.0,4949.0,9.0,0,0,112.0,279.0,-73.929872,40.854993,D
20398,65.0,34040.0,1927,1,100,5.5,1.1,187661.8,193.7,7.2,5.7,79.5,0.0,0.0,3.7383419999999967,1.55699,0.0,53.0,1.55699,90.0,100.0,4594.425778134381,9.0,0,0,112.0,285.0,-73.926512,40.86261,C
20415,33.0,44211.0,1975,1,100,5.4,0.1,238479.0,11.9,7.1,0.3,79.5,0.0,0.0,1.58332,1.58332,0.0,70.0,1.58332,100.0,100.0,4594.425778134381,6.0,0,0,106.0,64.0,-73.979991,40.738361,D
20416,53.0,51184.0,2010,1,80,8.4,0.2,432021.2,42.7,3.1,0.8,79.5,0.0,0.0,0.74242,0.52751,0.0,27.0,0.52751,100.0,100.0,450.9,6.0,0,0,102.0,43.0,-73.993015,40.72305,D
20421,88.0,26334.0,1925,1,100,5.6,1.1,146800.5,144.0,7.0,5.5,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,2824.0,4.0,0,0,107.0,183.0,-73.971927,40.795585,A
20423,10.0,28505.0,1939,1,100,20.0,1.2,1202239.1,190.1,12.7,6.3,79.5,0.0,0.0,1.511241939483864,0.9821742159230608,0.1701013832035182,37.41073014359136,0.5740309088543875,73.35970197368421,95.78447655077947,5952.7,3.0,0,0,105.0,125.0,-73.982869,40.758461,D
20425,82.0,96306.0,1910,1,100,4.9,0.3,472976.1,139.9,2.8,1.5,79.5,0.0,0.0,0.8203,0.36342,0.0,11.0,0.11422,73.35970197368421,100.0,1382.1,18.0,0,0,101.0,39.0,-74.009459,40.72381,B
20426,68.0,34665.0,1927,1,100,5.2,1.1,180002.1,189.8,6.9,5.5,79.5,0.0,0.0,3.7383419999999967,1.29814,0.0,45.0,1.29814,90.0,100.0,4088.0,9.0,0,0,112.0,303.0,-73.91984190000001,40.86805158,C
20433,58.519394179544754,28714.0,1900,1,100,8.6,0.2,264650.8,30.4,3.3,1.0,79.5,0.0,0.0,1.56718,0.24378,0.24378,0.0,0.0,90.0,100.0,4594.425778134381,8.0,0,0,101.0,1501.0,-74.007019,40.710385,C
20443,78.0,29085.0,1910,1,100,5.5,0.6,161130.8,83.4,4.4,2.9,79.5,0.0,0.0,1.7191,1.37528,0.0,40.0,1.37528,100.0,100.0,1021.1,5.0,0,0,104.0,127.0,-73.988463,40.762453,B
20444,20.0,248481.0,1956,1,100,9.9,0.8,2628307.1,1077.6,6.8,4.1,79.5,0.0,0.0,1.03831,0.9377,0.9377,0.0,0.0,100.0,100.0,13518.8,12.0,0,0,108.0,136.0,-73.951795,40.771976,D
20448,58.519394179544754,30000.0,2007,1,90,9.2,0.2,275002.0,27.7,3.3,0.9,79.5,0.0,0.0,0.9,0.33333,0.33333,0.0,0.0,90.0,100.0,558.3,5.0,0,0,104.0,89.0,-74.005352,40.74422,C
20453,55.0,36403.0,1930,1,100,7.8,1.0,310583.0,205.5,7.3,5.1,79.5,0.0,0.0,3.7383419999999967,1.67569,0.0,61.0,1.67569,90.0,100.0,4594.425778134381,10.0,0,0,112.0,293.0,-73.91984190000001,40.866535,D
